sed_filter,la,width,flux,eflux
Johnson.U,3531,309.0,-12.9407,0.051471939743294545
Cousins.B,4359.98,464.0,-11.9558,0.04
Johnson.B,4442.03,445.0,-11.8633,0.042787632289627946
SDSS.g,4819.97,622.0,-11.6404,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-11.6146,0.04
Cousins.V,5469.67,421.0,-11.5224,0.04
Johnson.V,5537.05,409.0,-11.5381,0.04
GAIA.GAIA3.G,5822.34,2026.0,-11.3918,0.04
SDSS.r,6246.98,631.0,-11.4056,0.04
Cousins.R,6468.99,648.0,-11.3577,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.2653,0.04
SDSS.i,7634.91,645.0,-11.2599,0.04
Cousins.I,7885.95,475.0,-11.2186,0.04
SDSS.z,9017.94,663.0,-11.2279,0.04
2MASS.J,12390.2,750.0,-11.198,0.04
Johnson.J,12500.2,1500.0,-11.1714,0.04
Johnson.H,16300.2,1000.0,-11.1876,0.04
2MASS.H,16494.8,1200.0,-11.1965,0.04
2MASS.Ks,21637.9,1250.0,-11.3856,0.04
Johnson.K,21900.2,2700.0,-11.3667,0.04
WISE.W1,33500.1,3300.0,-11.9244,0.04
WISE.W2,46000.2,5200.0,-12.3605,0.04
WISE.W3,115598,27550.0,-13.1018,0.04
