sed_filter,la,width,flux,eflux
Cousins.U,3500.2,319.0,-10.8292,0.04
SDSS.u,3519.02,277.0,-10.8849,0.04
Johnson.U,3531,309.0,-10.8752,0.04
Cousins.B,4359.98,464.0,-10.6028,0.04
Johnson.B,4442.03,445.0,-10.5363,0.04
SDSS.g,4819.97,622.0,-10.6572,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-10.7283,0.04
Cousins.V,5469.67,421.0,-10.7615,0.04
Johnson.V,5537.05,409.0,-10.8383,0.05995856699723596
GAIA.GAIA3.G,5822.34,2026.0,-10.8199,0.04
SDSS.r,6246.98,631.0,-10.8417,0.04
Cousins.R,6468.99,648.0,-10.8853,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.0038,0.04
SDSS.i,7634.91,645.0,-11.0133,0.04
Cousins.I,7885.95,475.0,-11.0679,0.04
2MASS.J,12390.2,750.0,-11.3398,0.04
Johnson.J,12500.2,1500.0,-11.3896,0.04
Johnson.H,16300.2,1000.0,-11.6823,0.04
2MASS.H,16494.8,1200.0,-10.7772,0.04
2MASS.Ks,21637.9,1250.0,-11.0563,0.04
Johnson.K,21900.2,2700.0,-11.9968,0.04
WISE.W1,33500.1,3300.0,-12.5142,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-12.5642,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-12.8353,0.04
