sed_filter,la,width,flux,eflux
Johnson.U,3531,309.0,-12.5422,0.04
Cousins.B,4359.98,464.0,-12.0521,0.04
Johnson.B,4442.03,445.0,-11.7997,0.057289907652502664
SDSS.g,4819.97,622.0,-11.9391,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-11.8361,0.04
Cousins.V,5469.67,421.0,-11.7898,0.04
Johnson.V,5537.05,409.0,-11.7879,0.04
GAIA.GAIA3.G,5822.34,2026.0,-11.7308,0.04
SDSS.r,6246.98,631.0,-11.7008,0.04
Cousins.R,6468.99,648.0,-11.6837,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.6205,0.04
SDSS.i,7634.91,645.0,-11.5327,0.04
Cousins.I,7885.95,475.0,-11.6933,0.04
SDSS.z,9017.94,663.0,-11.615,0.04
2MASS.J,12390.2,750.0,-11.7565,0.04
Johnson.J,12500.2,1500.0,-11.653,0.04
Johnson.H,16300.2,1000.0,-11.7019,0.04
2MASS.H,16494.8,1200.0,-11.7152,0.04
2MASS.Ks,21637.9,1250.0,-11.9008,0.04500957610487171
Johnson.K,21900.2,2700.0,-11.9968,0.04
WISE.W1,33500.1,3300.0,-12.4847,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-12.4812,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-12.8178,0.04
WISE.W2,46000.2,5200.0,-12.9429,0.04
