sed_filter,la,width,flux,eflux
XMM-OT.UVW1,2908.07,577.0,-11.9004,0.04
SDSS.u,3519.02,277.0,-11.7751,0.04
Johnson.U,3531,309.0,-11.5258,0.04
Cousins.B,4359.98,464.0,-11.2717,0.04
Johnson.B,4442.03,445.0,-11.2815,0.04
SDSS.g,4819.97,622.0,-11.2783,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-11.2862,0.04
Cousins.V,5469.67,421.0,-11.2992,0.04
Johnson.V,5537.05,409.0,-11.1661,0.2929764248247011
GAIA.GAIA3.G,5822.34,2026.0,-11.3423,0.04
SDSS.r,6246.98,631.0,-11.306,0.04
Cousins.R,6468.99,648.0,-11.3212,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.3483,0.04
SDSS.i,7634.91,645.0,-11.3378,0.04
Cousins.I,7885.95,475.0,-11.4922,0.04
SDSS.z,9017.94,663.0,-11.4252,0.04
2MASS.J,12390.2,750.0,-11.5594,0.04
Johnson.J,12500.2,1500.0,-11.5787,0.04
Johnson.H,16300.2,1000.0,-11.8106,0.04
2MASS.H,16494.8,1200.0,-11.7542,0.04
2MASS.Ks,21637.9,1250.0,-12.0259,0.04
Johnson.K,21900.2,2700.0,-12.1328,0.04
WISE.W1,33500.1,3300.0,-12.6073,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-12.6404,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-12.9109,0.04
WISE.W2,46000.2,5200.0,-12.9581,0.04
