sed_filter,la,width,flux,eflux
XMM-OT.UVW1,2908.07,577.0,-11.2286,0.04
Cousins.U,3500.2,319.0,-11.2686,0.04
SDSS.u,3519.02,277.0,-11.2951,0.04
Johnson.U,3531,309.0,-11.2602,0.04
Cousins.B,4359.98,464.0,-11.1877,0.04
Johnson.B,4442.03,445.0,-11.1912,0.04
SDSS.g,4819.97,622.0,-11.2778,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-11.3205,0.04
Cousins.V,5469.67,421.0,-11.3652,0.04
Johnson.V,5537.05,409.0,-11.3677,0.04
GAIA.GAIA3.G,5822.34,2026.0,-11.425,0.04
SDSS.r,6246.98,631.0,-11.4707,0.04
Cousins.R,6468.99,648.0,-11.5028,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.6463,0.04
SDSS.i,7634.91,645.0,-11.6524,0.04
Cousins.I,7885.95,475.0,-11.6441,0.04
SDSS.z,9017.94,663.0,-11.7934,0.04
2MASS.J,12390.2,750.0,-12.0399,0.04
Johnson.J,12500.2,1500.0,-12.0899,0.04
Johnson.H,16300.2,1000.0,-12.407,0.04
2MASS.H,16494.8,1200.0,-12.433,0.05990268520547912
2MASS.Ks,21637.9,1250.0,-12.6229,0.08584890864797871
Johnson.K,21900.2,2700.0,-12.753,0.0504993598687228
WISE.W1,33500.1,3300.0,-13.1392,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-13.2924,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-13.6146,0.04
WISE.W2,46000.2,5200.0,-13.6154,0.04
