sed_filter,la,width,flux,eflux
XMM-OT.UVW1,2908.07,577.0,-10.3083,0.04
Cousins.U,3500.2,319.0,-10.1313,0.04
SDSS.u,3519.02,277.0,-10.1321,0.04
Johnson.U,3531,309.0,-10.1541,0.04
Cousins.B,4359.98,464.0,-10.2287,0.04
Johnson.B,4442.03,445.0,-10.8034,0.04659812220929669
SDSS.g,4819.97,622.0,-10.3004,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-10.3596,0.04
Cousins.V,5469.67,421.0,-10.4318,0.04
Johnson.V,5537.05,409.0,-10.0818,0.07380168003627886
GAIA.GAIA3.G,5822.34,2026.0,-10.4924,0.04
SDSS.r,6246.98,631.0,-10.5328,0.04
Cousins.R,6468.99,648.0,-10.5843,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-10.7452,0.04
SDSS.i,7634.91,645.0,-10.8127,0.04
Cousins.I,7885.95,475.0,-10.8989,0.04
SDSS.z,9017.94,663.0,-10.9367,0.04
2MASS.J,12390.2,750.0,-11.2097,0.04
Johnson.J,12500.2,1500.0,-11.2453,0.04
Johnson.H,16300.2,1000.0,-11.5831,0.04
2MASS.H,16494.8,1200.0,-11.5587,0.04
2MASS.Ks,21637.9,1250.0,-11.888,0.04
Johnson.K,21900.2,2700.0,-11.9368,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-12.4891,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-12.7813,0.04
