sed_filter,la,width,flux,eflux
Cousins.U,3500.2,319.0,-10.6557,0.04
SDSS.u,3519.02,277.0,-10.6912,0.04
Johnson.U,3531,309.0,-10.4562,0.04
Cousins.B,4359.98,464.0,-10.6174,0.04
Johnson.B,4442.03,445.0,-11.4815,0.04
SDSS.g,4819.97,622.0,-10.6735,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-10.7325,0.04
Cousins.V,5469.67,421.0,-10.7797,0.04
Johnson.V,5537.05,409.0,-10.7613,0.04
GAIA.GAIA3.G,5822.34,2026.0,-10.8199,0.04
SDSS.r,6246.98,631.0,-10.8505,0.04
Cousins.R,6468.99,648.0,-10.8931,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.016,0.04
SDSS.i,7634.91,645.0,-11.0557,0.04
Cousins.I,7885.95,475.0,-10.9776,0.04
2MASS.J,12390.2,750.0,-11.4579,0.04
Johnson.J,12500.2,1500.0,-11.4133,0.04
Johnson.H,16300.2,1000.0,-11.69,0.04
2MASS.H,16494.8,1200.0,-11.6542,0.04
2MASS.Ks,21637.9,1250.0,-11.8716,0.04387717472701598
Johnson.K,21900.2,2700.0,-11.9845,0.04
WISE.W2,46000.2,5200.0,-11.6781,0.04
