sed_filter,la,width,flux,eflux
Johnson.U,3531,309.0,-12.2476,0.04
Johnson.B,4442.03,445.0,-11.9804,0.04
SDSS.g,4819.97,622.0,-12.0103,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-12.0211,0.04
Johnson.V,5537.05,409.0,-12.0016,0.04
GAIA.GAIA3.G,5822.34,2026.0,-12.0403,0.04
SDSS.r,6246.98,631.0,-12.0564,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-12.1403,0.04
SDSS.i,7634.91,645.0,-12.0616,0.04
Cousins.I,7885.95,475.0,-12.1896,0.04
2MASS.J,12390.2,750.0,-12.361,0.04584219079430557
Johnson.J,12500.2,1500.0,-12.3974,0.04
Johnson.H,16300.2,1000.0,-12.5987,0.04
Johnson.K,21900.2,2700.0,-13.0009,0.08042490060347349
Spitzer.IRAC.3.6,35499.8,3745.0,-13.4812,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-13.7624,0.04359712591164961
