sed_filter,la,width,flux,eflux
Cousins.U,3500.2,319.0,-10.6573,0.04
SDSS.u,3519.02,277.0,-10.6398,0.04
Johnson.U,3531,309.0,-10.7551,0.04
Cousins.B,4359.98,464.0,-10.6798,0.04
Johnson.B,4442.03,445.0,-10.5454,0.04
SDSS.g,4819.97,622.0,-10.7929,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-10.8291,0.04
Cousins.V,5469.67,421.0,-10.8975,0.04
Johnson.V,5537.05,409.0,-10.9201,0.5399336671699724
GAIA.GAIA3.G,5822.34,2026.0,-10.9579,0.04
SDSS.r,6246.98,631.0,-11.0135,0.04
Cousins.R,6468.99,648.0,-11.0576,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.2262,0.04
SDSS.i,7634.91,645.0,-11.2599,0.04
Cousins.I,7885.95,475.0,-11.2468,0.04
SDSS.z,9017.94,663.0,-11.4291,0.04
2MASS.J,12390.2,750.0,-11.7105,0.04
Johnson.J,12500.2,1500.0,-11.8642,0.11047842199351524
Johnson.H,16300.2,1000.0,-12.151,0.12214530806031029
2MASS.H,16494.8,1200.0,-11.9517,0.050844231895011555
2MASS.Ks,21637.9,1250.0,-12.3168,0.11356551383505467
Johnson.K,21900.2,2700.0,-12.336,0.11340627048693212
WISE.W1,33500.1,3300.0,-12.8869,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-13.0165,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-13.316,0.04
WISE.W2,46000.2,5200.0,-13.3433,0.04
