sed_filter,la,width,flux,eflux
Johnson.U,3531,309.0,-12.7551,0.05035298436983212
Cousins.B,4359.98,464.0,-11.9147,0.04
Johnson.B,4442.03,445.0,-11.8943,0.04
SDSS.g,4819.97,622.0,-11.7191,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-11.536,0.04
Cousins.V,5469.67,421.0,-11.4529,0.04
Johnson.V,5537.05,409.0,-11.4449,0.04
GAIA.GAIA3.G,5822.34,2026.0,-11.3033,0.04
SDSS.r,6246.98,631.0,-11.2935,0.04
Cousins.R,6468.99,648.0,-11.2658,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.1646,0.04
SDSS.i,7634.91,645.0,-11.0331,0.04
Cousins.I,7885.95,475.0,-11.2382,0.04
SDSS.z,9017.94,663.0,-11.1378,0.04
2MASS.J,12390.2,750.0,-11.0759,0.04
Johnson.J,12500.2,1500.0,-11.1003,0.04
Johnson.H,16300.2,1000.0,-11.086,0.04
2MASS.H,16494.8,1200.0,-11.0521,0.04
2MASS.Ks,21637.9,1250.0,-11.3033,0.04
Johnson.K,21900.2,2700.0,-11.3171,0.04
WISE.W1,33500.1,3300.0,-11.8102,0.04
WISE.W2,46000.2,5200.0,-12.2643,0.04
WISE.W3,115598,27550.0,-13.4526,0.19798717942621366
