sed_filter,la,width,flux,eflux
Cousins.U,3500.2,319.0,-11.0544,0.04
SDSS.u,3519.02,277.0,-11.0653,0.04
Johnson.U,3531,309.0,-11.0582,0.04
Cousins.B,4359.98,464.0,-11.0521,0.04
Johnson.B,4442.03,445.0,-11.0535,0.04
SDSS.g,4819.97,622.0,-11.1234,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-11.1959,0.04
Cousins.V,5469.67,421.0,-11.2655,0.04
Johnson.V,5537.05,409.0,-11.2708,0.04
GAIA.GAIA3.G,5822.34,2026.0,-11.3254,0.04
SDSS.r,6246.98,631.0,-11.3724,0.04
Cousins.R,6468.99,648.0,-11.4239,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.5889,0.04
SDSS.i,7634.91,645.0,-11.6486,0.04
Cousins.I,7885.95,475.0,-11.592,0.04
SDSS.z,9017.94,663.0,-11.8203,0.04
2MASS.J,12390.2,750.0,-12.0636,0.06082555864113529
Johnson.J,12500.2,1500.0,-12.0578,0.06068224352445734
Johnson.H,16300.2,1000.0,-12.0046,0.04
2MASS.H,16494.8,1200.0,-12.0049,0.04
2MASS.Ks,21637.9,1250.0,-12.5199,0.04
Johnson.K,21900.2,2700.0,-12.7881,0.0656916096878302
Spitzer.IRAC.3.6,35499.8,3745.0,-13.3004,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-13.6679,0.04
