sed_filter,la,width,flux,eflux
XMM-OT.UVW1,2908.07,577.0,-10.1325,0.04
Cousins.U,3500.2,319.0,-10.2099,0.04
SDSS.u,3519.02,277.0,-10.2276,0.04
Johnson.U,3531,309.0,-10.1943,0.04
Cousins.B,4359.98,464.0,-10.2172,0.04
Johnson.B,4442.03,445.0,-10.2009,0.04
SDSS.g,4819.97,622.0,-10.2794,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-10.341,0.04
Cousins.V,5469.67,421.0,-10.3949,0.04
Johnson.V,5537.05,409.0,-10.3926,0.04
GAIA.GAIA3.G,5822.34,2026.0,-10.4564,0.04
SDSS.r,6246.98,631.0,-10.4838,0.04
Cousins.R,6468.99,648.0,-10.5312,0.04
Johnson.R,6938.03,971.0,-10.5777,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-10.6752,0.04
SDSS.i,7634.91,645.0,-10.7238,0.04
Cousins.I,7885.95,475.0,-10.8323,0.04
Johnson.I,8779.98,1088.0,-10.7836,0.04
SDSS.z,9017.94,663.0,-10.8698,0.04
2MASS.J,12390.2,750.0,-11.1071,0.04
Johnson.J,12500.2,1500.0,-11.1029,0.04
Johnson.H,16300.2,1000.0,-11.4453,0.04
2MASS.H,16494.8,1200.0,-11.4461,0.04
2MASS.Ks,21637.9,1250.0,-11.8015,0.04
Johnson.K,21900.2,2700.0,-11.8222,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-12.3004,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-12.588,0.04
