sed_filter,la,width,flux,eflux
Johnson.B,4442.03,445.0,-12.4683,0.04566985145734772
SDSS.g,4819.97,622.0,-12.1531,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-12.1571,0.04
Johnson.V,5537.05,409.0,-12.1021,0.05354315491074962
GAIA.GAIA3.G,5822.34,2026.0,-11.8973,0.04
SDSS.r,6246.98,631.0,-11.8476,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.627,0.04
SDSS.i,7634.91,645.0,-11.6157,0.04
Cousins.I,7885.95,475.0,-11.7246,0.04
SDSS.z,9017.94,663.0,-11.5489,0.04
2MASS.J,12390.2,750.0,-11.3514,0.04
Johnson.J,12500.2,1500.0,-11.3896,0.04
Johnson.H,16300.2,1000.0,-11.3254,0.04
2MASS.H,16494.8,1200.0,-11.2857,0.04
2MASS.Ks,21637.9,1250.0,-11.4746,0.04
Johnson.K,21900.2,2700.0,-11.5373,0.04
WISE.W1,33500.1,3300.0,-11.9179,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-11.9628,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-12.2972,0.04
WISE.W2,46000.2,5200.0,-12.3971,0.04
WISE.W3,115598,27550.0,-13.1452,0.04
