sed_filter,la,width,flux,eflux
Cousins.B,4359.98,464.0,-11.8908,0.04
Johnson.B,4442.03,445.0,-13.3128,0.07770317300908608
SDSS.g,4819.97,622.0,-11.552,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-11.4969,0.04
Cousins.V,5469.67,421.0,-11.4344,0.04
Johnson.V,5537.05,409.0,-11.4183,0.5402499751595062
GAIA.GAIA3.G,5822.34,2026.0,-11.2671,0.04
SDSS.r,6246.98,631.0,-11.3285,0.04
Cousins.R,6468.99,648.0,-11.2302,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.1107,0.04
SDSS.i,7634.91,645.0,-11.1388,0.04
Cousins.I,7885.95,475.0,-11.1062,0.04
SDSS.z,9017.94,663.0,-11.1261,0.04
2MASS.J,12390.2,750.0,-11.0241,0.04
Johnson.J,12500.2,1500.0,-11.0191,0.04
Johnson.H,16300.2,1000.0,-10.9826,0.04
2MASS.H,16494.8,1200.0,-10.9831,0.04
2MASS.Ks,21637.9,1250.0,-11.2259,0.04
Johnson.K,21900.2,2700.0,-11.254,0.04
WISE.W1,33500.1,3300.0,-11.7344,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-11.7533,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-12.0929,0.04
WISE.W2,46000.2,5200.0,-12.2147,0.04
WISE.W3,115598,27550.0,-13.0018,0.04
