sed_filter,la,width,flux,eflux
Johnson.B,4442.03,445.0,-11.9203,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-11.7939,0.04
Johnson.V,5537.05,409.0,-11.7312,0.04
GAIA.GAIA3.G,5822.34,2026.0,-11.636,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.5053,0.04
Cousins.I,7885.95,475.0,-11.4994,0.04
2MASS.J,12390.2,750.0,-11.4431,0.04
Johnson.J,12500.2,1500.0,-11.4617,0.04
Johnson.H,16300.2,1000.0,-11.4753,0.04
2MASS.H,16494.8,1200.0,-11.4595,0.04
2MASS.Ks,21637.9,1250.0,-11.697,0.04
Johnson.K,21900.2,2700.0,-11.7301,0.04
WISE.W1,33500.1,3300.0,-12.5668,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-12.2383,0.04000080561292483
Spitzer.IRAC.4.5,44930.2,5100.0,-12.5769,0.04
WISE.W2,46000.2,5200.0,-12.5617,0.04
