sed_filter,la,width,flux,eflux
Cousins.U,3500.2,319.0,-9.67634,0.04
SDSS.u,3519.02,277.0,-9.67166,0.04
Johnson.U,3531,309.0,-9.77005,0.04
Cousins.B,4359.98,464.0,-9.79345,0.04
Johnson.B,4442.03,445.0,-9.79785,0.04
SDSS.g,4819.97,622.0,-9.89659,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-9.93971,0.04
Cousins.V,5469.67,421.0,-10.0231,0.04
Johnson.V,5537.05,409.0,-10.0335,0.04
GAIA.GAIA3.G,5822.34,2026.0,-10.0815,0.04
SDSS.r,6246.98,631.0,-10.1147,0.04
Cousins.R,6468.99,648.0,-10.191,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-10.3638,0.04
SDSS.i,7634.91,645.0,-10.3766,0.04
Cousins.I,7885.95,475.0,-10.3747,0.04
SDSS.z,9017.94,663.0,-10.5856,0.04
2MASS.J,12390.2,750.0,-10.8871,0.04
Johnson.J,12500.2,1500.0,-10.8774,0.04
Johnson.H,16300.2,1000.0,-11.2026,0.04
2MASS.H,16494.8,1200.0,-11.222,0.04
2MASS.Ks,21637.9,1250.0,-11.5574,0.04
Johnson.K,21900.2,2700.0,-11.5519,0.04
WISE.W1,33500.1,3300.0,-12.061,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-12.1414,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-12.4417,0.04
WISE.W2,46000.2,5200.0,-12.5576,0.04
WISE.W3,115598,27550.0,-13.1148,0.07336055017511675
