sed_filter,la,width,flux,eflux
Johnson.U,3531,309.0,-12.2054,0.04
Cousins.B,4359.98,464.0,-11.8552,0.04
Johnson.B,4442.03,445.0,-12.1496,0.04549751729401765
SDSS.g,4819.97,622.0,-11.7394,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-11.6606,0.04
Cousins.V,5469.67,421.0,-11.5817,0.04
Johnson.V,5537.05,409.0,-11.5861,0.04
GAIA.GAIA3.G,5822.34,2026.0,-11.5123,0.04
SDSS.r,6246.98,631.0,-11.4889,0.04
Cousins.R,6468.99,648.0,-11.4791,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.4311,0.04
SDSS.i,7634.91,645.0,-11.3304,0.04
Cousins.I,7885.95,475.0,-11.5025,0.04
SDSS.z,9017.94,663.0,-11.433,0.04
2MASS.J,12390.2,750.0,-11.4519,0.04
Johnson.J,12500.2,1500.0,-11.4469,0.04
Johnson.H,16300.2,1000.0,-11.4874,0.04
2MASS.H,16494.8,1200.0,-11.4877,0.04
2MASS.Ks,21637.9,1250.0,-11.8788,0.04506829628439554
Johnson.K,21900.2,2700.0,-11.7992,0.04
WISE.W1,33500.1,3300.0,-12.3063,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-12.3291,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-12.6392,0.04
WISE.W2,46000.2,5200.0,-12.7897,0.04
WISE.W3,115598,27550.0,-13.459,0.04
