sed_filter,la,width,flux,eflux
XMM-OT.UVW1,2908.07,577.0,-11.9112,0.04
Johnson.U,3531,309.0,-11.7992,0.04
Cousins.B,4359.98,464.0,-11.5672,0.04
Johnson.B,4442.03,445.0,-11.591,0.04
SDSS.g,4819.97,622.0,-11.5717,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-11.6,0.04
Cousins.V,5469.67,421.0,-11.5872,0.04
Johnson.V,5537.05,409.0,-11.553,0.04
GAIA.GAIA3.G,5822.34,2026.0,-11.6125,0.04
SDSS.r,6246.98,631.0,-11.602,0.04
Cousins.R,6468.99,648.0,-11.6264,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.6834,0.04
SDSS.i,7634.91,645.0,-11.6471,0.04
Cousins.I,7885.95,475.0,-11.8083,0.04
SDSS.z,9017.94,663.0,-11.7998,0.04
2MASS.J,12390.2,750.0,-11.872,0.047733265398092535
Johnson.J,12500.2,1500.0,-11.9091,0.04
Johnson.H,16300.2,1000.0,-12.1301,0.04
2MASS.H,16494.8,1200.0,-12.0503,0.04
2MASS.Ks,21637.9,1250.0,-11.9646,0.04
Johnson.K,21900.2,2700.0,-12.4165,0.04
WISE.W1,33500.1,3300.0,-12.8003,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-12.843,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-13.1671,0.042577888875281474
WISE.W2,46000.2,5200.0,-13.1068,0.04
