sed_filter,la,width,flux,eflux
Johnson.U,3531,309.0,-12.781,0.05122447814319409
Cousins.B,4359.98,464.0,-11.9074,0.04
Johnson.B,4442.03,445.0,-11.9179,0.04
SDSS.g,4819.97,622.0,-11.732,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-11.5779,0.04
Cousins.V,5469.67,421.0,-11.4962,0.04
Johnson.V,5537.05,409.0,-11.4352,0.12554826174508138
GAIA.GAIA3.G,5822.34,2026.0,-11.3614,0.04
SDSS.r,6246.98,631.0,-11.349,0.04
Cousins.R,6468.99,648.0,-11.3212,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.2291,0.04
SDSS.i,7634.91,645.0,-11.105,0.04
Cousins.I,7885.95,475.0,-11.3266,0.04
SDSS.z,9017.94,663.0,-11.1995,0.04
2MASS.J,12390.2,750.0,-11.1629,0.04
Johnson.J,12500.2,1500.0,-11.1459,0.04
Johnson.H,16300.2,1000.0,-11.1522,0.04
2MASS.H,16494.8,1200.0,-11.1562,0.04
2MASS.Ks,21637.9,1250.0,-11.3784,0.04
Johnson.K,21900.2,2700.0,-11.3923,0.04
WISE.W1,33500.1,3300.0,-11.8929,0.04
WISE.W2,46000.2,5200.0,-12.3471,0.04
WISE.W3,115598,27550.0,-13.3582,0.08223327204421838
