sed_filter,la,width,flux,eflux
Cousins.U,3500.2,319.0,-10.1797,0.04
SDSS.u,3519.02,277.0,-10.1236,0.04
Johnson.U,3531,309.0,-10.2731,0.04
Cousins.B,4359.98,464.0,-10.2639,0.04
Johnson.B,4442.03,445.0,-10.9277,0.04467029024998402
SDSS.g,4819.97,622.0,-10.3737,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-10.4204,0.04
Cousins.V,5469.67,421.0,-10.5015,0.04
Johnson.V,5537.05,409.0,-10.5357,0.06054291412068619
GAIA.GAIA3.G,5822.34,2026.0,-10.5632,0.04
SDSS.r,6246.98,631.0,-10.6037,0.04
Cousins.R,6468.99,648.0,-10.6751,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-10.8525,0.04
SDSS.i,7634.91,645.0,-10.8657,0.04
Cousins.I,7885.95,475.0,-10.9095,0.04
SDSS.z,9017.94,663.0,-11.0567,0.04
2MASS.J,12390.2,750.0,-11.3131,0.04
Johnson.J,12500.2,1500.0,-11.3746,0.04
Johnson.H,16300.2,1000.0,-11.706,0.04
2MASS.H,16494.8,1200.0,-11.7193,0.04
2MASS.Ks,21637.9,1250.0,-11.9921,0.04
Johnson.K,21900.2,2700.0,-12.0568,0.04
WISE.W1,33500.1,3300.0,-12.6608,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-12.6584,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-12.9582,0.04
WISE.W2,46000.2,5200.0,-13.1921,0.04
WISE.W3,115598,27550.0,-13.4962,0.04
