sed_filter,la,width,flux,eflux
XMM-OT.UVW1,2908.07,577.0,-12.2948,0.04
Johnson.U,3531,309.0,-12.0337,0.04
Cousins.B,4359.98,464.0,-11.8749,0.04
Johnson.B,4442.03,445.0,-11.7054,0.04
SDSS.g,4819.97,622.0,-11.8638,0.055273843756172676
GAIA.GAIA3.Gbp,5035.99,1079.0,-11.7859,0.04
Cousins.V,5469.67,421.0,-11.7479,0.04
Johnson.V,5537.05,409.0,-11.7427,0.04
GAIA.GAIA3.G,5822.34,2026.0,-11.7517,0.04
SDSS.r,6246.98,631.0,-11.753,0.04
Cousins.R,6468.99,648.0,-11.6722,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.6248,0.04
SDSS.i,7634.91,645.0,-11.7339,0.045277509096025126
Cousins.I,7885.95,475.0,-11.6242,0.04
SDSS.z,9017.94,663.0,-11.7156,0.04
2MASS.J,12390.2,750.0,-11.6436,0.04
Johnson.J,12500.2,1500.0,-11.7159,0.04
Johnson.H,16300.2,1000.0,-11.7768,0.04
2MASS.H,16494.8,1200.0,-11.6613,0.04
2MASS.Ks,21637.9,1250.0,-11.9321,0.04013621709695088
Johnson.K,21900.2,2700.0,-11.9991,0.12755917215922627
WISE.W1,33500.1,3300.0,-12.5404,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-12.467,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-12.8065,0.04
