sed_filter,la,width,flux,eflux
Johnson.U,3531,309.0,-12.6927,0.0726852661922271
Cousins.B,4359.98,464.0,-12.0196,0.04
Johnson.B,4442.03,445.0,-12.4172,0.04
SDSS.g,4819.97,622.0,-11.8407,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-11.6763,0.04
Cousins.V,5469.67,421.0,-11.5937,0.04
Johnson.V,5537.05,409.0,-11.637,0.04
GAIA.GAIA3.G,5822.34,2026.0,-11.4494,0.04
SDSS.r,6246.98,631.0,-11.4426,0.04
Cousins.R,6468.99,648.0,-11.4128,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.3153,0.04
SDSS.i,7634.91,645.0,-11.1833,0.04
Cousins.I,7885.95,475.0,-11.2527,0.04
SDSS.z,9017.94,663.0,-11.3199,0.04
2MASS.J,12390.2,750.0,-11.2526,0.04
Johnson.J,12500.2,1500.0,-11.2836,0.04402985568117734
Johnson.H,16300.2,1000.0,-11.2597,0.04
2MASS.H,16494.8,1200.0,-11.2273,0.04
2MASS.Ks,21637.9,1250.0,-11.4892,0.04
Johnson.K,21900.2,2700.0,-11.5414,0.05997400143712712
WISE.W1,33500.1,3300.0,-11.9548,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-12.036,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-12.3868,0.04
WISE.W2,46000.2,5200.0,-12.3942,0.04
WISE.W3,115598,27550.0,-13.1252,0.181832631042168
