sed_filter,la,width,flux,eflux
Cousins.B,4359.98,464.0,-11.9172,0.04
Johnson.B,4442.03,445.0,-11.9036,0.07277367018493372
SDSS.g,4819.97,622.0,-11.5241,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-11.501,0.04
Cousins.V,5469.67,421.0,-11.4185,0.04
Johnson.V,5537.05,409.0,-11.4378,0.5399684652151446
GAIA.GAIA3.G,5822.34,2026.0,-11.2276,0.04
SDSS.r,6246.98,631.0,-11.2397,0.04
Cousins.R,6468.99,648.0,-11.2005,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.0687,0.04
SDSS.i,7634.91,645.0,-11.048,0.04
Cousins.I,7885.95,475.0,-10.9622,0.04
SDSS.z,9017.94,663.0,-10.9954,0.04
2MASS.J,12390.2,750.0,-10.964,0.04
Johnson.J,12500.2,1500.0,-10.9471,0.04
Johnson.H,16300.2,1000.0,-10.9112,0.04
2MASS.H,16494.8,1200.0,-10.9112,0.04
2MASS.Ks,21637.9,1250.0,-11.1612,0.04
Johnson.K,21900.2,2700.0,-11.1869,0.04
WISE.W1,33500.1,3300.0,-11.6486,0.04
WISE.W2,46000.2,5200.0,-12.1068,0.04
WISE.W3,115598,27550.0,-13.2873,0.04
