ID,Type,RA,Decl,I,V,V_I,P,T0,A,Ecc,Incl,Peri,Model,loc,sed_dist,sed_av,sed_av_err,sed_radius,sed_radius_err,sed_teff,sed_teff_err,sed_logg,sed_logg_err,sed_feh,sed_irslope,sed_chi2oN,Av_median,Av_minus_two_sigma,Av_plus_two_sigma,sed_L
OGLE-LMC-HB-0028,RG,04:55:08.93,-67:35:27.0,14.292,15.669,1.377,636.65,9517.1,0.028,0.494,56.5,3.0,1,LMC,49970.0,0.08550000000000003,0.37350326411890683,92.0697250142031,2.705332096695493,4221.131298067037,200.69607269264438,1.3675030464671856,0.6003415442191851,-0.7,0.006374893007054101,0.7348903213578801,0.225,0.08550000000000002,0.34199999999999997,2443.2500772661924
OGLE-LMC-HB-0029,RG,04:55:31.17,-72:35:18.9,14.872,16.631,1.759,433.04,9097.8,0.072,0.2954,69.2,96.6,1,LMC,49970.0,0.559239119589897,0.5727752823458306,79.56920671087506,2.539680573722771,4088.866599159403,283.51619140934247,0.44903038837082465,0.4269670264089572,-0.7,0.002582593545204028,1.2139340009734731,0.37125,0.16425,0.60075,1606.6475213539973
OGLE-LMC-HB-0030,MS,04:55:31.22,-69:28:05.5,16.516,16.656,0.14,395.067,9386.9,0.097,0.4619,35.15,35.4,0,LMC,49970.0,0.4553998476061154,0.1797753583027964,7.611649898724677,0.3200597756512951,12966.731095462303,1070.8660499772868,2.2267582976706337,412999.918635959,-0.7,0.15656137786816718,0.8214266416794171,0.261,0.004500000000000004,0.558,1486.9570074902779
OGLE-LMC-HB-0031,RG,04:55:44.26,-68:42:39.5,15.641,17.281,1.64,496.03,9267.5,0.045,0.3979,62.3,174.2,1,LMC,49970.0,0.135571109270186,0.6097673889193116,58.10335158269045,1.705688454239156,3999.999960313104,262.5146760609332,0.16987106210646338,0.5194043302596597,-0.7,0.011260047660987779,1.2828082095199107,0.39375,0.09224999999999996,0.7357499999999999,784.6231217472224
OGLE-LMC-HB-0032,MS,04:55:47.83,-69:28:09.0,13.965,13.923,-0.042,31.089595,9013.021,0.248,0.7434,89.9,90.0,0,LMC,49970.0,0.23859570185493517,0.10790294566203205,17.82406896572785,0.8211311921092794,18999.999963788534,2619.286061537066,2.2086209834635566,316613.57423631876,-0.7,0.01686551955039286,0.6729573583599919,0.2565,0.04050000000000001,0.5265,37587.79876461069
OGLE-LMC-HB-0033,RG,04:55:50.19,-70:01:55.1,15.544,17.149,1.605,622.84,9177.8,0.079,0.5506,88.5,70.5,1,LMC,49970.0,0.49049999999999994,0.4140879349771333,61.64712420889644,1.6590645714951884,4144.165663139756,214.0910854525855,2.0138999999990332,1.3764166227630732,-0.7,-0.0015235406716571276,1.006490743137672,0.2835,0.09899999999999999,0.4905,1017.6369336637505
OGLE-LMC-HB-0034,RG,04:55:56.62,-66:56:12.4,15.05,16.604,1.554,537.06,9385.5,0.033,0.445,59.9,36.5,1,LMC,49970.0,0.5129999950374122,0.35851944983079853,69.89994739761194,2.289470286720461,4282.900138619305,235.80339473307708,0.943837654356222,0.4734528508615223,-0.7,0.001981037159616783,1.8835471784778623,0.20249999999999999,0.0,0.513,1492.5341477371778
OGLE-LMC-HB-0035,RG,04:56:36.66,-72:20:49.8,15.512,17.03,1.518,242.594,9083.6,0.09,0.2296,52.2,68.1,1,LMC,49970.0,0.20768537470186116,0.3441304167289265,58.74342512129561,1.765344709391116,4062.281792455905,186.07625126953664,0.9999976756964463,0.41535120684755555,-0.7,0.004377247243454557,1.1210750092467539,0.36,0.207,0.495,853.1344907046508
OGLE-LMC-HB-0036,RG,04:56:43.27,-69:34:15.7,15.542,17.079,1.537,271.606,9080.9,0.056,0.2181,51.0,72.1,1,LMC,49970.0,0.6232499998944697,0.5482312416101744,55.17819037545348,1.9172608087226568,4308.012786611561,341.5336431269248,2.0945999999994913,1.3916802585124246,-0.7,-0.0070477787021286575,1.3300027239315786,0.33975,0.08774999999999998,0.6232500000000001,952.0540962398329
OGLE-LMC-HB-0037,RG,04:56:48.72,-70:21:19.9,15.462,16.939,1.477,392.56,9028.4,0.026,0.458,44.0,4.1,1,LMC,49970.0,0.5174999999999998,0.3535190677094603,58.249934994118355,1.687379163482688,4338.222169006679,223.71959367424174,2.0668999999999995,1.0844175412415338,-0.7,0.004153010977910435,1.3229573738708535,0.26549999999999996,0.08099999999999997,0.5175,1091.0805958763317
OGLE-LMC-HB-0038,MS,04:56:58.69,-66:23:22.3,15.375,15.368,-0.007,4.18476,9000.05,0.014,0.288,34.8,13.0,0,LMC,49970.0,0.4405461652602751,0.06882909052612111,9.422526052658432,0.32789810618436155,19595.362668349193,1678.660117270182,0.9074967631198996,177129.13998618288,-0.7,0.02405227023387892,1.1455882562507183,0.2385,0.0,0.6075,11884.111057690252
OGLE-LMC-HB-0039,RG,04:57:00.00,-69:19:56.1,14.914,16.301,1.387,356.35,9030.3,0.021,0.296,45.7,17.8,1,LMC,49970.0,2.8004711724679104e-17,0.32062063090792037,69.21892151052911,2.008211202761911,4172.557656186483,176.15465265436487,0.9720142528948168,0.4259572959073901,-0.7,0.003849448179939865,1.674176970691967,0.216,0.0,0.5175000000000001,1318.4929965331169
OGLE-LMC-HB-0040,RG,04:57:04.02,-70:57:40.6,15.628,17.099,1.471,327.99,9087.6,0.021,0.247,67.0,133.9,0,LMC,49970.0,0.32785651788946224,0.4019619295488957,51.42422902183271,1.609730066161976,4257.681738110804,255.75838392366904,1.5822547216475678,0.7826269323835922,-0.7,-0.00482694751212514,2.127698909525987,0.22725,0.0,0.50625,788.9457526438996
OGLE-LMC-HB-0041,RG,04:57:04.70,-72:16:49.8,14.373,15.932,1.559,354.75,9277.8,0.049,0.164,65.0,35.6,1,LMC,49970.0,0.10949560694546254,0.34583560767647326,99.69489636622109,3.025939789711999,4019.186654755054,188.1199637190265,0.8779588471141304,0.42217841478111395,-0.7,0.005164303769626667,1.1883483325567301,0.2925,0.07200000000000001,0.48150000000000004,2354.60108660238
OGLE-LMC-HB-0042,RG,04:57:10.25,-70:58:22.9,15.598,17.16,1.562,575.54,9472.2,0.039,0.502,56.2,59.4,1,LMC,49970.0,0.5062499999999999,0.3717885087966928,55.24465921789132,1.6224779727465548,4264.477550372867,235.3173416555745,2.0940999999999996,1.0996067692689053,-0.7,0.026381285501115674,2.549907732276677,0.22725,0.0,0.50625,916.3528029134146
OGLE-LMC-HB-0043,MS,04:57:17.07,-69:40:01.4,16.231,16.197,-0.034,8.54268,9003.64,0.022,0.44,42.6,127.3,0,LMC,49970.0,0.5017499999999999,0.11739169791353615,6.719083727033185,0.39821613718284493,18603.791162066962,1959.730581767307,0.3919413046631801,157866.46751181144,-0.7,0.016991809934972676,3.3333397835103282,0.28575,0.06975,0.50175,4909.584207395189
OGLE-LMC-HB-0044,RG,04:57:18.38,-69:19:16.6,15.056,16.631,1.575,694.34,9163.3,0.033,0.511,63.0,139.0,1,LMC,49970.0,0.2560720068289096,0.587667415902623,73.18067479546455,2.3378373973147832,4090.5923809473034,292.16012614817976,7.93675630587375e-13,0.43145980522141103,-0.7,0.0007935885025562925,0.6752114615760815,0.2475,0.009000000000000008,0.4815,1361.308087947234
OGLE-LMC-HB-0045,MS,04:57:26.09,-69:26:26.3,15.876,15.832,-0.044,4.788411,9001.224,0.022,0.29,52.9,6.0,0,LMC,49970.0,0.25428337556672415,0.07104816746029483,7.178276083038111,0.27093529399931493,19309.71319141892,1696.8681221891684,2.2676786717040485,365202.28168902267,-0.7,-0.01629354903342238,0.5351035478792099,0.37125,0.13725000000000004,0.6592500000000001,6503.72834769973
OGLE-LMC-HB-0046,MS,04:57:49.48,-70:12:15.5,14.102,14.195,0.093,43.5187,9028.8,0.076,0.421,19.0,77.8,1,LMC,49970.0,1.6593100129419437e-05,0.20486528263967865,17.258724726520427,1.6255069194120915,13999.999991760385,2765.847275799848,1.1384801431487475,269982.52637951414,-0.7,0.0818958112529532,2.328167423786859,0.19125,0.0,0.42075,10388.392027448444
OGLE-LMC-HB-0047,RG,04:57:51.99,-69:38:22.0,15.817,17.34,1.523,322.17,9101.1,0.032,0.186,89.9,127.7,1,LMC,49970.0,0.08492288269218969,0.43708881108342545,50.7663638573275,1.3816104814404349,4040.1514397018086,226.71889378417964,2.121999999999862,1.3126798576019045,-0.7,0.0009486487112286768,1.7527662244361684,0.29475,0.07875000000000001,0.47925000000000006,623.3923644917473
OGLE-LMC-HB-0048,RG,04:58:18.44,-72:53:06.7,15.061,16.83,1.769,444.5,9043.6,0.075,0.3103,60.4,13.1,1,LMC,49970.0,0.07425000000032037,0.5916553314534609,81.06439206629084,2.390019010443641,3790.112333308722,240.0790393375483,1.7289299600125676e-26,0.38149190196627003,-0.7,0.007100883450864307,6.66244384812691,0.30825,0.07425000000000004,0.47475000000000006,1231.083110109801
OGLE-LMC-HB-0049,RG,04:58:30.60,-70:44:55.8,16.122,17.464,1.342,394.2,9128.8,0.024,0.44,58.3,28.8,1,LMC,49970.0,0.17515739055058482,0.40856741303146193,47.829808110720855,1.3945735243223258,4205.013983401633,213.3290162491627,1.2140505334474494,0.6397079245438044,-0.7,0.0026342072960885746,3.517917871707434,0.20925,0.029249999999999995,0.43425,649.3604579368456
OGLE-LMC-HB-0050,MS,04:59:00.97,-69:09:44.4,17.114,17.735,0.621,12.88226,9001.284,0.111,0.2045,81.0,25.3,0,LMC,49970.0,0.41060388620970917,0.5800757189500088,11.062475552315089,0.7195126609347611,6499.99997934791,1002.0525837741712,2.0036084303440114,1.0881293863128763,-0.7,0.019430799738300853,0.9312764825414466,0.2835,0.0,0.6300000000000001,198.32472178706155
OGLE-LMC-HB-0051,RG,04:59:44.84,-69:48:18.4,15.349,16.61,1.261,342.273,9221.0,0.05,0.3072,55.0,4.8,1,LMC,49970.0,0.422999999999789,0.3932285324035675,63.890823363347465,1.9168667789379463,4353.308248731187,246.89585598955688,2.0108999999999995,1.206732456292832,-0.7,0.03371791299784269,6.267508964348306,0.2475,0.05400000000000002,0.423,1330.9858353346028
OGLE-LMC-HB-0052,RG,04:59:45.09,-68:21:17.1,15.984,17.364,1.38,209.46,9061.3,0.024,0.283,31.0,158.7,1,LMC,49970.0,3.3858350485928095e-14,0.559475729071067,39.28278268999865,1.2217188783779405,4215.297595671601,279.28869474675207,0.3475670586797491,0.41484993835039974,-0.7,0.007707096723500635,4.943128976978848,0.3645,0.0,0.7425,442.31965373082653
OGLE-LMC-HB-0053,RG,04:59:46.64,-70:29:48.1,14.374,15.986,1.612,615.11,9551.1,0.039,0.454,50.3,46.6,1,LMC,49970.0,0.42074999999695456,0.3020453521843003,97.90699132999698,2.6027243360774777,4130.316179578759,164.44687148860027,1.7144999997361403,0.8857214242336937,-0.7,0.001320839493836185,1.6945932787343174,0.15974999999999998,0.0,0.42075,2532.6745659086487
OGLE-LMC-HB-0054,RG,04:59:52.29,-69:14:19.8,15.928,17.306,1.378,251.51,9114.85,0.032,0.688,27.9,84.3,0,LMC,49970.0,6.020429460473512e-12,0.4204444092605061,44.63271771475986,1.3542980835853293,4117.1644151542,220.96858874384824,0.9680009127329335,0.4643610765471379,-0.7,-0.002499775207336457,0.553773403305098,0.23174999999999998,0.0,0.53325,519.6588058620077
OGLE-LMC-HB-0055,RG,05:00:22.48,-70:07:38.1,16.057,17.371,1.314,197.296,9175.2,0.032,0.303,31.6,155.8,1,LMC,49970.0,0.352062294916009,0.37655716541313655,37.72414778254698,1.2595950935893188,4500.0001941268165,281.8840073405388,2.358699997776824,1.069416187461112,-0.7,0.001764353544882135,1.6094876247062937,0.189,0.0,0.39149999999999996,529.7949202177409
OGLE-LMC-HB-0056,RG,05:00:22.72,-69:20:34.9,16.517,17.988,1.471,191.79,9097.6,0.044,0.237,59.7,133.7,1,LMC,49970.0,0.5264999999994999,0.460601422831404,47.52073775059543,1.3448461939786418,4211.88154203553,234.99131234563313,2.1976999999989,1.5906655114734825,-0.7,0.06870785059594939,8.229878746682212,0.2565,0.0,0.5265,645.1931185088794
OGLE-LMC-HB-0057,RG,05:00:36.25,-68:53:36.8,14.161,15.674,1.513,302.521,9184.4,0.057,0.153,66.1,128.6,1,LMC,49970.0,1.9837057865077175e-15,0.28842536382423567,108.76531817540372,2.8981171622128605,4053.859794631458,155.12930262320987,0.25354682561029807,0.3280705775818638,-0.7,0.013288716095009288,1.8760965404945036,0.2205,0.0,0.45,2900.5112290635066
OGLE-LMC-HB-0058,RG,05:00:41.87,-67:57:49.6,15.889,17.404,1.515,209.448,9029.1,0.047,0.1527,76.9,107.6,1,LMC,49970.0,0.6682499999999955,0.39207012468516256,47.403934926735324,1.4950396707569038,4304.709207551491,248.43598414239165,2.1941999999994657,1.1962794755026875,-0.7,0.005663962139451866,3.9555846825195817,0.25425000000000003,0.0,0.66825,700.5237250030758
OGLE-LMC-HB-0059,RG,05:00:53.23,-68:44:41.0,15.399,16.821,1.422,419.66,9386.2,0.025,0.407,62.7,129.0,1,LMC,49970.0,0.2706647859469286,0.37655736232411885,59.20812793307884,1.7189057476525071,4240.63511615676,202.1680303179395,1.4999999012056504,0.5681512865904955,-0.7,0.003116116607864097,0.8863069851052318,0.19799999999999998,0.0,0.38699999999999996,1029.2125314938226
OGLE-LMC-HB-0060,RG,05:01:40.52,-68:38:40.7,15.107,16.64,1.533,320.85,9136.74,0.088,0.2758,56.19,152.8,1,LMC,49970.0,0.47025,0.3754423150605391,68.97662350945926,2.1453706147224385,4298.601834388824,241.0429005247523,1.9562999999999997,0.7448196798633129,-0.7,-0.0019653165965708977,2.560849946679572,0.20925,0.0,0.47025000000000006,1474.7945571951357
OGLE-LMC-HB-0061,RG,05:01:43.68,-70:04:38.0,15.324,16.933,1.609,327.868,9124.7,0.044,0.268,32.86,167.2,1,LMC,49970.0,0.43649999999964467,0.39330849411614865,64.8838726790827,1.8456138634944343,4136.780666439518,210.9722926329069,1.9769999999959154,0.8379871401522965,-0.7,0.008245196625201975,1.722616862296815,0.23399999999999999,0.004500000000000004,0.4365,1119.2891448320713
OGLE-LMC-HB-0062,RG,05:01:46.92,-67:29:16.3,16.024,17.383,1.359,239.03,9059.4,0.023,0.305,50.9,141.1,1,LMC,49970.0,0.018886174270233317,0.36405282780696263,39.3981168721879,1.2087466269273304,4305.630623912776,232.0606699657314,2.3155999999999994,1.0895884165443992,-0.7,0.0005621077058490885,2.5103348601345865,0.20475,0.0,0.51075,484.302588868185
OGLE-LMC-HB-0063,RG,05:01:50.19,-66:42:49.5,15.021,16.652,1.631,380.97,9285.9,0.045,0.2471,61.0,93.8,1,LMC,49970.0,0.5399999999999999,0.39819821520016174,75.43884980360863,2.1576572257668905,4130.873302814761,212.16941983863578,1.8869999999988758,0.8308556160459418,-0.7,-0.002712140282280695,1.2456750040177522,0.18,0.0,0.54,1504.4452979965647
OGLE-LMC-HB-0064,RG,05:02:20.98,-69:39:23.1,15.058,16.808,1.75,526.11,9019.3,0.042,0.3658,77.0,79.5,1,LMC,49970.0,0.40688060893455463,0.5483619151668747,79.44799470611451,2.3970923130170663,3987.0371003715927,232.55151318614517,1.4999995827449715,0.6320695935998144,-0.7,-0.006694194527120625,2.1837853167926733,0.28575,0.11925000000000001,0.40725,1448.057383187741
OGLE-LMC-HB-0065,RG,05:02:33.12,-72:17:12.8,15.754,17.244,1.49,255.375,9106.5,0.093,0.2934,68.3,64.3,1,LMC,49970.0,0.47474999999999545,0.4015979323286167,49.65053287652834,1.3563001170399491,4246.451773155783,208.62830863500557,2.1582999999985057,1.4035411597568732,-0.7,0.0017975683184531079,0.8172398167301289,0.26325000000000004,0.047250000000000014,0.47475000000000006,727.7318745970548
OGLE-LMC-HB-0066,RG,05:02:37.66,-69:08:41.6,14.992,16.737,1.745,532.15,9098.0,0.038,0.1533,58.4,45.4,1,LMC,49970.0,0.5815267988849703,0.4094086193720722,79.59596554510806,2.435390455872946,4126.043074442482,220.23398970999253,1.428071258945286,0.595052338334713,-0.7,0.009409400766846538,2.2924187479147173,0.28575,0.029249999999999995,0.60075,1667.001250771282
OGLE-LMC-HB-0067,RG,05:02:52.67,-67:28:21.6,15.245,16.753,1.508,371.78,9269.4,0.025,0.162,64.0,60.5,1,LMC,49970.0,0.12666335783621455,0.3416601992654565,63.315748647783685,1.9113062672740075,4089.532906399344,186.4423860570767,0.8616173294960497,0.4329601265090687,-0.7,0.009561224121999109,0.7012156696070718,0.19799999999999998,0.0,0.40049999999999997,1017.9749845022101
OGLE-LMC-HB-0068,RG,05:02:53.87,-69:56:53.4,15.546,17.143,1.597,315.48,9315.3,0.018,0.119,63.0,63.0,1,LMC,49970.0,1.270658943959869e-15,0.5555231256447484,59.835099634558546,2.0122862408925872,4009.1137904710063,288.6153063466892,1.4204269816349695,0.7021686091359388,-0.7,-0.0019072437328922528,1.9006273564716036,0.207,0.0,0.432,839.7003878995822
OGLE-LMC-HB-0069,RG,05:02:55.48,-68:31:42.6,16.519,18.207,1.688,178.123,9157.61,0.087,0.2443,68.7,111.0,1,LMC,49970.0,0.6884999999994692,0.558618707970944,40.644099980643546,1.2103595888748928,4233.840630025631,285.9556094478565,2.285899999999999,1.691425339091383,-0.7,0.025117103074893926,6.04000265663462,0.26549999999999996,0.0,0.6885,481.8943473830859
OGLE-LMC-HB-0070,MS,05:03:06.92,-70:40:39.6,14.278,14.336,0.058,27.82349,9024.01,0.089,0.4761,28.89,89.48,0,LMC,49970.0,0.04050030015802684,0.1571070639952454,17.913347733767164,1.2941353046793536,14000.000804463885,1993.489942631165,0.49893398414209056,275010.73236752563,-0.7,0.077266880458746,2.1003934227044208,0.29700000000000004,0.04050000000000001,0.6120000000000001,11191.403141221836
OGLE-LMC-HB-0071,MS,05:03:10.35,-68:38:36.2,14.648,14.486,-0.162,6.214827,9002.333,0.023,0.163,33.8,7.8,1,LMC,49970.0,1.1499845529961222e-14,1.9525483641240307,12.438714356201407,9.55014571255531,19437.370447408255,39406.7637204507,2.999999999999952,14.84254182214436,-0.7,0.06757139125476494,1.3693649416318854,0.19799999999999998,0.0,0.39599999999999996,20050.251350854338
OGLE-LMC-HB-0072,MS,05:03:17.62,-67:03:33.2,15.379,15.193,-0.186,4.57968,9002.627,0.019,0.365,40.5,19.0,0,LMC,49970.0,1.9714625423399452e-32,0.15846037884589928,7.572744097082779,0.5123341037442168,21752.872281563687,2603.146350925596,0.6537427656177847,173325.68222664946,-0.7,0.03246438331985252,0.8825822353805346,0.19349999999999998,0.0,0.5489999999999999,11657.133950395668
OGLE-LMC-HB-0073,RG,05:03:25.55,-71:56:42.2,16.012,17.343,1.331,202.15,9118.9,0.027,0.222,60.0,37.3,1,LMC,49970.0,0.28847698982205694,0.36252876669516326,37.77482534752267,1.128672787358029,4436.902924808357,229.48829716294702,2.3443999999999994,1.0991066389564677,-0.7,0.005971465097981929,1.8557411698121058,0.21825,0.07425000000000001,0.34425,502.04589730822937
OGLE-LMC-HB-0074,RG,05:03:41.43,-69:21:04.6,15.852,17.254,1.402,694.8,9631.8,0.027,0.633,65.0,87.9,1,LMC,49970.0,0.06404469702712068,0.4134960517273271,45.017884338179414,1.207933392002528,4232.094149831489,213.85630162747745,2.0000011236695974,1.2109960373663247,-0.7,0.015584173813240464,3.204516501710627,0.16199999999999998,0.0,0.4545,590.2149824550896
OGLE-LMC-HB-0075,RG,05:03:53.56,-70:40:11.0,15.265,16.896,1.631,474.313,9119.34,0.121,0.4174,72.1,111.9,1,LMC,49970.0,0.47025,0.40127842184383716,64.21903775585733,1.848491320939508,4138.076114804326,213.3373145096429,1.5059660593123059,0.8506647630676772,-0.7,0.0009556470466447539,1.2504417439674471,0.21375,0.0,0.47025000000000006,1097.8430868973023
OGLE-LMC-HB-0076,RG,05:04:23.12,-70:22:21.9,14.697,16.0,1.303,376.77,9253.3,0.021,0.433,65.4,130.9,1,LMC,49970.0,0.3509999999999999,0.292202031793313,67.19201479414188,1.877951216166939,4451.993277606429,181.96284969335846,0.3731287529870308,0.40166300899977897,-0.7,0.017292439983903035,2.035031901639589,0.14400000000000002,0.0,0.351,1610.1714137787953
OGLE-LMC-HB-0077,RG,05:04:41.81,-65:13:53.1,15.864,17.111,1.247,312.87,9307.7,0.013,0.297,49.0,19.0,0,LMC,49970.0,0.1611726877641284,0.3454357385146656,39.12266045853628,1.187335486427972,4430.010574170818,219.9234968982271,2.3189999999999995,1.088321223947026,-0.7,0.011942784338376028,0.8020515172713316,0.15750000000000003,0.0,0.47250000000000003,535.1734958885975
OGLE-LMC-HB-0078,RG,05:04:45.51,-69:15:08.5,13.838,15.356,1.518,661.15,9477.7,0.018,0.39,61.5,123.4,1,LMC,49970.0,0.41568016994301404,0.3342187970516784,117.42636707980725,3.526384848133602,4250.000005695034,214.61024305242069,1.3895104817976998,0.48556457162465005,-0.7,0.0016513794846143063,1.2024195020118267,0.22275,0.0,0.50625,4084.1883034947455
OGLE-LMC-HB-0079,RG,05:04:46.85,-70:17:59.2,15.807,17.183,1.376,251.427,9028.9,0.045,0.374,70.5,119.1,1,LMC,49970.0,0.3577499999999338,0.36818987052005364,41.67297341869795,1.2203958684664102,4400.84873283941,232.2989075245582,2.2846999997033905,1.0971244203202686,-0.7,-0.011767810516628705,1.8638788137054263,0.17325,0.0,0.35775,591.3893882335743
OGLE-LMC-HB-0080,RG,05:04:50.24,-72:01:33.5,13.871,15.26,1.389,811.8,9491.7,0.052,0.473,74.3,94.8,0,LMC,49970.0,0.40049999999855906,0.3257481040150677,114.15442378420187,3.356549429168064,4380.621369949592,208.36451336560995,1.6387999999959646,0.681125497988611,-0.7,0.014445429721580989,1.9966203690224826,0.2115,0.053999999999999986,0.40049999999999997,4356.594581615689
OGLE-LMC-HB-0081,RG,05:04:50.65,-71:52:05.2,15.872,17.367,1.495,682.6,9010.1,0.044,0.533,89.5,123.1,1,LMC,49970.0,0.15439235063019405,0.5395217259279905,46.65852955480248,1.4640330951314817,4119.072518677505,271.67672565563385,0.7223047946002722,0.5143012531598691,-0.7,-0.0008159754065263094,0.5671418078418651,0.23625,0.029249999999999995,0.43425,568.9559357794177
OGLE-LMC-HB-0082,RG,05:05:05.46,-70:15:27.1,15.086,16.584,1.498,449.24,9047.9,0.024,0.204,70.6,24.1,1,LMC,49970.0,0.3712499999999999,0.38524983021288234,66.36026671595103,1.9186542560571425,4166.005043585194,206.46991268789262,1.5919526867107043,0.8505272314782669,-0.7,0.006946556964453569,3.718597913943028,0.17325,0.0,0.37124999999999997,1204.2431818880407
OGLE-LMC-HB-0083,RG,05:05:09.12,-68:48:36.1,14.37,15.572,1.202,205.453,9072.3,0.065,0.175,62.4,60.0,1,LMC,49970.0,0.4634999999998542,0.39131460224613807,75.27971476430395,2.681403418961931,4835.4033417924675,336.153348283984,1.9545999999999375,0.9062493159416263,-0.7,0.00998193310759651,3.637360775646131,0.18,0.0,0.4635,2812.584245510639
OGLE-LMC-HB-0084,MS,05:06:07.24,-68:05:59.7,14.546,14.635,0.089,61.1213,9003.57,0.044,0.437,19.6,1.0,1,LMC,49970.0,0.7204887483688753,0.06481976457110383,10.996314623241195,0.33305621109135697,26434.7460615135,1671.3996189124312,8.541813262333275e-07,235333.75494139237,-0.7,0.10696333446576618,0.5594391222766069,0.27,0.0,0.8235,53606.03315219883
OGLE-LMC-HB-0085,RG,05:06:09.64,-67:12:04.5,15.514,16.767,1.253,227.618,9110.5,0.035,0.224,58.5,77.8,1,LMC,49970.0,0.35999999999999815,0.3705282029673989,44.69202266606524,1.5291708760012435,4673.231236047651,277.7395662053501,2.2682999999999995,1.1655568202846827,-0.7,-0.00306875692999248,2.7655981700423253,0.20249999999999999,0.01349999999999998,0.36,864.8641374856729
OGLE-LMC-HB-0086,RG,05:06:09.94,-68:31:52.8,15.63,17.145,1.515,318.22,9213.3,0.024,0.152,72.0,37.9,1,LMC,49970.0,8.347223235016367e-16,0.4399966791584636,52.68486419967803,1.5975541770773802,4029.4763436468065,228.17350904576656,0.5689174025590952,0.46708052964631114,-0.7,-0.0066838223874157,1.526372629934201,0.30825,0.0,0.76725,664.3316698457606
OGLE-LMC-HB-0087,RG,05:06:10.89,-69:50:33.8,15.141,16.897,1.756,394.19,9092.2,0.045,0.18,46.5,15.5,1,LMC,49970.0,0.5557499999999999,0.5567208337374592,74.66541862222071,2.2972813466975213,4030.121864076427,287.18267674267287,1.8820999999999999,0.9961998210747586,-0.7,0.0009727298703452421,1.4891872409424738,0.32175,0.10574999999999997,0.55575,1335.1513777398623
OGLE-LMC-HB-0088,RG,05:06:16.12,-71:05:16.7,15.107,16.622,1.515,278.188,9064.7,0.033,0.246,52.3,65.0,1,LMC,49970.0,0.3037499999999875,0.3838080072199617,66.15763135633082,1.9009335803685763,4177.027436514809,205.41190210623742,1.6526296072246285,0.8418732922264427,-0.7,0.009877127660865388,1.1552319387803298,0.19574999999999998,0.06524999999999997,0.30375,1209.6173068745497
OGLE-LMC-HB-0089,RG,05:06:16.88,-71:14:56.7,15.722,17.176,1.454,300.313,9238.7,0.06,0.283,68.8,121.2,1,LMC,49970.0,0.4077210572167844,0.3959602966169343,46.969947453834195,1.4106812078345128,4358.7519415629,249.2022094141164,2.1950999999999996,1.1356029413712108,-0.7,0.013257272608159152,1.5704773967297965,0.23399999999999999,0.0,0.4365,722.9488126948206
OGLE-LMC-HB-0090,RG,05:06:17.37,-69:39:33.6,15.815,17.273,1.458,241.919,9024.4,0.028,0.1217,66.0,121.5,1,LMC,49970.0,0.2344827158870147,0.5473843480848299,44.673585358379924,1.5523760500517314,4250.000397935678,341.27409318832633,2.1097721430613907,1.3480120684151915,-0.7,0.0010955438686544973,2.80733542307949,0.24975,0.01125000000000001,0.48825,591.1208602385306
OGLE-LMC-HB-0091,RG,05:06:32.15,-71:01:22.3,15.436,16.853,1.417,302.97,9213.5,0.02,0.19,62.0,4.7,1,LMC,49970.0,0.36449999999951593,0.35217910845792944,52.207031389999614,1.5347460217914777,4355.523751471978,223.98056311977658,2.1363999999924377,1.1292220836753468,-0.7,0.004053720355071658,1.3632091543202178,0.216,0.004500000000000004,0.3645,890.5090310127239
OGLE-LMC-HB-0092,RG,05:06:33.51,-69:57:20.6,15.571,17.153,1.582,478.94,9284.6,0.04,0.412,68.1,91.9,1,LMC,49970.0,0.2042127124790789,0.4164885941429182,56.55831866803246,1.5191007438622606,4104.8461343969175,216.14929078029206,2.0735999999999697,1.2717750791268427,-0.7,0.007141693862617209,5.352287551613772,0.26549999999999996,0.05849999999999999,0.4905,824.5163968730204
OGLE-LMC-HB-0093,MS,05:06:37.31,-70:33:48.4,14.131,14.253,0.122,19.88353,9010.56,0.035,0.349,13.6,112.0,1,LMC,49970.0,1.5429966273901015e-32,0.15262180941828365,17.58760937859327,1.222474754917796,14658.149584672603,1994.2514880734166,1.8079879607285159,490360.2019903822,-0.7,0.09155237221060919,3.1129866294159414,0.216,0.0,0.4455,12964.2979846095
OGLE-LMC-HB-0094,RG,05:06:41.30,-69:06:04.1,14.828,16.265,1.437,238.307,9009.5,0.041,0.2467,51.6,36.1,1,LMC,49970.0,0.11842951830088069,0.3328471198665477,71.32571292483347,2.1328691735439542,4222.029739777443,181.96165948113673,0.6806248702025428,0.45261966205597154,-0.7,-0.0006514603871176147,4.475406482683249,0.243,0.0,0.5535,1467.5610604628696
OGLE-LMC-HB-0095,RG,05:06:45.95,-68:34:09.0,15.863,17.61,1.747,289.612,9253.2,0.058,0.2937,70.3,169.0,1,LMC,49970.0,0.6929999999999998,0.47199458807406164,56.02478496541343,1.569464397550285,4051.436405911337,242.90441060538322,2.0628999999999995,1.7155639245635552,-0.7,-8.60337565322785e-06,1.3259693115259945,0.2925,0.0,0.693,767.7419769404877
