sed_filter,la,width,flux,eflux
Johnson.U,3531,309.0,-11.7468,0.04
Johnson.B,4442.03,445.0,-11.3565,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-11.4763,0.04
Johnson.V,5537.05,409.0,-11.5053,0.04
GAIA.GAIA3.G,5822.34,2026.0,-11.5471,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.6065,0.04
Cousins.I,7885.95,475.0,-11.6065,0.04
Johnson.J,12500.2,1500.0,-11.9091,0.04
Johnson.H,16300.2,1000.0,-12.1499,0.04
Johnson.K,21900.2,2700.0,-12.4571,0.04
WISE.W1,33500.1,3300.0,-12.6451,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-12.7924,0.043202067648071205
Spitzer.IRAC.4.5,44930.2,5100.0,-13.4656,0.07957832005022578
