sed_filter,la,width,flux,eflux
Johnson.B,4442.03,445.0,-12.6752,0.06798859497458959
GAIA.GAIA3.Gbp,5035.99,1079.0,-12.4945,0.04
Johnson.V,5537.05,409.0,-12.3628,0.04
GAIA.GAIA3.G,5822.34,2026.0,-11.9478,0.04
SDSS.r,6246.98,631.0,-12.1515,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.6908,0.04
SDSS.i,7634.91,645.0,-11.668,0.04
Cousins.I,7885.95,475.0,-11.7108,0.04
SDSS.z,9017.94,663.0,-11.524,0.04
2MASS.J,12390.2,750.0,-11.2545,0.04
Johnson.J,12500.2,1500.0,-11.2679,0.04
Johnson.H,16300.2,1000.0,-11.0929,0.04
2MASS.H,16494.8,1200.0,-11.102,0.04
2MASS.Ks,21637.9,1250.0,-11.252,0.04
Johnson.K,21900.2,2700.0,-11.2804,0.04
WISE.W1,33500.1,3300.0,-11.7198,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-11.7724,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-12.115,0.04
WISE.W2,46000.2,5200.0,-12.1329,0.04
WISE.W3,115598,27550.0,-12.2961,0.04
