sed_filter,la,width,flux,eflux
Cousins.U,3500.2,319.0,-10.7288,0.04
SDSS.u,3519.02,277.0,-10.7372,0.04
Johnson.U,3531,309.0,-10.7447,0.04
Cousins.B,4359.98,464.0,-10.7898,0.04
Johnson.B,4442.03,445.0,-10.8147,0.04
SDSS.g,4819.97,622.0,-10.8579,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-10.9242,0.04
Cousins.V,5469.67,421.0,-10.9893,0.04
Johnson.V,5537.05,409.0,-11.0789,0.05922198073004757
GAIA.GAIA3.G,5822.34,2026.0,-11.0452,0.04
SDSS.r,6246.98,631.0,-11.0859,0.04
Cousins.R,6468.99,648.0,-11.1354,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.2912,0.04
SDSS.i,7634.91,645.0,-11.3529,0.04
Cousins.I,7885.95,475.0,-11.4114,0.04
SDSS.z,9017.94,663.0,-11.5173,0.04
2MASS.J,12390.2,750.0,-11.8454,0.04048507780029218
Johnson.J,12500.2,1500.0,-11.8412,0.04118932762628338
Johnson.H,16300.2,1000.0,-12.4923,0.04
2MASS.H,16494.8,1200.0,-12.495,0.04
2MASS.Ks,21637.9,1250.0,-12.4967,0.06986476906538157
Johnson.K,21900.2,2700.0,-12.4211,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-13.0884,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-13.3582,0.04
