sed_filter,la,width,flux,eflux
Cousins.U,3500.2,319.0,-11.1675,0.04
SDSS.u,3519.02,277.0,-11.2075,0.04
Johnson.U,3531,309.0,-11.1784,0.04
Cousins.B,4359.98,464.0,-11.0692,0.04
Johnson.B,4442.03,445.0,-11.0739,0.05558969277359048
SDSS.g,4819.97,622.0,-11.1234,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-11.1878,0.04
Cousins.V,5469.67,421.0,-11.2237,0.04
Johnson.V,5537.05,409.0,-11.1525,0.06013308201069632
GAIA.GAIA3.G,5822.34,2026.0,-11.2712,0.04
SDSS.r,6246.98,631.0,-11.2935,0.04
Cousins.R,6468.99,648.0,-11.3366,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.4572,0.04
SDSS.i,7634.91,645.0,-11.4745,0.04
Cousins.I,7885.95,475.0,-11.5651,0.04
SDSS.z,9017.94,663.0,-11.5929,0.04
2MASS.J,12390.2,750.0,-11.8232,0.04056212585473402
Johnson.J,12500.2,1500.0,-11.8291,0.04
Johnson.H,16300.2,1000.0,-12.1142,0.04
2MASS.H,16494.8,1200.0,-11.9323,0.049981015897064426
2MASS.Ks,21637.9,1250.0,-12.4319,0.04
Johnson.K,21900.2,2700.0,-12.4291,0.04
WISE.W1,33500.1,3300.0,-12.9277,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-12.9211,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-13.1304,0.04
WISE.W2,46000.2,5200.0,-13.3554,0.04
