ID,Type,RA,Decl,I,V,V_I,P,T0,A,Ecc,Incl,Peri,Model,loc,sed_dist,sed_av,sed_radius,sed_teff,sed_logg,sed_feh,sed_irslope,sed_chi2oN,Av_median,Av_minus_two_sigma,Av_plus_two_sigma,sed_L
OGLE-LMC-HB-0015,RG,04:51:21.68,-67:13:16.2,15.238,16.618,1.38,311.75,9257.2,0.028,0.191,66.0,47.3,1,LMC,49970.000999675365,0.39218263076689636,57.809965651865966,4404.607062722164,2.080299963090891,-0.7,0.0019915082315531078,1.7163257899888418,0.21825,0.0,0.52875,1141.9652560823774
OGLE-LMC-HB-0016,RG,04:51:51.22,-69:43:14.1,15.207,16.232,1.025,128.69,9086.4,0.023,0.2,76.8,32.7,1,LMC,49970.000611697156,0.06975000000232912,42.23077055331852,4772.188013586516,0.5812555040415682,-0.7,0.012073440370514815,3.1618653857451973,0.41625,0.06975,0.9157500000000001,839.7441336245477
OGLE-LMC-HB-0017,MS,04:51:55.92,-69:23:34.4,16.258,16.17,-0.088,19.72612,9004.111,0.093,0.176,17.31,9.4,1,LMC,49970.000792531835,0.4549601521497201,4.471705668860901,30999.998339681595,0.050680911743591864,-0.7,0.12996733299702087,1.253391237385258,0.3015,0.009000000000000008,0.675,16765.32155618944
OGLE-LMC-HB-0018,RG,04:52:05.62,-66:48:36.0,14.975,16.558,1.583,577.86,9165.2,0.052,0.3787,53.1,173.4,1,LMC,49969.99944933384,0.5640012685024319,75.80169887328552,4200.623818310015,0.8125030326503248,-0.7,0.012714997835541099,1.1183252106461745,0.23399999999999999,0.0,0.5985,1624.1712755444457
OGLE-LMC-HB-0019,RG,04:52:13.16,-69:33:03.2,15.487,17.067,1.58,547.52,9326.2,0.022,0.447,60.1,102.2,1,LMC,49970.00026198741,0.6682499999947585,59.37618451232338,4302.265239338209,1.9622804028073306,-0.7,0.009638230974463449,1.7966239671815025,0.34425,0.051749999999999984,0.66825,1096.5592037066876
OGLE-LMC-HB-0020,RG,04:52:23.88,-68:21:54.5,12.874,14.222,1.348,415.377,9386.91,0.263,0.0191,12.7,45.88,0,LMC,49969.99911823758,0.59625,144.43976603857578,4857.31070197594,1.5407999999999997,-0.7,0.06658915375762624,6.832768650770421,0.24075,0.0,0.5962500000000001,10543.2832670026
OGLE-LMC-HB-0021,RG,04:52:34.35,-68:50:33.6,15.204,16.891,1.687,402.65,9126.1,0.021,0.131,43.3,171.5,1,LMC,49970.000072443414,0.6839999999951059,69.87506825543015,4171.168473112546,0.6237340623595758,-0.7,0.009558546046161142,1.0598591110584816,0.3465,0.09449999999999999,0.6839999999999999,1341.8198131031602
OGLE-LMC-HB-0022,RG,04:53:26.93,-66:33:57.6,15.025,16.777,1.752,370.7,9249.8,0.085,0.2967,54.2,100.2,1,LMC,49970.00003087736,0.5602499999989389,78.24359253059154,4070.6851407479407,1.8505999999958935,-0.7,0.0012058426386969629,2.295739023557365,0.20925,0.0,0.56025,1526.1119667072724
OGLE-LMC-HB-0023,RG,04:54:02.31,-68:07:15.7,16.226,17.718,1.492,237.91,9078.9,0.026,0.193,73.6,104.8,1,LMC,49969.999345580116,0.33324027317952704,40.853018145547885,4227.107005438965,1.9586835833160734,-0.7,-0.004317755888025197,1.6215543214946986,0.279,0.04500000000000001,0.567,483.77123942062514
OGLE-LMC-HB-0024,RG,04:54:43.85,-69:04:56.8,15.598,17.149,1.551,222.295,9039.1,0.035,0.289,44.9,144.9,1,LMC,49970.000569152166,0.6479999999990358,52.57082973604079,4300.725484010873,0.16612315544416675,-0.7,0.009517855559015463,5.94805439757141,0.3015,0.04500000000000001,0.6480000000000001,858.3715946872477
OGLE-LMC-HB-0025,RG,04:54:45.50,-66:21:12.6,14.43,16.162,1.732,578.54,9125.9,0.057,0.371,74.6,75.6,1,LMC,49969.99988986157,5.098384926125384e-12,96.74380372930881,3992.8796479931393,0.4668665863176379,-0.7,0.014323916160504496,0.39044633670814555,0.32849999999999996,0.0,0.9585000000000001,2159.782324021217
OGLE-LMC-HB-0026,RG,04:54:55.57,-70:45:26.6,13.916,15.416,1.5,700.0,9470.9,0.021,0.407,45.5,17.3,0,LMC,49970.00005568841,0.6097499999999878,118.01500679003597,4452.34201350316,1.6312999999999998,-0.7,0.00025239314161248986,2.3648148864510703,0.27225,0.04275000000000001,0.60975,4968.752082274913
OGLE-LMC-HB-0027,MS,04:54:58.19,-67:38:02.0,16.177,16.108,-0.069,6.451445,9004.756,0.028,0.328,48.2,59.9,0,LMC,49969.99999510062,0.008999999999999979,7.161840756319931,14173.657134863315,1.8304678852787075,-0.7,-0.018432939855532512,1.372998043464481,0.23399999999999999,0.008999999999999977,0.46799999999999997,1879.2986276698546
OGLE-LMC-HB-0028,RG,04:55:08.93,-67:35:27.0,14.292,15.669,1.377,636.65,9517.1,0.028,0.494,56.5,3.0,1,LMC,49969.9999301851,0.14548923359661212,91.95110198440288,4250.000164068226,1.6761828036782247,-0.7,0.005589674199394412,0.7584953118995579,0.225,0.08550000000000002,0.34199999999999997,2504.312082556182
OGLE-LMC-HB-0029,RG,04:55:31.17,-72:35:18.9,14.872,16.631,1.759,433.04,9097.8,0.072,0.2954,69.2,96.6,1,LMC,49969.99998671693,0.5589119989549357,79.57028567443001,4088.694732133962,0.4487770371333296,-0.7,0.0025652622428855927,1.213662328891543,0.37125,0.16425,0.60075,1606.4209754593364
OGLE-LMC-HB-0030,MS,04:55:31.22,-69:28:05.5,16.516,16.656,0.14,395.067,9386.9,0.097,0.4619,35.15,35.4,0,LMC,49969.99922617743,0.3466850935264225,8.10235239195861,11475.544205759004,0.6976785535900124,-0.7,0.17154814244020433,0.32846641849443015,0.261,0.004500000000000004,0.558,1033.5564500762582
OGLE-LMC-HB-0031,RG,04:55:44.26,-68:42:39.5,15.641,17.281,1.64,496.03,9267.5,0.045,0.3979,62.3,174.2,1,LMC,49970.00049385632,0.11965385339942781,58.15818886703453,4000.002952707974,9.3225643454088e-05,-0.7,0.01189508161173748,1.2390809466925905,0.39375,0.09224999999999996,0.7357499999999999,786.1072097885926
OGLE-LMC-HB-0032,MS,04:55:47.83,-69:28:09.0,13.965,13.923,-0.042,31.089595,9013.021,0.248,0.7434,89.9,90.0,0,LMC,49970.0000012468,0.23859252481589893,17.82389053545032,19000.000093937975,0.16174827286093066,-0.7,0.016860930052373595,0.673113057957581,0.2565,0.04050000000000001,0.5265,37587.04724266847
OGLE-LMC-HB-0033,RG,04:55:50.19,-70:01:55.1,15.544,17.149,1.605,622.84,9177.8,0.079,0.5506,88.5,70.5,1,LMC,49969.99996013685,0.4904999999999999,61.64779882642083,4144.146827572688,2.0138999999976708,-0.7,-0.0015137394270319947,1.0065847474153293,0.2835,0.09899999999999999,0.4905,1017.6407049717639
OGLE-LMC-HB-0034,RG,04:55:56.62,-66:56:12.4,15.05,16.604,1.554,537.06,9385.5,0.033,0.445,59.9,36.5,1,LMC,49969.999557583156,0.5129999998625964,69.90182742018193,4282.852316632768,0.9440401089762412,-0.7,0.00198056133198238,1.8836427843459536,0.20249999999999999,0.0,0.513,1492.5477711469312
OGLE-LMC-HB-0035,RG,04:56:36.66,-72:20:49.8,15.512,17.03,1.518,242.594,9083.6,0.09,0.2296,52.2,68.1,1,LMC,49969.99998588534,0.20768997135210682,58.74359707310204,4062.259490022064,0.999956038628301,-0.7,0.004385047460486006,1.1211370226257746,0.36,0.207,0.495,853.1207500314034
OGLE-LMC-HB-0036,RG,04:56:43.27,-69:34:15.7,15.542,17.079,1.537,271.606,9080.9,0.056,0.2181,51.0,72.1,1,LMC,49969.99901643567,0.6232499999052605,55.17757261479206,4308.032680572543,2.0946999999995346,-0.7,-0.007053964728528005,1.3295953487206287,0.33975,0.08774999999999998,0.6232500000000001,952.0503641398418
OGLE-LMC-HB-0037,RG,04:56:48.72,-70:21:19.9,15.462,16.939,1.477,392.56,9028.4,0.026,0.458,44.0,4.1,1,LMC,49969.99917510514,0.5174999999999275,58.250234826979394,4338.213186480095,2.0668999999993107,-0.7,0.004143912486334887,1.3222759571045462,0.26549999999999996,0.08099999999999997,0.5175,1091.0827916213584
OGLE-LMC-HB-0038,MS,04:56:58.69,-66:23:22.3,15.375,15.368,-0.007,4.18476,9000.05,0.014,0.288,34.8,13.0,0,LMC,49969.999407396215,0.3867316825485627,9.918768517183087,17838.036574071146,1.2866915524461033e-12,-0.7,0.0220677346357922,1.0432094669200658,0.2385,0.0,0.6075,9043.207473214889
OGLE-LMC-HB-0039,RG,04:57:00.00,-69:19:56.1,14.914,16.301,1.387,356.35,9030.3,0.021,0.296,45.7,17.8,1,LMC,49969.99946226385,0.33804140397921995,68.54132494195751,4350.765647865479,1.883373980233495,-0.7,0.0001506936742989753,1.6065262552688389,0.216,0.0,0.5175000000000001,1528.2223216085124
OGLE-LMC-HB-0040,RG,04:57:04.02,-70:57:40.6,15.628,17.099,1.471,327.99,9087.6,0.021,0.247,67.0,133.9,0,LMC,49969.999254098395,0.3279743269341605,51.42297066917113,4257.791452599861,1.5820134059008508,-0.7,-0.004814585010958689,2.1273410909001607,0.22725,0.0,0.50625,788.9884613237568
OGLE-LMC-HB-0041,RG,04:57:04.70,-72:16:49.8,14.373,15.932,1.559,354.75,9277.8,0.049,0.164,65.0,35.6,1,LMC,49969.99995992808,0.2795044805242579,99.30619065339654,4099.489512814567,0.9998729083414115,-0.7,0.003972385922268849,1.2469290622220357,0.2925,0.07200000000000001,0.48150000000000004,2528.6606453943245
OGLE-LMC-HB-0042,RG,04:57:10.25,-70:58:22.9,15.598,17.16,1.562,575.54,9472.2,0.039,0.502,56.2,59.4,1,LMC,49970.00055292919,0.5062499999994371,55.243792316012936,4264.499601111092,2.0940999996453464,-0.7,0.026395492218826085,2.5499226387418306,0.22725,0.0,0.50625,916.3429968748975
OGLE-LMC-HB-0043,MS,04:57:17.07,-69:40:01.4,16.231,16.197,-0.034,8.54268,9003.64,0.022,0.44,42.6,127.3,0,LMC,49970.00035841118,0.07012112436574718,9.380412005678165,10247.700942249656,2.4999647736382262,-0.7,-0.016694588155129593,3.568240146026384,0.28575,0.06975,0.50175,880.9847368352342
OGLE-LMC-HB-0044,RG,04:57:18.38,-69:19:16.6,15.056,16.631,1.575,694.34,9163.3,0.033,0.511,63.0,139.0,1,LMC,49970.000141399236,0.2568304358154705,73.17826165261485,4090.980087428886,2.5023877111701917e-13,-0.7,0.0007886003910962305,0.675347396861142,0.2475,0.009000000000000008,0.4815,1361.7344494236602
OGLE-LMC-HB-0045,MS,04:57:26.09,-69:26:26.3,15.876,15.832,-0.044,4.788411,9001.224,0.022,0.29,52.9,6.0,0,LMC,49970.000006288115,0.2757495324054964,7.152299399057257,19683.18330891128,2.190483429436143,-0.7,-0.01626988824988999,0.6256225303435864,0.37125,0.13725000000000004,0.6592500000000001,6970.942573040354
OGLE-LMC-HB-0046,MS,04:57:49.48,-70:12:15.5,14.102,14.195,0.093,43.5187,9028.8,0.076,0.421,19.0,77.8,1,LMC,49970.00000139856,0.0023475492004203743,17.18411872622536,14000.000063768712,1.0954390616511496,-0.7,0.08182936775139217,2.2858438633313507,0.19125,0.0,0.42075,10298.772498868613
OGLE-LMC-HB-0047,RG,04:57:51.99,-69:38:22.0,15.817,17.34,1.523,322.17,9101.1,0.032,0.186,89.9,127.7,1,LMC,49970.00099995288,0.08476691308959367,50.76703205411919,4040.0557653860924,2.121999988643375,-0.7,0.0009441717218300482,1.7525540309971603,0.29475,0.07875000000000001,0.47925000000000006,623.3497256635969
OGLE-LMC-HB-0048,RG,04:58:18.44,-72:53:06.7,15.061,16.83,1.769,444.5,9043.6,0.075,0.3103,60.4,13.1,1,LMC,49969.9995997764,0.0742500000002864,81.06528737330395,3790.0995250775522,6.412106708666662e-25,-0.7,0.007094434296759561,6.66273965741904,0.30825,0.07425000000000004,0.47475000000000006,1231.0936619160534
OGLE-LMC-HB-0049,RG,04:58:30.60,-70:44:55.8,16.122,17.464,1.342,394.2,9128.8,0.024,0.44,58.3,28.8,1,LMC,49969.99940277669,0.24325205937253302,43.311834568319796,4377.056453716583,2.279799999999995,-0.7,0.0010163948079386083,1.2322811785423282,0.20925,0.029249999999999995,0.43425,625.1158866185813
OGLE-LMC-HB-0050,MS,04:59:00.97,-69:09:44.4,17.114,17.735,0.621,12.88226,9001.284,0.111,0.2045,81.0,25.3,0,LMC,49970.000401835394,0.3392619525750287,10.939222180758708,6474.193126863215,2.999999483662436,-0.7,0.018773542034841408,1.0723321008929447,0.2835,0.0,0.6300000000000001,190.86850533297917
OGLE-LMC-HB-0051,RG,04:59:44.84,-69:48:18.4,15.349,16.61,1.261,342.273,9221.0,0.05,0.3072,55.0,4.8,1,LMC,49970.000786996534,0.42299999999645876,63.89096472684559,4353.302044087324,2.010899995678552,-0.7,0.03371700173757821,6.268193996507033,0.2475,0.05400000000000002,0.423,1330.9841370846684
OGLE-LMC-HB-0052,RG,04:59:45.09,-68:21:17.1,15.984,17.364,1.38,209.46,9061.3,0.024,0.283,31.0,158.7,1,LMC,49969.99900435999,3.202831950072839e-09,39.28267437772716,4215.320022319601,0.34704636821772755,-0.7,0.007706188363926848,4.9426303948392505,0.3645,0.0,0.7425,442.3266276828486
OGLE-LMC-HB-0053,RG,04:59:46.64,-70:29:48.1,14.374,15.986,1.612,615.11,9551.1,0.039,0.454,50.3,46.6,1,LMC,49970.00005496536,0.4207499999959681,97.45865575488233,4154.48135511475,0.30005706388633785,-0.7,0.004896392535634234,1.0335369776403684,0.15974999999999998,0.0,0.42075,2568.7797886735816
OGLE-LMC-HB-0054,RG,04:59:52.29,-69:14:19.8,15.928,17.306,1.378,251.51,9114.85,0.032,0.688,27.9,84.3,0,LMC,49969.9991176292,4.575881095648231e-15,44.91382060437514,4107.8304290240485,1.0600054820043556,-0.7,-0.0024232507634561,0.5715199965522655,0.23174999999999998,0.0,0.53325,521.4693836934164
OGLE-LMC-HB-0055,RG,05:00:22.48,-70:07:38.1,16.057,17.371,1.314,197.296,9175.2,0.032,0.303,31.6,155.8,1,LMC,49969.99999050621,0.35206377805335154,37.723956829516666,4500.00028649199,2.3586999793675725,-0.7,0.0017717504219149462,1.609365064361532,0.189,0.0,0.39149999999999996,529.7896002700655
OGLE-LMC-HB-0056,RG,05:00:22.72,-69:20:34.9,16.517,17.988,1.471,191.79,9097.6,0.044,0.237,59.7,133.7,1,LMC,49969.99999212274,0.5236750519804169,48.68202647083689,4073.1705415922665,1.4999929334986977,-0.7,0.08711341180840268,8.23461978291508,0.2565,0.0,0.5265,592.2246197671391
OGLE-LMC-HB-0057,RG,05:00:36.25,-68:53:36.8,14.161,15.674,1.513,302.521,9184.4,0.057,0.153,66.1,128.6,1,LMC,49969.999954917555,0.12102232498550937,109.27957354022391,4100.638639311316,1.4999914128565208,-0.7,0.009774648456444253,0.33688915308512757,0.2205,0.0,0.45,3065.5102060562085
OGLE-LMC-HB-0058,RG,05:00:41.87,-67:57:49.6,15.889,17.404,1.515,209.448,9029.1,0.047,0.1527,76.9,107.6,1,LMC,49970.000332671334,0.6682499999994123,47.404320133101024,4304.7004916176775,2.1941999999308397,-0.7,0.005659103181303783,3.95580106839729,0.25425000000000003,0.0,0.66825,700.5294364201422
OGLE-LMC-HB-0059,RG,05:00:53.23,-68:44:41.0,15.399,16.821,1.422,419.66,9386.2,0.025,0.407,62.7,129.0,1,LMC,49969.9999921275,0.2706240388722164,59.20931959858755,4240.608769217716,1.4999817436994383,-0.7,0.0031261907690989994,0.8867208911880166,0.19799999999999998,0.0,0.38699999999999996,1029.2283826011326
OGLE-LMC-HB-0060,RG,05:01:40.52,-68:38:40.7,15.107,16.64,1.533,320.85,9136.74,0.088,0.2758,56.19,152.8,1,LMC,49969.999981508154,0.47024999999989175,69.30665138355738,4297.196798979629,1.9532999991396933,-0.7,-0.0020073980722633477,2.540858678401663,0.20925,0.0,0.47025000000000006,1486.995283513313
OGLE-LMC-HB-0061,RG,05:01:43.68,-70:04:38.0,15.324,16.933,1.609,327.868,9124.7,0.044,0.268,32.86,167.2,1,LMC,49970.0004750907,0.43649999999984196,64.88308025644226,4136.781783004866,1.9769999999982721,-0.7,0.008243348386772797,1.7227305778988864,0.23399999999999999,0.004500000000000004,0.4365,1119.2630137914543
OGLE-LMC-HB-0062,RG,05:01:46.92,-67:29:16.3,16.024,17.383,1.359,239.03,9059.4,0.023,0.305,50.9,141.1,1,LMC,49969.99900116746,0.01903022031957562,39.39717331324721,4305.73822212985,2.315499999997969,-0.7,0.0005626281662350378,2.5106855735509663,0.20475,0.0,0.51075,484.32780230123797
OGLE-LMC-HB-0063,RG,05:01:50.19,-66:42:49.5,15.021,16.652,1.631,380.97,9285.9,0.045,0.2471,61.0,93.8,1,LMC,49969.999108391305,0.5399999999999999,75.43984401788448,4130.88165849969,1.8868999999978304,-0.7,-0.002729965671194467,1.2454192829639636,0.18,0.0,0.54,1504.4971254211584
OGLE-LMC-HB-0064,RG,05:02:20.98,-69:39:23.1,15.058,16.808,1.75,526.11,9019.3,0.042,0.3658,77.0,79.5,1,LMC,49969.999987515635,0.4068786594050659,79.44769960041204,3987.030131081474,1.500012767349938,-0.7,-0.006695578813378443,2.183530912740176,0.28575,0.11925000000000001,0.40725,1448.0365010888754
OGLE-LMC-HB-0065,RG,05:02:33.12,-72:17:12.8,15.754,17.244,1.49,255.375,9106.5,0.093,0.2934,68.3,64.3,1,LMC,49969.999684789385,0.47474999999999085,49.650210769484595,4246.470712214454,2.1582999999975305,-0.7,0.0018012070960597823,0.8174055733428871,0.26325000000000004,0.047250000000000014,0.47475000000000006,727.7354149050843
OGLE-LMC-HB-0066,RG,05:02:37.66,-69:08:41.6,14.992,16.737,1.745,532.15,9098.0,0.038,0.1533,58.4,45.4,1,LMC,49969.99947981996,0.5815841662184243,79.59689921047058,4126.055653329136,1.4281540665173518,-0.7,0.009401519150964132,2.2916560392091267,0.28575,0.029249999999999995,0.60075,1667.0606880707353
OGLE-LMC-HB-0067,RG,05:02:52.67,-67:28:21.6,15.245,16.753,1.508,371.78,9269.4,0.025,0.162,64.0,60.5,1,LMC,49970.0000772865,2.0144978734645015e-13,63.44799195648011,4032.6883950172823,0.6998920765208745,-0.7,0.010779237835600222,0.7205539966653196,0.19799999999999998,0.0,0.40049999999999997,966.5697745871598
OGLE-LMC-HB-0068,RG,05:02:53.87,-69:56:53.4,15.546,17.143,1.597,315.48,9315.3,0.018,0.119,63.0,63.0,1,LMC,49969.99992813505,3.8371436229912493e-11,59.83441238778721,4009.1285139248716,1.420090682700818,-0.7,-0.0019007547241805176,1.8999319958001801,0.207,0.0,0.432,839.6934339209048
OGLE-LMC-HB-0069,RG,05:02:55.48,-68:31:42.6,16.519,18.207,1.688,178.123,9157.61,0.087,0.2443,68.7,111.0,1,LMC,49969.99948112852,0.6884999999868804,40.64293919026919,4233.87765754314,2.2858999999999825,-0.7,0.025121153137626594,6.040363477151569,0.26549999999999996,0.0,0.6885,481.88367919013587
OGLE-LMC-HB-0070,MS,05:03:06.92,-70:40:39.6,14.278,14.336,0.058,27.82349,9024.01,0.089,0.4761,28.89,89.48,0,LMC,49970.00000934686,0.2507077185869441,14.784428596916198,18999.99984344118,1.1438619948671833,-0.7,0.083290564562053,1.0878157450927337,0.29700000000000004,0.04050000000000001,0.6120000000000001,25860.818281701657
OGLE-LMC-HB-0071,MS,05:03:10.35,-68:38:36.2,14.648,14.486,-0.162,6.214827,9002.333,0.023,0.163,33.8,7.8,1,LMC,49969.99988262666,0.014405058327854117,11.878253803545558,20611.94603595709,2.9999999999999996,-0.7,0.06939297726797374,1.342481702534243,0.19799999999999998,0.0,0.39599999999999996,23120.646472857643
OGLE-LMC-HB-0072,MS,05:03:17.62,-67:03:33.2,15.379,15.193,-0.186,4.57968,9002.627,0.019,0.365,40.5,19.0,0,LMC,49970.00006821884,2.6730822355403476e-10,7.572847750289626,21752.58538624799,0.0003624213139325554,-0.7,0.032471466656141375,0.8821969333031424,0.19349999999999998,0.0,0.5489999999999999,11656.83808922001
OGLE-LMC-HB-0073,RG,05:03:25.55,-71:56:42.2,16.012,17.343,1.331,202.15,9118.9,0.027,0.222,60.0,37.3,1,LMC,49969.999585696445,0.2886133512412872,37.773767830390376,4437.0026479572625,2.3443999999846343,-0.7,0.00598282666496671,1.8563076884920302,0.21825,0.07425000000000001,0.34425,502.0629224827806
OGLE-LMC-HB-0074,RG,05:03:41.43,-69:21:04.6,15.852,17.254,1.402,694.8,9631.8,0.027,0.633,65.0,87.9,1,LMC,49969.999987386764,0.06412208283470539,45.01883896643872,4232.100885584337,2.0000048622917825,-0.7,0.015573653772120138,3.2049588951306394,0.16199999999999998,0.0,0.4545,590.2437720538967
OGLE-LMC-HB-0075,RG,05:03:53.56,-70:40:11.0,15.265,16.896,1.631,474.313,9119.34,0.121,0.4174,72.1,111.9,1,LMC,49969.99975953246,0.4702499999957958,64.21795881971224,4138.102739583801,1.5053827978029535,-0.7,0.0009624698318389672,1.2500820444591803,0.21375,0.0,0.47025000000000006,1097.8344515892425
OGLE-LMC-HB-0076,RG,05:04:23.12,-70:22:21.9,14.697,16.0,1.303,376.77,9253.3,0.021,0.433,65.4,130.9,1,LMC,49970.00002029925,7.834012124124373e-11,68.12173735359907,4251.242316538377,3.101992335361206e-16,-0.7,0.021263761763027484,1.9246767939006617,0.14400000000000002,0.0,0.351,1376.1116005781348
OGLE-LMC-HB-0077,RG,05:04:41.81,-65:13:53.1,15.864,17.111,1.247,312.87,9307.7,0.013,0.297,49.0,19.0,0,LMC,49970.00099977749,0.16117936573215486,39.12282301606586,4430.0206022659795,2.3189999994956976,-0.7,0.011933545855276022,0.8014754875002902,0.15750000000000003,0.0,0.47250000000000003,535.1827891560706
OGLE-LMC-HB-0078,RG,05:04:45.51,-69:15:08.5,13.838,15.356,1.518,661.15,9477.7,0.018,0.39,61.5,123.4,1,LMC,49969.99995089928,0.41546269738802144,117.4217030766751,4249.999948188777,1.3881784635719754,-0.7,0.0016454428918384484,1.2023026487274269,0.22275,0.0,0.50625,4083.863652962143
OGLE-LMC-HB-0079,RG,05:04:46.85,-70:17:59.2,15.807,17.183,1.376,251.427,9028.9,0.045,0.374,70.5,119.1,1,LMC,49970.00068768958,0.3577499999999355,41.67220515198752,4400.872374046846,2.284699999720511,-0.7,-0.011760711489710996,1.8643249000361994,0.17325,0.0,0.35775,591.3802905129683
OGLE-LMC-HB-0080,RG,05:04:50.24,-72:01:33.5,13.871,15.26,1.389,811.8,9491.7,0.052,0.473,74.3,94.8,0,LMC,49970.00019023244,0.40049999999880376,114.1538912493457,4380.61622284487,1.6387999999964709,-0.7,0.014439132077026297,1.9967822907707158,0.2115,0.053999999999999986,0.40049999999999997,4356.533459073318
OGLE-LMC-HB-0081,RG,05:04:50.65,-71:52:05.2,15.872,17.367,1.495,682.6,9010.1,0.044,0.533,89.5,123.1,1,LMC,49969.99981586092,0.15457795679767164,46.65663961715496,4119.230115350441,0.7213529244135319,-0.7,-0.0008167103636357464,0.5671310397105778,0.23625,0.029249999999999995,0.43425,568.9969162546181
OGLE-LMC-HB-0082,RG,05:05:05.46,-70:15:27.1,15.086,16.584,1.498,449.24,9047.9,0.024,0.204,70.6,24.1,1,LMC,49969.99939979795,0.3712499999981043,66.3601839962958,4166.003775154927,1.5918917771389276,-0.7,0.00693890599346112,3.7192735552247354,0.17325,0.0,0.37124999999999997,1204.2387130270947
OGLE-LMC-HB-0083,RG,05:05:09.12,-68:48:36.1,14.37,15.572,1.202,205.453,9072.3,0.065,0.175,62.4,60.0,1,LMC,49969.99903467271,0.4634999999993265,75.27875909819956,4835.44031133349,1.9545999999997061,-0.7,0.009979739776399594,3.637881801997367,0.18,0.0,0.4635,2812.598849523089
OGLE-LMC-HB-0084,MS,05:06:07.24,-68:05:59.7,14.546,14.635,0.089,61.1213,9003.57,0.044,0.437,19.6,1.0,1,LMC,49970.000056777106,5.169500908461216e-13,14.26646016973439,14000.00228284848,0.5112806382455424,-0.7,0.10240052466973447,1.4079624358082834,0.27,0.0,0.8235,7098.452282589235
OGLE-LMC-HB-0085,RG,05:06:09.64,-67:12:04.5,15.514,16.767,1.253,227.618,9110.5,0.035,0.224,58.5,77.8,1,LMC,49969.99969407148,0.3599999810148558,44.692535470705614,4673.215142183168,2.268298139516166,-0.7,-0.0030772789718505815,2.765394741529528,0.20249999999999999,0.01349999999999998,0.36,864.8720707962667
OGLE-LMC-HB-0086,RG,05:06:09.94,-68:31:52.8,15.63,17.145,1.515,318.22,9213.3,0.024,0.152,72.0,37.9,1,LMC,49969.99998827602,0.011201773060138915,52.86511146130668,4030.730114056846,2.000020357249255,-0.7,-0.00921601350854759,2.0300737547170677,0.30825,0.0,0.76725,669.7179965355061
OGLE-LMC-HB-0087,RG,05:06:10.89,-69:50:33.8,15.141,16.897,1.756,394.19,9092.2,0.045,0.18,46.5,15.5,1,LMC,49969.99942449488,0.5557499999999999,74.66721476017526,4030.095449064526,1.8820999999983001,-0.7,0.000970116471052054,1.489405381515168,0.32175,0.10574999999999997,0.55575,1335.1806090581586
OGLE-LMC-HB-0088,RG,05:06:16.12,-71:05:16.7,15.107,16.622,1.515,278.188,9064.7,0.033,0.246,52.3,65.0,1,LMC,49969.99901293395,0.30374999999976376,66.15662042539458,4177.057614133607,1.6520752479324177,-0.7,0.009887230174490749,1.1551555166612872,0.19574999999999998,0.06524999999999997,0.30375,1209.6152953280678
OGLE-LMC-HB-0089,RG,05:06:16.88,-71:14:56.7,15.722,17.176,1.454,300.313,9238.7,0.06,0.283,68.8,121.2,1,LMC,49970.000999809985,0.4364977538177147,46.993291706875084,4375.401949030369,2.1962999761503577,-0.7,0.013052910713718103,1.6312613553778068,0.23399999999999999,0.0,0.4365,734.7884856061
OGLE-LMC-HB-0090,RG,05:06:17.37,-69:39:33.6,15.815,17.273,1.458,241.919,9024.4,0.028,0.1217,66.0,121.5,1,LMC,49969.999987531606,0.2345687842075636,44.67441297915036,4250.0023478530775,2.111517251604787,-0.7,0.0010858257345981947,2.8075462863201315,0.24975,0.01125000000000001,0.48825,591.1438474722157
OGLE-LMC-HB-0091,RG,05:06:32.15,-71:01:22.3,15.436,16.853,1.417,302.97,9213.5,0.02,0.19,62.0,4.7,1,LMC,49970.00099402409,0.36449999999987465,52.20722974002493,4355.524335168525,2.1363999999981136,-0.7,0.004057739511881567,1.363627181767055,0.216,0.004500000000000004,0.3645,890.5162750050757
OGLE-LMC-HB-0092,RG,05:06:33.51,-69:57:20.6,15.571,17.153,1.582,478.94,9284.6,0.04,0.412,68.1,91.9,1,LMC,49969.99955818188,0.2041790164596443,56.556988218390615,4104.858304309654,2.0735999999997934,-0.7,0.007150091072770227,5.35189469244511,0.26549999999999996,0.05849999999999999,0.4905,824.4873838851777
OGLE-LMC-HB-0093,MS,05:06:37.31,-70:33:48.4,14.131,14.253,0.122,19.88353,9010.56,0.035,0.349,13.6,112.0,1,LMC,49970.00000797437,5.9267607417408707e-08,18.064147075910935,14000.001717651676,1.8380774014781862,-0.7,0.08937121939008098,2.191668470346587,0.216,0.0,0.4455,11380.623651216027
OGLE-LMC-HB-0094,RG,05:06:41.30,-69:06:04.1,14.828,16.265,1.437,238.307,9009.5,0.041,0.2467,51.6,36.1,1,LMC,49969.9998683502,0.17581755093689577,71.28202641874918,4260.347510776499,0.5274415666858293,-0.7,-0.0002458996772790631,4.466070794520275,0.243,0.0,0.5535,1519.7038407669613
OGLE-LMC-HB-0095,RG,05:06:45.95,-68:34:09.0,15.863,17.61,1.747,289.612,9253.2,0.058,0.2937,70.3,169.0,1,LMC,49969.99995766663,0.6929999999894626,55.99388622626665,4054.7388415198607,1.4002320254107128,-0.7,0.0009335122850348318,1.4493622879357668,0.2925,0.0,0.693,769.39888946476
