sed_filter,la,width,flux,eflux
Cousins.U,3500.2,319.0,-10.6155,0.04
SDSS.u,3519.02,277.0,-10.6117,0.04
Johnson.U,3531,309.0,-10.8182,0.04
Cousins.B,4359.98,464.0,-10.8047,0.04
Johnson.B,4442.03,445.0,-10.7625,0.04
SDSS.g,4819.97,622.0,-10.8882,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-10.9178,0.04
Cousins.V,5469.67,421.0,-11.0333,0.04
Johnson.V,5537.05,409.0,-11.0411,0.04
GAIA.GAIA3.G,5822.34,2026.0,-11.1008,0.04
SDSS.r,6246.98,631.0,-11.1313,0.04
Cousins.R,6468.99,648.0,-11.1848,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.3048,0.04
SDSS.i,7634.91,645.0,-11.3646,0.04
Cousins.I,7885.95,475.0,-11.3826,0.04
2MASS.J,12390.2,750.0,-11.7941,0.05559492690609084
Johnson.J,12500.2,1500.0,-11.8574,0.04
Johnson.H,16300.2,1000.0,-12.2142,0.04
2MASS.H,16494.8,1200.0,-11.7235,0.04
2MASS.Ks,21637.9,1250.0,-11.8015,0.04
Johnson.K,21900.2,2700.0,-12.5648,0.04801245689627829
Spitzer.IRAC.3.6,35499.8,3745.0,-13.1496,0.06263365263362018
Spitzer.IRAC.4.5,44930.2,5100.0,-13.3263,0.0466851197188567
