sed_filter,la,width,flux,eflux
Johnson.U,3531,309.0,-12.7468,0.04734015206901032
Cousins.B,4359.98,464.0,-11.7916,0.04
Johnson.B,4442.03,445.0,-11.6766,0.040367116765821734
SDSS.g,4819.97,622.0,-11.411,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-11.4077,0.04
Cousins.V,5469.67,421.0,-11.3221,0.04
Johnson.V,5537.05,409.0,-11.2621,0.53749316345687
GAIA.GAIA3.G,5822.34,2026.0,-11.1644,0.04
SDSS.r,6246.98,631.0,-11.179,0.04
Cousins.R,6468.99,648.0,-11.1299,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.0231,0.04
SDSS.i,7634.91,645.0,-11.0168,0.04
Cousins.I,7885.95,475.0,-11.0756,0.04
SDSS.z,9017.94,663.0,-10.98,0.04
2MASS.J,12390.2,750.0,-10.9332,0.04
Johnson.J,12500.2,1500.0,-10.9168,0.04
Johnson.H,16300.2,1000.0,-10.9171,0.04
2MASS.H,16494.8,1200.0,-10.9164,0.04
2MASS.Ks,21637.9,1250.0,-11.1441,0.04
Johnson.K,21900.2,2700.0,-11.1664,0.04
WISE.W1,33500.1,3300.0,-11.6383,0.04
WISE.W2,46000.2,5200.0,-12.0996,0.04
WISE.W3,115598,27550.0,-13.2723,0.1286017549920524
