sed_filter,la,width,flux,eflux
XMM-OT.UVW1,2908.07,577.0,-10.1692,0.04
Cousins.U,3500.2,319.0,-10.2979,0.04
SDSS.u,3519.02,277.0,-10.2995,0.04
Johnson.U,3531,309.0,-10.3827,0.04
Cousins.B,4359.98,464.0,-10.3633,0.04
Johnson.B,4442.03,445.0,-10.6097,0.04
SDSS.g,4819.97,622.0,-10.4627,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-10.5126,0.04
Cousins.V,5469.67,421.0,-10.5881,0.04
Johnson.V,5537.05,409.0,-10.6113,0.06917965506327733
GAIA.GAIA3.G,5822.34,2026.0,-10.6498,0.04
SDSS.r,6246.98,631.0,-10.6824,0.04
Cousins.R,6468.99,648.0,-10.7497,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-10.9166,0.04
SDSS.i,7634.91,645.0,-10.9174,0.04
Cousins.I,7885.95,475.0,-10.9357,0.04
SDSS.z,9017.94,663.0,-11.1378,0.04
2MASS.J,12390.2,750.0,-11.3884,0.04
Johnson.J,12500.2,1500.0,-11.3821,0.04
Johnson.H,16300.2,1000.0,-11.7101,0.04506829387746508
2MASS.H,16494.8,1200.0,-11.7111,0.04
2MASS.Ks,21637.9,1250.0,-11.9828,0.06014197782883594
Johnson.K,21900.2,2700.0,-12.0965,0.04
WISE.W1,33500.1,3300.0,-12.5284,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-12.6309,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-12.9352,0.04
WISE.W2,46000.2,5200.0,-13.0098,0.04
