sed_filter,la,width,flux,eflux
Cousins.U,3500.2,319.0,-9.9467,0.04
SDSS.u,3519.02,277.0,-9.94575,0.04
Johnson.U,3531,309.0,-10.0029,0.04
Cousins.B,4359.98,464.0,-10.0589,0.04
Johnson.B,4442.03,445.0,-10.5569,0.04
SDSS.g,4819.97,622.0,-10.1609,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-10.2082,0.04
Cousins.V,5469.67,421.0,-10.2917,0.04
Johnson.V,5537.05,409.0,-10.3141,0.06931261525099332
GAIA.GAIA3.G,5822.34,2026.0,-10.3503,0.04
SDSS.r,6246.98,631.0,-10.4019,0.04
Cousins.R,6468.99,648.0,-10.459,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-10.6299,0.04
SDSS.i,7634.91,645.0,-10.6381,0.04
Cousins.I,7885.95,475.0,-10.668,0.04
SDSS.z,9017.94,663.0,-10.8388,0.04
2MASS.J,12390.2,750.0,-11.1377,0.04
Johnson.J,12500.2,1500.0,-11.1372,0.04
Johnson.H,16300.2,1000.0,-11.4589,0.04
2MASS.H,16494.8,1200.0,-11.4618,0.04
2MASS.Ks,21637.9,1250.0,-11.8015,0.04952481011216283
Johnson.K,21900.2,2700.0,-11.8029,0.04
WISE.W1,33500.1,3300.0,-12.2826,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-12.3823,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-12.7089,0.04
WISE.W2,46000.2,5200.0,-12.7002,0.04
WISE.W3,115598,27550.0,-12.5879,0.04
