sed_filter,la,width,flux,eflux
Cousins.B,4359.98,464.0,-11.8509,0.04
Johnson.B,4442.03,445.0,-11.8465,0.06998110003424181
SDSS.g,4819.97,622.0,-11.6646,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-11.4921,0.04
Cousins.V,5469.67,421.0,-11.4167,0.04
Johnson.V,5537.05,409.0,-11.0706,0.5394103391502632
SDSS.r,6246.98,631.0,-11.2696,0.04
Cousins.R,6468.99,648.0,-11.2406,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.1403,0.04
SDSS.i,7634.91,645.0,-11.0222,0.04
Cousins.I,7885.95,475.0,-11.2557,0.04
2MASS.J,12390.2,750.0,-10.7292,0.04
Johnson.J,12500.2,1500.0,-11.081,0.04
Johnson.H,16300.2,1000.0,-11.0783,0.04
2MASS.H,16494.8,1200.0,-10.752,0.04
2MASS.Ks,21637.9,1250.0,-11.3386,0.04
Johnson.K,21900.2,2700.0,-11.3321,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-11.843,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-12.2058,0.04
