sed_filter,la,width,flux,eflux
Johnson.U,3531,309.0,-12.3183,0.04
Johnson.B,4442.03,445.0,-11.8569,0.04
SDSS.g,4819.97,622.0,-11.8389,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-11.8989,0.04
Johnson.V,5537.05,409.0,-11.8844,0.04
GAIA.GAIA3.G,5822.34,2026.0,-11.8991,0.04
SDSS.r,6246.98,631.0,-11.9368,0.07208206862498831
GAIA.GAIA3.Grp,7620.55,1462.0,-11.9309,0.04
SDSS.i,7634.91,645.0,-11.9557,0.04
Cousins.I,7885.95,475.0,-11.8589,0.04
SDSS.z,9017.94,663.0,-12.0534,0.04
2MASS.J,12390.2,750.0,-12.1179,0.04
Johnson.J,12500.2,1500.0,-12.1729,0.04
Johnson.H,16300.2,1000.0,-12.3625,0.04
2MASS.H,16494.8,1200.0,-12.3496,0.04943188958851565
2MASS.Ks,21637.9,1250.0,-12.5728,0.07425760683677006
Johnson.K,21900.2,2700.0,-12.6357,0.04882600372961872
Spitzer.IRAC.3.6,35499.8,3745.0,-13.1559,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-13.4314,0.04
