sed_filter,la,width,flux,eflux
XMM-OT.UVW1,2908.07,577.0,-11.127,0.04
Cousins.U,3500.2,319.0,-11.1087,0.04
SDSS.u,3519.02,277.0,-11.1341,0.04
Johnson.U,3531,309.0,-11.1653,0.04
Cousins.B,4359.98,464.0,-11.1096,0.04
Johnson.B,4442.03,445.0,-12.1729,0.06809039494494712
SDSS.g,4819.97,622.0,-11.1609,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-11.2124,0.04
Cousins.V,5469.67,421.0,-11.262,0.04
Johnson.V,5537.05,409.0,-11.2673,0.04
GAIA.GAIA3.G,5822.34,2026.0,-11.3245,0.04
SDSS.r,6246.98,631.0,-11.3388,0.04
Cousins.R,6468.99,648.0,-11.3827,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.4809,0.04
SDSS.i,7634.91,645.0,-11.5223,0.04
Cousins.I,7885.95,475.0,-11.5235,0.04
SDSS.z,9017.94,663.0,-11.6085,0.04
2MASS.J,12390.2,750.0,-11.8183,0.051866381201769396
Johnson.J,12500.2,1500.0,-11.8132,0.05149201022844078
Johnson.H,16300.2,1000.0,-11.574,0.04
2MASS.H,16494.8,1200.0,-11.5762,0.04
2MASS.Ks,21637.9,1250.0,-11.873,0.04
Johnson.K,21900.2,2700.0,-12.5212,0.047377585114824365
WISE.W1,33500.1,3300.0,-12.7219,0.04
WISE.W2,46000.2,5200.0,-13.0753,0.04
