sed_filter,la,width,flux,eflux
Cousins.B,4359.98,464.0,-12.1292,0.04
Johnson.B,4442.03,445.0,-12.1622,0.051093471775464694
SDSS.g,4819.97,622.0,-11.8031,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-11.8487,0.04
Cousins.V,5469.67,421.0,-11.7479,0.04
Johnson.V,5537.05,409.0,-11.7709,0.04
GAIA.GAIA3.G,5822.34,2026.0,-11.6681,0.04
SDSS.r,6246.98,631.0,-11.6495,0.04
Cousins.R,6468.99,648.0,-11.6282,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.5759,0.04
SDSS.i,7634.91,645.0,-11.556,0.04
Cousins.I,7885.95,475.0,-11.5319,0.04
SDSS.z,9017.94,663.0,-11.5693,0.04
2MASS.J,12390.2,750.0,-11.5556,0.04
Johnson.J,12500.2,1500.0,-11.6374,0.04
Johnson.H,16300.2,1000.0,-11.6018,0.04
2MASS.H,16494.8,1200.0,-11.6006,0.04
2MASS.Ks,21637.9,1250.0,-11.829,0.04
Johnson.K,21900.2,2700.0,-11.8383,0.09423370789085116
WISE.W1,33500.1,3300.0,-12.3836,0.04
WISE.W2,46000.2,5200.0,-12.8396,0.04
WISE.W3,115598,27550.0,-13.5861,0.04
