sed_filter,la,width,flux,eflux
Cousins.B,4359.98,464.0,-12.0555,0.04
Johnson.B,4442.03,445.0,-13.1579,0.06746321457677525
SDSS.g,4819.97,622.0,-11.7262,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-11.6432,0.04
Cousins.V,5469.67,421.0,-11.5476,0.04
Johnson.V,5537.05,409.0,-11.5455,0.04
GAIA.GAIA3.G,5822.34,2026.0,-11.3879,0.04
SDSS.r,6246.98,631.0,-11.3987,0.04
Cousins.R,6468.99,648.0,-11.3545,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.2438,0.04
SDSS.i,7634.91,645.0,-11.2476,0.04
Cousins.I,7885.95,475.0,-11.1552,0.04
SDSS.z,9017.94,663.0,-11.2478,0.04
2MASS.J,12390.2,750.0,-11.1263,0.04
Johnson.J,12500.2,1500.0,-11.1562,0.04
Johnson.H,16300.2,1000.0,-11.1421,0.04
2MASS.H,16494.8,1200.0,-11.1101,0.04
2MASS.Ks,21637.9,1250.0,-11.3244,0.04
Johnson.K,21900.2,2700.0,-11.4387,0.04081715100402243
WISE.W1,33500.1,3300.0,-11.8899,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-11.9304,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-12.2458,0.04
WISE.W2,46000.2,5200.0,-12.3921,0.04
WISE.W3,115598,27550.0,-13.1813,0.04
