sed_filter,la,width,flux,eflux
SDSS.u,3519.02,277.0,-11.2141,0.04
Johnson.U,3531,309.0,-11.3782,0.07752112151318617
Cousins.B,4359.98,464.0,-10.9505,0.04
Johnson.B,4442.03,445.0,-10.8569,0.04
SDSS.g,4819.97,622.0,-10.7248,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-10.751,0.04
Cousins.V,5469.67,421.0,-10.7221,0.04
Johnson.V,5537.05,409.0,-10.7006,0.04
GAIA.GAIA3.G,5822.34,2026.0,-10.6303,0.04
SDSS.r,6246.98,631.0,-10.5881,0.04
Cousins.R,6468.99,648.0,-10.5858,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-10.5064,0.04
SDSS.i,7634.91,645.0,-10.4959,0.04
Cousins.I,7885.95,475.0,-10.5609,0.04
SDSS.z,9017.94,663.0,-10.5056,0.04
2MASS.J,12390.2,750.0,-10.5159,0.04
Johnson.J,12500.2,1500.0,-10.444,0.04
Johnson.H,16300.2,1000.0,-10.4777,0.04
2MASS.H,16494.8,1200.0,-10.523,0.04
2MASS.Ks,21637.9,1250.0,-10.7345,0.04
Johnson.K,21900.2,2700.0,-10.7237,0.04
WISE.W1,33500.1,3300.0,-11.217,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-11.2493,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-11.5847,0.04
WISE.W2,46000.2,5200.0,-11.6781,0.04
WISE.W3,115598,27550.0,-12.895,0.07518336409560297
