# Date:     2023-05-07 18:47:20
# Database: ocvs
# Target:   all_hb
# Query:    P>=0 
# Objects:  991
# Columns:
# ID	Type	RA	Decl	I	V	V_I	P	T0	A	Ecc	Incl	Peri	Model
OGLE-LMC-HB-0370	MS	05:39:36.12	-71:04:49.9	15.865	15.861	-0.004	3.90127200	9002.4220	0.018	0.3320	34.80	32.50	0
OGLE-LMC-HB-0371	RG	05:39:42.30	-69:45:28.0	13.990	15.536	1.546	616.42000000	9075.0000	0.036	0.1950	89.40	71.80	1
OGLE-LMC-HB-0372	RG	05:39:48.36	-70:24:22.6	15.790	17.493	1.703	338.78400000	9093.3000	0.057	0.1763	62.00	137.80	1
OGLE-LMC-HB-0373	RG	05:39:56.66	-70:48:07.9	15.928	17.396	1.468	295.03000000	9034.2000	0.026	0.2510	58.30	25.30	1
OGLE-LMC-HB-0374	RG	05:40:03.05	-70:20:00.0	15.269	16.955	1.686	326.95500000	9180.2000	0.044	0.2423	60.80	134.50	1
OGLE-LMC-HB-0375	RG	05:40:06.32	-70:28:20.1	15.542	17.228	1.686	360.68500000	9108.8000	0.058	0.1364	62.50	61.80	1
OGLE-LMC-HB-0376	RG	05:40:13.76	-71:17:51.0	15.264	16.673	1.409	588.07000000	9102.8000	0.049	0.5880	60.20	52.40	1
OGLE-LMC-HB-0377	RG	05:40:17.10	-68:24:09.6	16.013	17.405	1.392	508.81000000	9294.2000	0.058	0.4752	65.10	97.80	1
OGLE-LMC-HB-0378	RG	05:41:06.51	-70:52:50.0	15.825	17.219	1.394	309.21800000	9254.8000	0.062	0.4299	87.20	86.90	1
OGLE-LMC-HB-0379	RG	05:41:09.01	-70:57:00.9	15.524	17.179	1.655	356.28000000	9059.2000	0.025	0.3320	42.40	22.10	1
OGLE-LMC-HB-0380	RG	05:41:25.70	-70:32:31.3	15.733	17.398	1.665	460.60000000	9196.5000	0.037	0.3010	65.40	142.10	1
OGLE-LMC-HB-0381	RG	05:41:39.74	-68:32:22.6	15.887	17.364	1.477	284.20000000	9198.6000	0.024	0.2770	57.10	177.40	1
OGLE-LMC-HB-0382	RG	05:41:41.14	-71:05:45.0	15.733	17.551	1.818	362.20700000	9159.0000	0.063	0.2925	74.00	153.20	1
OGLE-LMC-HB-0383	RG	05:41:49.85	-68:44:39.6	16.932	18.351	1.419	184.74000000	9004.6000	0.019	0.2200	68.00	26.20	0
OGLE-LMC-HB-0384	RG	05:41:58.12	-70:01:01.5	16.794	18.234	1.440	218.75400000	9059.5500	0.066	0.2960	67.00	160.30	1
OGLE-LMC-HB-0385	RG	05:42:28.82	-67:30:52.5	14.618	16.215	1.597	698.60000000	9156.8000	0.094	0.4942	72.70	40.60	1
OGLE-LMC-HB-0386	MS	05:42:33.74	-68:16:50.0	16.446	16.361	-0.085	2.78740700	9000.1130	0.030	0.1010	89.40	45.60	1
OGLE-LMC-HB-0387	RG	05:42:46.62	-67:33:38.5	16.331	17.559	1.228	164.36600000	9044.3000	0.052	0.3220	64.50	117.30	1
OGLE-LMC-HB-0388	RG	05:42:47.83	-68:22:00.3	15.303	16.944	1.641	429.26000000	9240.5000	0.074	0.3081	89.30	110.60	1
OGLE-LMC-HB-0389	MS	05:43:07.13	-68:09:22.5	15.563	15.706	0.143	36.01955000	9025.2260	0.164	0.1159	14.65	24.60	0
OGLE-LMC-HB-0390	RG	05:43:08.95	-70:49:41.3	15.015	16.937	1.922	583.45000000	9327.9000	0.076	0.3499	64.80	116.80	1
OGLE-LMC-HB-0391	RG	05:43:09.42	-70:05:43.9	15.182	16.884	1.702	530.58000000	9003.0000	0.105	0.3272	67.90	143.60	1
OGLE-LMC-HB-0392	MS	05:43:19.37	-69:09:57.9	14.797	15.075	0.278	20.83300000	9016.6120	0.151	0.1282	88.50	79.30	0
OGLE-LMC-HB-0393	RG	05:43:53.02	-68:49:14.3	15.318	16.970	1.652	463.24000000	9082.8000	0.067	0.3155	85.10	68.80	1
OGLE-LMC-HB-0394	RG	05:44:10.36	-67:48:36.6	13.736	15.124	1.388	841.20000000	9586.4000	0.019	0.3840	88.90	117.40	1
OGLE-LMC-HB-0395	RG	05:44:12.13	-68:48:55.5	16.175	17.851	1.676	292.04000000	9228.2000	0.035	0.2830	60.10	39.80	1
OGLE-LMC-HB-0396	RG	05:44:20.59	-70:56:28.1	16.036	17.712	1.676	208.68000000	9081.5000	0.037	0.1230	46.90	5.20	1
OGLE-LMC-HB-0397	MS	05:44:20.96	-67:04:07.5	15.409	15.497	0.088	28.78530000	9007.2600	0.028	0.1900	84.40	0.50	1
OGLE-LMC-HB-0398	RG	05:44:44.66	-68:30:56.0	15.430	17.247	1.817	699.72000000	9030.0000	0.048	0.3491	53.70	76.50	1
OGLE-LMC-HB-0399	RG	05:44:48.45	-70:10:06.6	16.131	17.678	1.547	262.94800000	9084.6000	0.032	0.1360	60.90	16.50	1
OGLE-LMC-HB-0400	RG	05:44:58.73	-69:21:49.8	16.743	19.455	2.712	423.44000000	9346.0000	0.074	0.1864	53.00	15.70	1
OGLE-LMC-HB-0401	RG	05:45:02.25	-70:47:39.6	15.666	17.425	1.759	458.07000000	9169.1000	0.046	0.3380	67.90	104.00	1
OGLE-LMC-HB-0402	RG	05:45:13.38	-69:30:00.2	15.739	17.331	1.592	473.69000000	9147.3000	0.073	0.4035	89.60	34.90	1
OGLE-LMC-HB-0403	RG	05:45:52.94	-69:11:10.3	15.213	16.968	1.755	610.82000000	9231.0000	0.047	0.3940	59.80	58.60	1
OGLE-LMC-HB-0404	MS	05:46:01.61	-67:35:54.6	14.291	14.538	0.247	17.27240000	9004.4560	0.132	0.2955	56.21	102.80	1
OGLE-LMC-HB-0405	RG	05:46:02.71	-70:40:28.1	16.039	17.689	1.650	512.28000000	9224.7000	0.049	0.4830	69.20	150.20	1
OGLE-LMC-HB-0406	RG	05:46:04.90	-67:37:50.6	15.765	17.139	1.374	400.34000000	9154.8000	0.022	0.4100	49.50	11.20	1
OGLE-LMC-HB-0407	RG	05:46:08.82	-70:42:43.9	15.343	17.079	1.736	609.39000000	9568.3000	0.025	0.2830	52.90	81.30	1
OGLE-LMC-HB-0408	MS	05:46:15.42	-69:26:52.3	15.240	15.894	0.654	114.02923000	9032.2070	0.443	0.6753	75.10	64.61	0
OGLE-LMC-HB-0409	RG	05:46:24.30	-69:28:39.5	16.402	18.261	1.859	316.37000000	9001.5000	0.039	0.2630	57.40	105.10	1
OGLE-LMC-HB-0410	MS	05:46:47.98	-70:35:05.8	16.959	17.453	0.494	34.05499000	9000.8500	0.171	0.1763	56.30	38.00	0
OGLE-LMC-HB-0411	RG	05:47:14.70	-71:09:41.8	15.472	17.226	1.754	413.82000000	9293.8000	0.032	0.1990	74.70	162.50	1
OGLE-LMC-HB-0412	RG	05:47:40.88	-70:48:16.9	14.218	15.900	1.682	625.78000000	9559.6000	0.088	0.2940	55.09	169.90	0
OGLE-LMC-HB-0413	MS	05:47:50.45	-68:00:23.4	14.116	14.021	-0.095	9.17464000	9006.9400	0.045	0.2070	63.00	118.10	0
OGLE-LMC-HB-0414	RG	05:48:13.95	-71:19:17.2	15.471	17.038	1.567	326.82000000	9307.0000	0.045	0.2342	64.00	8.90	1
OGLE-LMC-HB-0415	RG	05:49:40.74	-69:46:00.4	14.576	15.901	1.325	199.79100000	9184.9000	0.032	0.3100	58.20	106.00	1
OGLE-LMC-HB-0416	RG	05:49:41.81	-69:56:57.7	15.256	17.006	1.750	588.13000000	9184.9000	0.060	0.4000	58.80	100.40	1
OGLE-LMC-HB-0417	RG	05:50:51.11	-69:56:18.1	15.706	17.321	1.615	598.88000000	9410.8000	0.043	0.4480	80.80	129.00	1
OGLE-LMC-HB-0418	RG	05:51:04.05	-72:15:41.5	15.681	17.220	1.539	351.99000000	9157.6000	0.050	0.2087	89.00	99.60	1
OGLE-LMC-HB-0419	RG	05:51:14.75	-69:14:04.3	16.093	17.498	1.405	210.85300000	9038.8300	0.068	0.2987	50.70	21.20	1
OGLE-LMC-HB-0420	MS	05:52:12.50	-68:10:08.0	14.658	14.489	-0.169	12.20702000	9008.3900	0.012	0.4010	36.50	91.50	1
OGLE-LMC-HB-0421	RG	05:52:20.44	-71:24:50.8	15.445	17.096	1.651	547.10000000	9230.8000	0.022	0.2650	89.70	32.80	1
OGLE-LMC-HB-0422	RG	05:52:32.38	-69:25:54.1	14.718	16.163	1.445	386.72000000	9075.2000	0.053	0.2399	58.60	9.70	0
OGLE-LMC-HB-0423	RG	05:53:02.09	-68:08:56.2	15.645	17.375	1.730	419.60000000	9045.1000	0.019	0.2640	64.00	93.00	1
OGLE-LMC-HB-0424	RG	05:53:13.57	-70:52:24.3	15.559	17.152	1.593	444.55000000	9343.0000	0.052	0.3180	88.60	97.30	1
OGLE-LMC-HB-0425	RG	05:53:39.01	-68:16:54.8	15.615	16.904	1.289	246.94900000	9075.8000	0.066	0.3100	89.40	127.70	1
OGLE-LMC-HB-0426	RG	05:53:57.03	-68:19:58.0	15.339	16.933	1.594	471.14000000	9059.4000	0.034	0.3410	53.70	67.00	1
OGLE-LMC-HB-0427	RG	05:53:59.83	-64:17:11.4	16.296	17.602	1.306	186.79000000	9184.1000	0.030	0.1840	87.00	99.60	1
OGLE-LMC-HB-0428	RG	05:56:35.10	-70:12:23.5	15.805	17.247	1.442	402.39000000	9133.7000	0.022	0.1410	53.80	168.30	1
OGLE-LMC-HB-0429	RG	06:02:46.88	-68:53:48.8	15.433	17.028	1.595	281.05000000	9029.9000	0.022	0.3060	19.70	139.00	0
OGLE-LMC-HB-0430	RG	06:02:48.71	-70:20:21.4	15.784	17.307	1.523	282.94300000	9274.5000	0.043	0.2543	44.00	126.00	1
OGLE-LMC-HB-0431	RG	06:03:03.30	-70:01:20.7	15.563	17.156	1.593	300.54500000	9190.6000	0.076	0.2898	51.18	53.40	1
OGLE-LMC-HB-0432	RG	06:03:09.03	-72:29:38.6	15.560	17.135	1.575	538.93000000	9230.8000	0.035	0.4420	60.90	3.30	1
OGLE-LMC-HB-0433	RG	06:04:20.32	-69:15:21.8	15.337	16.827	1.490	375.70000000	9028.6000	0.038	0.1680	58.60	119.10	0
OGLE-LMC-HB-0434	RG	06:08:59.79	-72:57:29.8	16.170	17.556	1.386	232.20100000	9108.5000	0.032	0.2940	34.80	36.00	1
OGLE-LMC-HB-0435	RG	06:09:00.86	-72:21:01.8	15.157	16.783	1.626	601.18000000	9245.8000	0.023	0.4830	72.00	100.00	1
OGLE-LMC-HB-0436	RG	06:10:27.77	-71:03:21.9	15.950	17.361	1.411	264.81000000	9085.2000	0.029	0.2030	69.20	154.40	1
OGLE-LMC-HB-0437	RG	06:15:35.36	-69:07:59.6	15.885	17.324	1.439	346.87000000	9094.7000	0.032	0.3310	89.30	37.90	1
OGLE-LMC-HB-0438	RG	06:15:41.86	-69:29:24.2	15.094	16.751	1.657	545.46000000	9200.3000	0.037	0.2640	88.00	161.00	1
OGLE-LMC-HB-0439	RG	06:20:21.34	-70:29:44.6	14.885	16.551	1.666	433.61000000	9023.5000	0.047	0.2050	60.30	122.80	1
OGLE-SMC-HB-0001	MS	00:22:01.64	-74:32:32.7	16.498	16.432	-0.066	10.01533300	9003.9888	0.313	0.3940	70.00	83.93	0
OGLE-SMC-HB-0002	RG	00:33:56.89	-73:43:40.8	15.692	17.039	1.347	217.60100000	9132.4800	0.138	0.2565	89.90	46.86	0
OGLE-SMC-HB-0003	MS	00:41:56.23	-72:56:10.7	16.817	17.440	0.623	46.18510000	9011.7300	0.042	0.3430	83.70	6.50	0
OGLE-SMC-HB-0004	MS	00:44:17.74	-73:03:42.4	16.091	16.112	0.021	3.14356900	9002.4800	0.123	0.2120	35.22	145.00	0
OGLE-SMC-HB-0005	MS	00:44:46.60	-73:17:09.7	17.593	18.044	0.451	25.35349000	9003.1690	0.124	0.4235	62.40	52.50	1
OGLE-SMC-HB-0006	MS	00:45:25.85	-72:52:45.2	17.094	17.267	0.173	7.74954500	9005.1890	0.134	0.1759	89.30	124.40	1
OGLE-SMC-HB-0007	MS	00:47:16.00	-73:14:40.6	15.567	15.669	0.102	64.71479000	9003.6930	0.659	0.5825	90.00	130.25	0
OGLE-SMC-HB-0008	RG	00:47:57.10	-73:51:19.1	15.805	16.995	1.190	329.49000000	9109.8000	0.021	0.3680	54.30	40.90	0
OGLE-SMC-HB-0009	MS	00:48:02.88	-73:24:43.4	15.510	15.345	-0.165	12.13401000	9006.0600	0.011	0.6360	26.00	28.00	0
OGLE-SMC-HB-0010	MS	00:48:15.96	-73:06:36.1	15.553	15.866	0.313	26.45610000	9001.4920	0.162	0.3851	40.57	74.91	0
OGLE-SMC-HB-0011	RG	00:49:02.76	-73:12:56.3	13.992	15.298	1.306	634.74000000	9367.9000	0.028	0.1678	37.36	71.70	0
OGLE-SMC-HB-0012	MS	00:49:40.56	-73:00:22.9	15.903	15.843	-0.060	8.05118200	9001.3880	0.031	0.5050	36.40	175.60	0
OGLE-SMC-HB-0013	MS	00:50:14.38	-72:47:20.0	15.760	15.694	-0.066	5.51943400	9002.1340	0.029	0.1300	59.40	156.60	1
OGLE-SMC-HB-0014	MS	00:50:15.77	-73:28:00.7	15.923	15.765	-0.158	4.22989700	9001.6770	0.016	0.3290	32.80	117.50	0
OGLE-SMC-HB-0015	MS	00:50:41.80	-73:00:10.4	16.295	16.599	0.304	57.27693000	9007.6990	0.188	0.3646	68.50	170.05	0
OGLE-SMC-HB-0016	RG	00:50:52.58	-73:10:28.2	14.341	15.587	1.246	269.62200000	9166.0000	0.024	0.2210	56.80	44.20	1
OGLE-SMC-HB-0017	MS	00:51:07.69	-72:51:16.2	15.260	15.515	0.255	59.59890000	9008.2800	0.048	0.4800	20.40	66.80	1
OGLE-SMC-HB-0018	RG	00:51:12.00	-72:26:34.8	16.527	17.807	1.280	144.46200000	9088.2400	0.069	0.2102	65.10	145.00	1
OGLE-SMC-HB-0019	MS	00:51:42.50	-73:03:45.1	15.559	15.636	0.077	30.93699000	9004.4170	0.097	0.1533	48.64	172.50	0
OGLE-SMC-HB-0020	MS	00:53:23.45	-73:45:21.7	17.182	17.191	0.009	3.55800000	9000.5600	0.112	0.0710	18.50	107.00	1
OGLE-SMC-HB-0021	RG	00:53:48.73	-73:00:31.8	15.384	16.790	1.406	275.45900000	9024.5000	0.049	0.1383	62.50	48.80	1
OGLE-SMC-HB-0022	MS	00:54:16.83	-72:21:55.0	14.659	14.483	-0.176	5.03522400	9003.1350	0.024	0.0970	40.00	47.60	0
OGLE-SMC-HB-0023	RG	00:54:42.68	-72:54:00.2	14.697	16.081	1.384	354.87200000	9111.7000	0.052	0.3180	68.40	167.20	1
OGLE-SMC-HB-0024	MS	00:55:44.43	-72:18:22.4	16.390	16.346	-0.044	5.59808300	9003.2800	0.027	0.1440	90.00	81.20	1
OGLE-SMC-HB-0025	MS	00:56:25.81	-72:22:15.1	16.113	16.104	-0.009	186.39700000	9077.2000	0.053	0.2566	43.80	179.90	0
OGLE-SMC-HB-0026	RG	00:57:05.71	-72:33:50.7	14.624	15.997	1.373	348.21000000	9182.5000	0.050	0.1985	57.80	128.20	1
OGLE-SMC-HB-0027	RG	00:57:16.84	-73:04:40.8	13.949	15.155	1.206	716.58000000	9050.5000	0.027	0.3950	50.50	171.80	0
OGLE-SMC-HB-0028	RG	00:57:20.28	-72:59:21.8	15.865	16.862	0.997	161.66070000	9025.1500	0.133	0.2595	54.56	16.16	1
OGLE-SMC-HB-0029	MS	00:57:20.51	-73:15:07.8	16.675	17.344	0.669	85.51940000	9018.7900	0.163	0.3873	51.20	114.70	0
OGLE-SMC-HB-0030	RG	00:59:17.22	-71:48:08.3	14.054	15.366	1.312	489.82000000	9391.6000	0.040	0.2202	51.50	157.10	1
OGLE-SMC-HB-0031	MS	01:00:16.09	-73:40:22.7	16.370	17.025	0.655	45.13470000	9004.0000	0.046	0.2163	64.00	7.80	1
OGLE-SMC-HB-0032	RG	01:00:28.15	-73:03:07.3	14.160	15.340	1.180	688.80000000	9163.8000	0.015	0.2710	50.50	17.10	0
OGLE-SMC-HB-0033	MS	01:00:30.25	-72:00:05.2	17.024	16.929	-0.095	124.91600000	9119.8000	0.030	0.1950	34.70	35.40	0
OGLE-SMC-HB-0034	RG	01:00:52.96	-73:39:59.3	16.388	17.651	1.263	223.73500000	9185.4000	0.029	0.2340	68.30	38.60	1
OGLE-SMC-HB-0035	MS	01:08:01.97	-72:19:25.5	18.192	18.851	0.659	26.27719000	9013.7500	0.165	0.1849	69.80	43.20	1
OGLE-SMC-HB-0036	RG	01:10:17.61	-71:47:56.5	15.187	16.075	0.888	102.49350000	9049.3900	0.065	0.1624	53.80	49.80	0
OGLE-SMC-HB-0037	MS	01:10:42.43	-73:19:36.2	15.645	15.552	-0.093	6.40632500	9005.3680	0.142	0.2270	31.30	172.40	0
OGLE-SMC-HB-0038	RG	01:12:32.46	-71:22:18.8	14.754	15.902	1.148	272.85100000	9255.1000	0.029	0.2540	66.00	115.00	1
OGLE-SMC-HB-0039	RG	01:17:51.91	-71:59:18.5	15.415	16.766	1.351	291.75300000	9161.1000	0.055	0.2747	74.60	119.80	1
OGLE-SMC-HB-0040	RG	01:21:57.25	-73:00:16.0	15.556	16.516	0.960	155.60000000	9117.6600	0.233	0.2219	89.72	130.73	0
