sed_filter,la,width,flux,eflux
Johnson.B,4442.03,445.0,-11.9612,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-11.5597,0.04
Johnson.V,5537.05,409.0,-11.4912,0.04
GAIA.GAIA3.G,5822.34,2026.0,-11.3443,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.2038,0.04
Cousins.I,7885.95,475.0,-11.2865,0.04
2MASS.J,12390.2,750.0,-10.7837,0.04
2MASS.H,16494.8,1200.0,-10.6991,0.04
2MASS.Ks,21637.9,1250.0,-10.9331,0.04
WISE.W1,33500.1,3300.0,-11.8307,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-12.2525,0.04
WISE.W2,46000.2,5200.0,-12.29,0.04
