sed_filter,la,width,flux,eflux
XMM-OT.UVW1,2908.07,577.0,-10.2036,0.04
Cousins.U,3500.2,319.0,-10.3631,0.04
SDSS.u,3519.02,277.0,-10.3603,0.04
Johnson.U,3531,309.0,-10.4027,0.04
Cousins.B,4359.98,464.0,-10.4295,0.04
Johnson.B,4442.03,445.0,-10.4416,0.04
SDSS.g,4819.97,622.0,-10.5314,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-10.5818,0.04
Cousins.V,5469.67,421.0,-10.6602,0.04
Johnson.V,5537.05,409.0,-10.7006,0.04
GAIA.GAIA3.G,5822.34,2026.0,-10.7213,0.04
SDSS.r,6246.98,631.0,-10.7613,0.04
Cousins.R,6468.99,648.0,-10.8289,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.002,0.04
SDSS.i,7634.91,645.0,-10.9893,0.04
Cousins.I,7885.95,475.0,-11.0135,0.04
SDSS.z,9017.94,663.0,-11.2582,0.04
2MASS.J,12390.2,750.0,-11.5125,0.04
Johnson.J,12500.2,1500.0,-11.4962,0.04
Johnson.H,16300.2,1000.0,-11.8673,0.057670540066624726
2MASS.H,16494.8,1200.0,-11.8299,0.04
2MASS.Ks,21637.9,1250.0,-12.1025,0.07619201668594652
Johnson.K,21900.2,2700.0,-12.2009,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-12.7681,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-13.0753,0.04
