sed_filter,la,width,flux,eflux
Johnson.U,3531,309.0,-11.8086,0.04271749414430823
Cousins.B,4359.98,464.0,-11.4878,0.04
Johnson.B,4442.03,445.0,-12.3545,0.054369694111501755
SDSS.g,4819.97,622.0,-11.5081,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-11.4671,0.04
Cousins.V,5469.67,421.0,-11.5468,0.04
Johnson.V,5537.05,409.0,-11.553,0.04
GAIA.GAIA3.G,5822.34,2026.0,-11.6007,0.04
SDSS.r,6246.98,631.0,-11.5584,0.04
Cousins.R,6468.99,648.0,-11.582,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.6017,0.04
SDSS.i,7634.91,645.0,-11.5884,0.04
Cousins.I,7885.95,475.0,-11.7024,0.04
SDSS.z,9017.94,663.0,-11.7395,0.04
2MASS.J,12390.2,750.0,-11.826,0.04
Johnson.J,12500.2,1500.0,-11.9091,0.04
Johnson.H,16300.2,1000.0,-12.1301,0.04
2MASS.H,16494.8,1200.0,-11.9552,0.04
2MASS.Ks,21637.9,1250.0,-12.2351,0.04
Johnson.K,21900.2,2700.0,-12.464,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-12.9528,0.05922197768522555
Spitzer.IRAC.4.5,44930.2,5100.0,-13.2012,0.04
