sed_filter,la,width,flux,eflux
Johnson.B,4442.03,445.0,-12.0502,0.04
SDSS.g,4819.97,622.0,-11.8738,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-11.6666,0.04
Cousins.V,5469.67,421.0,-11.5974,0.04
Johnson.V,5537.05,409.0,-11.5488,0.04
GAIA.GAIA3.G,5822.34,2026.0,-11.4086,0.04
SDSS.r,6246.98,631.0,-11.4114,0.04
Cousins.R,6468.99,648.0,-11.3716,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.2349,0.04
SDSS.i,7634.91,645.0,-11.0942,0.04
Cousins.I,7885.95,475.0,-11.1845,0.04
2MASS.J,12390.2,750.0,-11.1084,0.04
Johnson.J,12500.2,1500.0,-11.1287,0.04
Johnson.H,16300.2,1000.0,-11.0949,0.04
2MASS.H,16494.8,1200.0,-11.0629,0.04
2MASS.Ks,21637.9,1250.0,-11.2879,0.04
Johnson.K,21900.2,2700.0,-11.3451,0.04
WISE.W1,33500.1,3300.0,-11.5919,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-11.843,0.07919487848500474
Spitzer.IRAC.4.5,44930.2,5100.0,-12.1757,0.04
WISE.W2,46000.2,5200.0,-12.1859,0.04
