sed_filter,la,width,flux,eflux
Johnson.U,3531,309.0,-12.8484,0.06501414516901868
Cousins.B,4359.98,464.0,-11.9399,0.04
Johnson.B,4442.03,445.0,-11.7144,0.04099982796978344
SDSS.g,4819.97,622.0,-11.5388,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-11.5168,0.04
Cousins.V,5469.67,421.0,-11.4286,0.04
Johnson.V,5537.05,409.0,-11.4352,0.04
GAIA.GAIA3.G,5822.34,2026.0,-11.243,0.04
SDSS.r,6246.98,631.0,-11.2361,0.04
Cousins.R,6468.99,648.0,-11.2102,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.0809,0.04
SDSS.i,7634.91,645.0,-11.0776,0.04
Cousins.I,7885.95,475.0,-11.1624,0.04
SDSS.z,9017.94,663.0,-11.0684,0.04
2MASS.J,12390.2,750.0,-10.9858,0.04
Johnson.J,12500.2,1500.0,-10.9757,0.04
Johnson.H,16300.2,1000.0,-10.9218,0.04
2MASS.H,16494.8,1200.0,-10.9256,0.04
2MASS.Ks,21637.9,1250.0,-11.1594,0.04
Johnson.K,21900.2,2700.0,-11.1612,0.04
WISE.W1,33500.1,3300.0,-11.6486,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-11.7251,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-12.0584,0.04
WISE.W2,46000.2,5200.0,-12.0821,0.04
WISE.W3,115598,27550.0,-12.9765,0.05121900620874806
