sed_filter,la,width,flux,eflux
Cousins.U,3500.2,319.0,-10.7954,0.04
SDSS.u,3519.02,277.0,-10.8341,0.04
Johnson.U,3531,309.0,-10.7878,0.04
Cousins.B,4359.98,464.0,-10.7249,0.04
Johnson.B,4442.03,445.0,-10.7024,0.04
SDSS.g,4819.97,622.0,-10.783,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-10.8414,0.04
Cousins.V,5469.67,421.0,-10.8864,0.04
Johnson.V,5537.05,409.0,-10.8482,0.06961973078563244
GAIA.GAIA3.G,5822.34,2026.0,-10.9323,0.04
SDSS.r,6246.98,631.0,-10.9628,0.04
Cousins.R,6468.99,648.0,-10.9996,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.1107,0.04
SDSS.i,7634.91,645.0,-11.1781,0.04
Cousins.I,7885.95,475.0,-11.2382,0.04
2MASS.J,12390.2,750.0,-11.4764,0.04
Johnson.J,12500.2,1500.0,-11.4709,0.04
Johnson.H,16300.2,1000.0,-11.787,0.04
2MASS.H,16494.8,1200.0,-11.7877,0.04
2MASS.Ks,21637.9,1250.0,-12.0017,0.06161062166847707
Johnson.K,21900.2,2700.0,-12.141,0.1538126237269678
WISE.W1,33500.1,3300.0,-12.5117,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-12.5806,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-12.8065,0.04
WISE.W2,46000.2,5200.0,-12.9235,0.04
WISE.W3,115598,27550.0,-13.4998,0.04
