sed_filter,la,width,flux,eflux
Johnson.U,3531,309.0,-12.7407,0.09741185525485876
Cousins.B,4359.98,464.0,-12.0388,0.04
Johnson.B,4442.03,445.0,-11.9059,0.04248532925730022
SDSS.g,4819.97,622.0,-11.6812,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-11.6824,0.04
Cousins.V,5469.67,421.0,-11.607,0.04
Johnson.V,5537.05,409.0,-11.2412,0.5408195423111043
GAIA.GAIA3.G,5822.34,2026.0,-11.4596,0.04
SDSS.r,6246.98,631.0,-11.449,0.04
Cousins.R,6468.99,648.0,-11.4165,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.3117,0.04
SDSS.i,7634.91,645.0,-11.2756,0.04
Cousins.I,7885.95,475.0,-11.3094,0.04
SDSS.z,9017.94,663.0,-11.2936,0.04
2MASS.J,12390.2,750.0,-11.2253,0.04
Johnson.J,12500.2,1500.0,-11.2204,0.04
Johnson.H,16300.2,1000.0,-11.1938,0.04
2MASS.H,16494.8,1200.0,-11.1952,0.04
2MASS.Ks,21637.9,1250.0,-11.4368,0.04
Johnson.K,21900.2,2700.0,-11.4852,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-11.987,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-12.3369,0.04
