sed_filter,la,width,flux,eflux
Cousins.U,3500.2,319.0,-11.3414,0.04
SDSS.u,3519.02,277.0,-11.2836,0.04
Johnson.U,3531,309.0,-11.4237,0.04
Cousins.B,4359.98,464.0,-11.4068,0.04
Johnson.B,4442.03,445.0,-11.4288,0.04169856493464371
SDSS.g,4819.97,622.0,-11.5444,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-11.5644,0.04
Cousins.V,5469.67,421.0,-11.6348,0.04
Johnson.V,5537.05,409.0,-11.6391,0.04
GAIA.GAIA3.G,5822.34,2026.0,-11.6928,0.04
SDSS.r,6246.98,631.0,-11.7723,0.04
Cousins.R,6468.99,648.0,-11.8077,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.9885,0.04
SDSS.i,7634.91,645.0,-12.0636,0.04
Cousins.I,7885.95,475.0,-11.9776,0.04
2MASS.J,12390.2,750.0,-12.5709,0.0821638237009038
Johnson.J,12500.2,1500.0,-12.4962,0.04
Johnson.H,16300.2,1000.0,-12.8744,0.04
2MASS.H,16494.8,1200.0,-12.6266,0.09019962031871133
Johnson.K,21900.2,2700.0,-13.1369,0.09288850519936089
Spitzer.IRAC.3.6,35499.8,3745.0,-13.8559,0.0473775789799201
Spitzer.IRAC.4.5,44930.2,5100.0,-14.0894,0.06051644121422294
