sed_filter,la,width,flux,eflux
Cousins.U,3500.2,319.0,-10.5307,0.04
SDSS.u,3519.02,277.0,-10.5368,0.04
Johnson.U,3531,309.0,-10.5499,0.04
Cousins.B,4359.98,464.0,-10.5552,0.04
Johnson.B,4442.03,445.0,-10.5665,0.04
SDSS.g,4819.97,622.0,-10.6659,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-10.7054,0.04
Cousins.V,5469.67,421.0,-10.7712,0.04
Johnson.V,5537.05,409.0,-10.8303,0.07476864531684302
GAIA.GAIA3.G,5822.34,2026.0,-10.8334,0.04
SDSS.r,6246.98,631.0,-10.8811,0.04
Cousins.R,6468.99,648.0,-10.9309,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.0998,0.04
SDSS.i,7634.91,645.0,-11.1071,0.04
Cousins.I,7885.95,475.0,-11.2241,0.04
SDSS.z,9017.94,663.0,-11.3291,0.04
2MASS.J,12390.2,750.0,-11.6163,0.04
Johnson.J,12500.2,1500.0,-11.6031,0.04
Johnson.H,16300.2,1000.0,-11.9225,0.04
2MASS.H,16494.8,1200.0,-11.8954,0.04
2MASS.Ks,21637.9,1250.0,-12.367,0.06024084744628764
Johnson.K,21900.2,2700.0,-12.2681,0.04
WISE.W1,33500.1,3300.0,-12.8579,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-12.8747,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-13.1545,0.04
WISE.W2,46000.2,5200.0,-13.402,0.04
