sed_filter,la,width,flux,eflux
Johnson.U,3531,309.0,-12.6611,0.05576544126944112
Johnson.B,4442.03,445.0,-12.485,0.07879982303166302
SDSS.g,4819.97,622.0,-12.1307,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-12,0.04
Cousins.V,5469.67,421.0,-11.9227,0.04
Johnson.V,5537.05,409.0,-11.9104,0.04
GAIA.GAIA3.G,5822.34,2026.0,-11.8112,0.04
SDSS.r,6246.98,631.0,-11.799,0.04
Cousins.R,6468.99,648.0,-11.7789,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.6993,0.04
SDSS.i,7634.91,645.0,-11.5767,0.04
Cousins.I,7885.95,475.0,-11.7866,0.04
SDSS.z,9017.94,663.0,-11.6987,0.04
2MASS.J,12390.2,750.0,-11.6828,0.04
Johnson.J,12500.2,1500.0,-11.7214,0.07128570977335995
Johnson.H,16300.2,1000.0,-11.6862,0.11632888334868072
2MASS.H,16494.8,1200.0,-11.665,0.04
2MASS.Ks,21637.9,1250.0,-11.9515,0.051125129474773774
Johnson.K,21900.2,2700.0,-11.9286,0.12408414462559102
WISE.W1,33500.1,3300.0,-12.2373,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-12.43,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-12.746,0.04
WISE.W2,46000.2,5200.0,-12.753,0.04
