sed_filter,la,width,flux,eflux
Johnson.U,3531,309.0,-12.8305,0.09234997284258126
Cousins.B,4359.98,464.0,-11.9668,0.04
Johnson.B,4442.03,445.0,-11.0739,0.04
SDSS.g,4819.97,622.0,-11.7591,0.04
GAIA.GAIA3.Gbp,5035.99,1079.0,-11.5779,0.04
Cousins.V,5469.67,421.0,-11.4823,0.04
Johnson.V,5537.05,409.0,-11.3151,0.28758651394405343
GAIA.GAIA3.G,5822.34,2026.0,-11.317,0.04
SDSS.r,6246.98,631.0,-11.3202,0.04
Cousins.R,6468.99,648.0,-11.2848,0.04
GAIA.GAIA3.Grp,7620.55,1462.0,-11.1646,0.04
SDSS.i,7634.91,645.0,-11.0222,0.04
Cousins.I,7885.95,475.0,-11.0958,0.04
SDSS.z,9017.94,663.0,-11.1242,0.04
2MASS.J,12390.2,750.0,-11.0722,0.04
Johnson.J,12500.2,1500.0,-11.0674,0.04
Johnson.H,16300.2,1000.0,-11.0416,0.04
2MASS.H,16494.8,1200.0,-11.0424,0.04
2MASS.Ks,21637.9,1250.0,-11.2477,0.04
Johnson.K,21900.2,2700.0,-11.2804,0.04
WISE.W1,33500.1,3300.0,-11.7627,0.04
Spitzer.IRAC.3.6,35499.8,3745.0,-11.7856,0.04
Spitzer.IRAC.4.5,44930.2,5100.0,-12.1226,0.04
WISE.W2,46000.2,5200.0,-12.2064,0.04
WISE.W3,115598,27550.0,-13.2301,0.04
