angDist,_RAJ2000,_DEJ2000,Loc,ID,Type,RAJ2000,DEJ2000,OGLE-IV,Other,Imag,Vmag,Per,T0,Amp,e,i,omega,Var,Mod,P16,Simbad,_RAJ2000,_DEJ2000,[M2002],RAJ2000,DEJ2000,Vmag,B-V,U-B,V-R,e_Vmag,f_[M2002]
1.364987,78.7154167,-69.5895278,LMC,OGLE-LMC-HB-0158,RG,05 14 51.70,-69 35 22.3,LMC503.14.69459,,15.812,17.31,394.9965049,9046.8935,0.05,0.3663,81.13,36.31,,1,0,Simbad,78.7165,-69.58956,97871,05 14 51.96,-69 35 22.4,16.12,0.78,,0.24,0.13," "
0.753291,78.7695417,-69.5111944,LMC,OGLE-LMC-HB-0159,RG,05 15 04.69,-69 30 40.3,LMC503.14.83048,,14.476,15.839,268.32942339,9244.8201,0.021,0.1238,65.36,58.82,,0,0,Simbad,78.77004,-69.51131,98570,05 15 04.81,-69 30 40.7,15.21,0.43,0.08,0.62,0.05," "
1.644606,78.9927083,-69.3250833,LMC,OGLE-LMC-HB-0162,RG,05 15 58.25,-69 19 30.3,LMC503.14.53789,OGLE-LMC-ECL-11356,15.543,16.679,295.18888265,9140.8287,0.014,0.2663,58.27,174.62,ECL,0,1,Simbad,78.994,-69.32511,101778,05 15 58.56,-69 19 30.4,15.73,1.23,0.69,0.78,0.08," "
1.205352,79.0556667,-69.718,LMC,OGLE-LMC-HB-0163,RG,05 16 13.36,-69 43 04.8,LMC503.06.25387,OGLE-LMC-ECL-11458,15.435,17.128,425.97483701,9410.8396,0.032,0.2439,65.56,52.1,,1,1,Simbad,79.05583,-69.71767,102689,05 16 13.40,-69 43 03.6,16.43,1.88,,0.57,0.1," "
0.377664,79.0929167,-69.0436111,LMC,OGLE-LMC-HB-0165,RG,05 16 22.30,-69 02 37.0,LMC503.23.47709,,15.748,17.313,514.41316724,9297.976,0.036,0.4367,63.34,161.9,,1,0,Simbad,79.09321,-69.04361,103290,05 16 22.37,-69 02 37.0,17.6,0.03,,1.44,0.46," "
0.696114,79.105875,-69.482,LMC,OGLE-LMC-HB-0167,MS,05 16 25.41,-69 28 55.2,LMC503.13.85800,[BE74]-232,15.065,15.312,242.66963051,9056.5933,0.038,0.1522,21.32,22.32,OSARG/ECL,0,0,Simbad,79.10642,-69.48197,103493,05 16 25.54,-69 28 55.1,14.9,0.2,-0.72,0.41,0.05,m
0.205927,79.1574167,-69.5109722,LMC,OGLE-LMC-HB-0171,RG,05 16 37.78,-69 30 39.5,LMC503.13.85711,,14.203,15.642,468.38217952,9173.1134,0.025,0.4122,83.18,85.34,,1,0,Simbad,79.15758,-69.51097,104246,05 16 37.82,-69 30 39.5,15.53,0.92,,0.6,0.1," "
0.285384,79.2125,-69.1798333,LMC,OGLE-LMC-HB-0172,RG,05 16 51.00,-69 10 47.4,LMC503.22.72076,2MASS-J05165101-6910473,15.205,16.9,421.70088713,9329.1069,0.049,0.2682,61.35,103.96,OSARG,1,0,Simbad,79.21271,-69.17986,105065,05 16 51.05,-69 10 47.5,16.44,1.43,,0.97,0.24," "
0.798688,79.2205,-69.014,LMC,OGLE-LMC-HB-0173,RG,05 16 52.92,-69 00 50.4,LMC503.22.103041,MACHO--79.5867.522,15.945,17.496,277.49034392,9052.699,0.039,0.1061,50.4,30.21,,1,0,Simbad,79.22042,-69.01378,105178,05 16 52.90,-69 00 49.6,16.24,0.56,,0.48,0.14," "
4.945326,79.314,-69.4338611,LMC,OGLE-LMC-HB-0176,RG,05 17 15.36,-69 26 01.9,LMC503.13.36147,MACHO--78.5981.185,16.183,17.39,207.50684205,9106.6075,0.025,0.1369,88.77,124.52,,1,0,Simbad,79.31012,-69.43369,106495,05 17 14.43,-69 26 01.3,15.08,0.14,-0.59,-0.48,0.06," "
0.958635,79.3184167,-70.6262222,LMC,OGLE-LMC-HB-0177,RG,05 17 16.42,-70 37 34.4,LMC502.13.11936,,15.344,17.033,613.02151659,9121.3539,0.053,0.386,76.27,60.81,,1,0,Simbad,79.31904,-70.62639,106628,05 17 16.57,-70 37 35.0,15.96,0.97,,0.77,0.07," "
3.265572,79.3274167,-70.5566944,LMC,OGLE-LMC-HB-0178,RG,05 17 18.58,-70 33 24.1,LMC502.13.18496,,15.765,17.267,313.40799205,9177.0929,0.024,0.3253,55.46,134.99,,1,0,Simbad,79.33012,-70.55658,106794,05 17 19.23,-70 33 23.7,15.37,1.71,,0.86,0.05," "
0.504699,79.3284167,-70.6190278,LMC,OGLE-LMC-HB-0179,RG,05 17 18.82,-70 37 08.5,LMC502.13.11938,EROS2-star-lm057-0k-24951,15.126,16.635,469.8970158,9036.799,0.03,0.3332,65.48,63.18,,1,0,Simbad,79.32867,-70.61914,106775,05 17 18.88,-70 37 08.9,15.86,1.4,,0.54,0.06," "
0.499008,79.4086667,-69.8134444,LMC,OGLE-LMC-HB-0182,RG,05 17 38.08,-69 48 48.4,LMC503.05.11227,,15.467,17.036,297.17905497,9037.2131,0.054,0.3188,68.86,145.46,,1,0,Simbad,79.40875,-69.81358,107944,05 17 38.10,-69 48 48.9,16.25,1.1,,0.78,0.1," "
2.618040,79.43675,-69.6276667,LMC,OGLE-LMC-HB-0185,MS,05 17 44.82,-69 37 39.6,,OGLE-LMC-ECL-12035,16.482,16.925,31.19359123,9004.5841,0.185,0.5672,64.46,73.57,ECL,0,1,Simbad,79.43667,-69.62694,108357,05 17 44.80,-69 37 37.0,14.49,0.31,0.13,0.43,0.04," "
0.605847,79.4377917,-69.7213056,LMC,OGLE-LMC-HB-0186,MS,05 17 45.07,-69 43 16.7,LMC503.05.26668,,14.136,14.044,12.64554356,9008.8274,0.018,0.482,35.3,131.31,,1,0,Simbad,79.43825,-69.72125,108386,05 17 45.18,-69 43 16.5,13.82,-0.07,-0.87,0.05,0.01,m
1.327763,79.542375,-70.3533056,LMC,OGLE-LMC-HB-0188,RG,05 18 10.17,-70 21 11.9,LMC502.21.43786,,15.538,17.213,392.97528192,9295.3542,0.057,0.3166,59.07,25.87,,1,0,Simbad,79.54192,-70.35297,109978,05 18 10.06,-70 21 10.7,16.42,1.39,,0.94,0.12," "
1.134599,79.5650833,-70.1213056,LMC,OGLE-LMC-HB-0190,RG,05 18 15.62,-70 07 16.7,LMC502.29.50438,,15.871,17.357,269.91624627,9071.9999,0.057,0.2999,89.12,141.51,ECL,1,0,Simbad,79.56592,-70.12117,110341,05 18 15.82,-70 07 16.2,16.54,0.86,,0.07,0.15," "
0.701002,79.5780833,-69.1308889,LMC,OGLE-LMC-HB-0191,RG,05 18 18.74,-69 07 51.2,LMC503.21.89773,,15.566,17.32,462.61237175,9094.418,0.028,0.1764,67.81,67.32,,1,0,Simbad,79.57846,-69.13103,110558,05 18 18.83,-69 07 51.7,16.23,1.36,,0.53,0.12," "
1.018255,79.5794167,-70.2951667,LMC,OGLE-LMC-HB-0192,RG,05 18 19.06,-70 17 42.6,LMC502.21.51427,,15.768,17.222,795.52850122,9549.9269,0.024,0.5593,67.58,72.46,,1,0,Simbad,79.57979,-70.29542,110577,05 18 19.15,-70 17 43.5,16.42,0.59,0.39,0.33,0.11," "
1.238720,79.643625,-69.7591667,LMC,OGLE-LMC-HB-0193,RG,05 18 34.47,-69 45 33.0,LMC503.04.92343,,15.609,16.96,279.61563982,9116.6311,0.045,0.2272,63.12,16.04,,1,0,Simbad,79.64383,-69.75883,111491,05 18 34.52,-69 45 31.8,16.25,0.51,0.26,0.66,0.12," "
1.355569,79.6654167,-69.5432222,LMC,OGLE-LMC-HB-0194,MS,05 18 39.70,-69 32 35.6,LMC503.12.73694,OGLE-LMC-ECL-12444,15.515,15.412,11.9524579,9005.8817,0.025,0.5112,31.69,4.72,ECL,0,1,Simbad,79.66613,-69.54294,111815,05 18 39.87,-69 32 34.6,14.56,-0.16,-0.7,-0.04,0.04,m
0.381294,79.7686667,-69.3181667,LMC,OGLE-LMC-HB-0200,RG,05 19 04.48,-69 19 05.4,LMC503.12.57540,2MASS-J05190448-6919053,15.001,16.58,439.93092851,9049.4497,0.045,0.227,60.53,123.14,,1,0,Simbad,79.76892,-69.31811,113445,05 19 04.54,-69 19 05.2,15.75,0.96,0.5,0.69,0.07," "
0.598942,79.8085,-69.8547778,LMC,OGLE-LMC-HB-0201,RG,05 19 14.04,-69 51 17.2,LMC503.04.13750,,15.028,15.887,98.56955573,9046.3732,0.034,0.2899,66.67,150.42,,1,0,Simbad,79.80892,-69.85486,114104,05 19 14.14,-69 51 17.5,15.43,1.12,0.85,0.72,0.07," "
0.991035,79.8113333,-69.8769444,LMC,OGLE-LMC-HB-0202,RG,05 19 14.72,-69 52 37.0,LMC503.04.192,,15.683,17.139,279.8101067,9052.5727,0.042,0.3076,63.4,146.88,ECL,1,0,Simbad,79.81213,-69.87697,114159,05 19 14.91,-69 52 37.1,16.54,1.83,,0.33,0.17," "
2.242638,79.864,-69.2433056,LMC,OGLE-LMC-HB-0205,RG,05 19 27.36,-69 14 35.9,LMC503.21.86,2MASS-J05192735-6914358,15.57,17.089,327.31252155,9200.8335,0.106,0.3002,60.54,163.43,,0,0,Simbad,79.86567,-69.2435,115073,05 19 27.76,-69 14 36.6,16.36,1.06,,0.76,0.13," "
0.614952,79.90725,-70.0236111,LMC,OGLE-LMC-HB-0206,RG,05 19 37.74,-70 01 25.0,LMC502.29.19234,,15.476,17.022,437.98586027,9079.6979,0.017,0.3817,45.57,11.02,,1,0,Simbad,79.90775,-70.02361,115799,05 19 37.86,-70 01 25.0,16.39,0.83,,0.97,0.13," "
0.976451,80.1502917,-70.0128889,LMC,OGLE-LMC-HB-0212,RG,05 20 36.07,-70 00 46.4,LMC502.28.64396,MACHO--78.6457.22,14.477,15.847,319.0109215,9253.4386,0.033,0.1852,70.78,48.65,,1,0,Simbad,80.15108,-70.01292,120148,05 20 36.26,-70 00 46.5,14.19,0.2,-0.06,0.31,0.02," "
0.932386,80.176,-69.9506389,LMC,OGLE-LMC-HB-0214,RG,05 20 42.24,-69 57 02.3,LMC502.28.76914,,14.609,15.366,168.4130966,9116.0629,0.026,0.4173,41.1,85.37,,1,0,Simbad,80.17675,-69.95067,120562,05 20 42.42,-69 57 02.4,14.81,0.63,0.51,0.47,0.03," "
0.511937,80.1821667,-69.3582778,LMC,OGLE-LMC-HB-0215,RG,05 20 43.72,-69 21 29.8,LMC503.11.125728,,15.444,16.719,256.65073481,9216.7821,0.021,0.4864,51.9,98.14,,1,0,Simbad,80.18217,-69.35842,120667,05 20 43.72,-69 21 30.3,15.87,1.2,,0.65,0.08," "
4.489503,80.19925,-69.2003611,LMC,OGLE-LMC-HB-0216,RG,05 20 47.82,-69 12 01.3,LMC503.20.14015,,15.738,17.31,443.98793414,9008.0236,0.049,0.4102,81.33,114.68,,1,0,Simbad,80.20221,-69.19969,121019,05 20 48.53,-69 11 58.9,15.8,1.49,,0.89,0.06," "
0.258137,80.2064167,-69.3700833,LMC,OGLE-LMC-HB-0217,RG,05 20 49.54,-69 22 12.3,LMC503.11.56578,2MASS-J05204953-6922122,15.215,16.888,591.7545783,9086.7163,0.032,0.1842,65.75,32.5,,1,0,Simbad,80.20662,-69.37008,121094,05 20 49.59,-69 22 12.3,16.27,0.82,,0.73,0.15," "
2.093927,80.2417083,-70.3715278,LMC,OGLE-LMC-HB-0218,RG,05 20 58.01,-70 22 17.5,LMC502.20.15011,,15.962,17.454,318.49655806,9067.5239,0.03,0.1988,53.39,2.69,,1,0,Simbad,80.24008,-70.37133,121664,05 20 57.62,-70 22 16.8,16.28,1.25,,0.62,0.1," "
3.132483,80.3264167,-69.2607222,LMC,OGLE-LMC-HB-0220,RG,05 21 18.34,-69 15 38.6,LMC503.20.64,EROS2-star-lm001-0n-8183,15.214,16.88,312.88097049,9123.1254,0.115,0.2887,60.95,46.71,OSARG,0,0,Simbad,80.32733,-69.26153,123128,05 21 18.56,-69 15 41.5,15.37,0.71,0.53,0.66,0.04," "
2.200249,80.339,-69.7290278,LMC,OGLE-LMC-HB-0221,RG,05 21 21.36,-69 43 44.5,LMC503.03.29568,OGLE-LMC-LPV-44996,15.165,17.019,471.68913466,9297.1659,0.042,0.1695,61.72,150.65,TEO,1,0,Simbad,80.34012,-69.7295,123337,05 21 21.63,-69 43 46.2,15.33,1.25,,0.51,0.05," "
0.949363,80.3800417,-69.3651111,LMC,OGLE-LMC-HB-0222,RG,05 21 31.21,-69 21 54.4,LMC503.11.56661,,15.813,17.99,301.41312459,9284.8705,0.034,0.2649,46.36,119.55,,1,0,Simbad,80.38079,-69.36511,124024,05 21 31.39,-69 21 54.4,15.99,1.05,,0.75,0.09," "
0.812478,80.4729583,-69.5155,LMC,OGLE-LMC-HB-0224,RG,05 21 53.51,-69 30 55.8,LMC503.10.80490,,14.751,15.633,107.1770877,9083.5781,0.077,0.3067,53.3,37.34,,1,0,Simbad,80.47358,-69.51544,125551,05 21 53.66,-69 30 55.6,14.83,1.08,0.67,,0.05," "
1.301852,80.5003333,-69.5861944,LMC,OGLE-LMC-HB-0225,MS,05 22 00.08,-69 35 10.3,LMC503.10.64959,,15.801,15.976,13.73924841,9005.0938,0.039,0.2213,38.29,2.92,,1,0,Simbad,80.50137,-69.58619,125966,05 22 00.33,-69 35 10.3,15.11,0.32,0.02,,0.06," "
0.878378,80.5545833,-69.8500833,LMC,OGLE-LMC-HB-0226,RG,05 22 13.10,-69 51 00.3,LMC503.02.78433,,14.452,15.711,668.85475671,9282.4356,0.022,0.4248,61.55,54.73,,1,0,Simbad,80.55517,-69.85022,126835,05 22 13.24,-69 51 00.8,15.63,1.13,0.55,0.65,0.06," "
0.722249,80.721125,-70.187,LMC,OGLE-LMC-HB-0228,RG,05 22 53.07,-70 11 13.2,LMC502.27.32,,15.38,16.912,708.62509695,9436.4721,0.024,0.4084,48.97,129.87,,1,0,Simbad,80.72162,-70.18711,129735,05 22 53.19,-70 11 13.6,16.45,1.02,,0.66,0.15," "
1.027196,80.729875,-70.64625,LMC,OGLE-LMC-HB-0229,RG,05 22 55.17,-70 38 46.5,LMC502.10.12414,,15.362,16.951,459.91790003,9001.5825,0.038,0.3647,88.69,134.89,,1,0,Simbad,80.73029,-70.6465,129879,05 22 55.27,-70 38 47.4,16.8,1.49,,0.63,0.18," "
1.087724,80.7749583,-69.2804167,LMC,OGLE-LMC-HB-0231,RG,05 23 05.99,-69 16 49.5,LMC503.19.43,,15.18,16.831,1033.81970504,9888.0185,0.066,0.5746,60.59,31.92,TEO,1,0,Simbad,80.77575,-69.28053,130653,05 23 06.18,-69 16 49.9,16.38,1.09,,0.36,0.14," "
2.044263,80.7828333,-70.5740833,LMC,OGLE-LMC-HB-0232,RG,05 23 07.88,-70 34 26.7,LMC502.10.19733,OGLE-LMC-ECL-14311,16.699,17.942,111.72393273,9098.4156,0.076,0.2023,64.98,67.04,,1,1,Simbad,80.78317,-70.57464,130780,05 23 07.96,-70 34 28.7,16.75,0.38,,1.28,0.16," "
2.773347,80.8153333,-69.3854444,LMC,OGLE-LMC-HB-0233,RG,05 23 15.68,-69 23 07.6,LMC503.10.34220,MACHO--78.6950.1337,15.414,16.909,462.85864565,9225.8539,0.022,0.2932,45.52,88.51,,1,0,Simbad,80.81317,-69.38556,131199,05 23 15.16,-69 23 08.0,15.96,1.83,,0.75,0.11," "
0.303800,80.8730417,-69.3918889,LMC,OGLE-LMC-HB-0236,RG,05 23 29.53,-69 23 30.8,LMC503.09.85338,2MASS-J05232951-6923309,14.954,16.683,460.33371057,9218.8569,0.083,0.3062,80.81,161.58,TEO,1,1,Simbad,80.87287,-69.39183,131654,05 23 29.49,-69 23 30.6,16.24,1.65,,0.64,0.15," "
0.975434,81.0079583,-69.2311389,LMC,OGLE-LMC-HB-0239,RG,05 24 01.91,-69 13 52.1,LMC503.18.50064,,15.481,17.054,603.74841201,9480.1903,0.033,0.3733,70.44,112.24,OSARG,1,0,Simbad,81.0085,-69.23133,132241,05 24 02.04,-69 13 52.8,16.52,0.97,,0.29,0.13," "
0.580489,81.2777083,-68.8064722,LMC,OGLE-LMC-HB-0246,RG,05 25 06.65,-68 48 23.3,LMC517.16.46859,EROS2-star-lm020-6m-17696,15.546,16.937,200.78698564,9052.384,0.039,0.1134,89.02,170.25,ECL,0,0,Simbad,81.27804,-68.80658,133519,05 25 06.73,-68 48 23.7,16.39,1.03,,0.47,0.09," "
1.412884,81.2834583,-69.4094722,LMC,OGLE-LMC-HB-0247,RG,05 25 08.03,-69 24 34.1,LMC503.09.31338,,15.194,16.819,322.88342205,9285.8421,0.029,0.2465,30.64,46.07,,1,0,Simbad,81.28267,-69.40975,133542,05 25 07.84,-69 24 35.1,16.04,1.04,,1.01,0.11," "
0.865426,81.5760833,-69.1955833,LMC,OGLE-LMC-HB-0253,RG,05 26 18.26,-69 11 44.1,LMC517.07.52822,MACHO--80.7437.74,15.878,17.285,234.99959214,9093.8982,0.017,0.2093,48.95,148.26,,1,0,Simbad,81.57658,-69.19542,135383,05 26 18.38,-69 11 43.5,17.28,1.07,,0.42,0.31," "
0.267180,81.601875,-68.7847222,LMC,OGLE-LMC-HB-0254,MS,05 26 24.45,-68 47 05.0,LMC517.15.43517,J052624.45-684705.0,13.473,13.772,32.82939076,9031.0027,0.321,0.5473,42.51,130.64,TEO,1,0,Simbad,81.60208,-68.78472,135619,05 26 24.50,-68 47 05.0,13.56,0.11,-0.84,0.13,0.01,m
0.590370,81.8105417,-69.03325,LMC,OGLE-LMC-HB-0263,MS,05 27 14.53,-69 01 59.7,LMC517.07.33274,OGLE-LMC-ECL-16111,14.804,14.696,7.00722225,9005.6964,0.032,0.2251,41.32,114.56,ECL,0,1,Simbad,81.811,-69.03325,137832,05 27 14.64,-69 01 59.7,14.58,-0.07,-0.83,0.09,0.03," "
0.677751,81.8416667,-68.9370278,LMC,OGLE-LMC-HB-0265,RG,05 27 22.00,-68 56 13.3,LMC517.15.7,EROS2-star-lm020-7n-11720,13.829,15.29,462.12749046,9263.7052,0.02,0.1788,89.26,66.3,,1,0,Simbad,81.84217,-68.93708,138171,05 27 22.12,-68 56 13.5,14.68,0.85,,0.65,0.03," "
0.419112,81.9189583,-69.0997778,LMC,OGLE-LMC-HB-0268,MS,05 27 40.55,-69 05 59.2,LMC517.07.22356,OGLE-LMC-ECL-16303,15.282,15.175,14.10109347,9001.1074,0.024,0.5182,44.55,126.92,ECL,0,1,Simbad,81.91925,-69.09983,139075,05 27 40.62,-69 05 59.4,14.88,-0.15,-0.84,0.01,0.04," "
1.130269,81.924125,-69.2658889,LMC,OGLE-LMC-HB-0270,RG,05 27 41.79,-69 15 57.2,LMC517.07.49,,15.712,17.338,366.04269381,9324.4422,0.049,0.3202,55.15,18.61,,1,0,Simbad,81.925,-69.26594,139137,05 27 42.00,-69 15 57.4,16.78,0.79,,0.29,0.17," "
0.391341,82.0794167,-69.13075,LMC,OGLE-LMC-HB-0273,MS,05 28 19.06,-69 07 50.7,LMC517.06.60528,,15.041,14.909,7.54821373,9006.8857,0.028,0.2729,48.24,0.08,,1,0,Simbad,82.07971,-69.13078,140948,05 28 19.13,-69 07 50.8,13.99,-0.29,-0.71,-0.07,0.02,m
0.429759,82.4529583,-69.3885,LMC,OGLE-LMC-HB-0288,RG,05 29 48.71,-69 23 18.6,LMC516.31.21042,,15.346,17.136,422.36144998,9315.3875,0.045,0.0996,45.85,57.5,OSARG,1,0,Simbad,82.45321,-69.38858,145389,05 29 48.77,-69 23 18.9,16.29,0.86,,0.79,0.12," "
0.643119,82.5809167,-69.1231389,LMC,OGLE-LMC-HB-0293,RG,05 30 19.42,-69 07 23.3,LMC517.05.53123,,15.836,17.327,259.12466269,9244.0672,0.044,0.2875,53.91,134.61,,1,0,Simbad,82.58108,-69.12297,147104,05 30 19.46,-69 07 22.7,16.57,0.77,,0.73,0.12," "
0.920718,82.7464583,-69.1147222,LMC,OGLE-LMC-HB-0299,MS,05 30 59.15,-69 06 53.0,LMC517.05.18823,,14.958,14.937,14.047368,9006.3711,0.017,0.5074,24.38,39.31,,1,0,Simbad,82.74717,-69.11469,149477,05 30 59.32,-69 06 52.9,14.42,-0.07,-0.78,0.05,0.01," "
1.003757,82.78775,-69.4084167,LMC,OGLE-LMC-HB-0302,MS,05 31 09.06,-69 24 30.3,LMC516.30.19742,OGLE-LMC-ECL-18047,15.002,14.849,4.584898,9002.0438,0.015,0.1499,33.25,101.08,ECL,0,1,Simbad,82.78854,-69.40844,150035,05 31 09.25,-69 24 30.4,14.63,0.01,-0.76,0.07,0.02," "
1.090023,82.7884167,-69.4636389,LMC,OGLE-LMC-HB-0303,RG,05 31 09.22,-69 27 49.1,LMC516.30.9061,,15.441,17.081,456.37813636,9216.7204,0.028,0.1442,56.15,171.08,OSARG,1,0,Simbad,82.78925,-69.46356,150046,05 31 09.42,-69 27 48.8,16.16,1.11,,0.75,0.08," "
1.860651,83.0095833,-69.5359444,LMC,OGLE-LMC-HB-0307,RG,05 32 02.30,-69 32 09.4,LMC516.29.34554,,15.844,17.357,427.74703213,9157.4882,0.025,0.1584,70.62,38.57,,1,0,Simbad,83.01017,-69.53547,152938,05 32 02.44,-69 32 07.7,16.64,1.37,,0.61,0.16," "
2.678148,83.1035833,-69.1162222,LMC,OGLE-LMC-HB-0310,RG,05 32 24.86,-69 06 58.4,LMC517.04.18137,,16.119,17.384,283.22995667,9265.4828,0.021,0.2425,72.23,13.72,,1,0,Simbad,83.10562,-69.11606,154176,05 32 25.35,-69 06 57.8,16.04,1.3,,0.66,0.08," "
0.581040,83.110625,-69.5225833,LMC,OGLE-LMC-HB-0312,RG,05 32 26.55,-69 31 21.3,LMC516.29.43328,J053226.44-693122.1,12.965,14.781,650.62295309,9412.9835,0.103,0.1801,78.16,132.96,OSARG,0,0,Simbad,83.11108,-69.52261,154250,05 32 26.66,-69 31 21.4,14.45,1.44,1.29,0.94,0.02," "
1.560826,83.153,-69.4123333,LMC,OGLE-LMC-HB-0314,MS,05 32 36.72,-69 24 44.4,LMC516.29.54441,OGLE-LMC-ECL-18727,14.668,14.731,10.35699801,9002.3813,0.049,0.2824,56.99,24.79,ECL,0,1,Simbad,83.15421,-69.41225,154811,05 32 37.01,-69 24 44.1,13.23,-0.05,-0.75,0.05,0.01,m
0.870212,83.1666667,-69.2250278,LMC,OGLE-LMC-HB-0316,RG,05 32 40.00,-69 13 30.1,LMC517.04.8610,EROS2-star-lm002-1k-28820,15.099,16.985,414.49033106,9350.7546,0.138,0.2209,62.19,57.12,OSARG,0,0,Simbad,83.16708,-69.22522,154979,05 32 40.10,-69 13 30.8,15.94,1.33,,0.66,0.06," "
0.571689,83.5294167,-69.1204167,LMC,OGLE-LMC-HB-0328,RG,05 34 07.06,-69 07 13.5,LMC517.03.14176,,16.359,17.745,319.99804872,9059.8759,0.046,0.3244,52.73,106.25,,1,0,Simbad,83.52979,-69.12033,159320,05 34 07.15,-69 07 13.2,16.69,0.91,,0.63,0.11," "
0.447671,83.54475,-67.4459444,LMC,OGLE-LMC-HB-0330,MS,05 34 10.74,-67 26 45.4,LMC518.19.11621,OGLE-LMC-ECL-35417,14.499,14.361,9.46689097,9003.0631,0.019,0.364,56.98,32.45,ECL,0,1,Simbad,83.54504,-67.446,159492,05 34 10.81,-67 26 45.6,14.34,-0.17,-0.85,0.0,0.02," "
1.547280,83.7230833,-69.49075,LMC,OGLE-LMC-HB-0336,RG,05 34 53.54,-69 29 26.7,LMC516.28.7203,,15.889,17.458,433.4939955,9220.4117,0.041,0.3494,57.36,41.09,,1,0,Simbad,83.72421,-69.49058,161353,05 34 53.81,-69 29 26.1,16.55,0.45,,0.29,0.15," "
0.575360,83.8203333,-69.0482778,LMC,OGLE-LMC-HB-0340,MS,05 35 16.88,-69 02 53.8,LMC517.02.37346,OGLE-LMC-ECL-19871,15.029,15.132,15.48356209,9000.5884,0.007,0.5631,33.16,169.58,ECL,0,1,Simbad,83.82075,-69.04822,162271,05 35 16.98,-69 02 53.6,14.8,0.04,-0.76,0.11,0.02," "
0.458354,83.830125,-67.2671667,LMC,OGLE-LMC-HB-0341,MS,05 35 19.23,-67 16 01.8,LMC518.19.5811,OGLE-LMC-ECL-35756,14.092,13.938,16.15973426,9003.5143,0.097,0.6667,88.24,88.07,ECL,0,1,Simbad,83.83042,-67.26711,162381,05 35 19.30,-67 16 01.6,13.86,-0.19,-0.91,-0.05,0.01,m
0.381865,83.8481667,-68.8171944,LMC,OGLE-LMC-HB-0342,MS,05 35 23.56,-68 49 01.9,LMC517.10.33992,,15.527,15.425,6.66142638,9005.8772,0.027,0.2195,35.64,4.11,,1,0,Simbad,83.84846,-68.81719,162582,05 35 23.63,-68 49 01.9,15.25,-0.19,-0.73,0.08,0.03,m
0.398563,83.863375,-67.9620278,LMC,OGLE-LMC-HB-0343,MS,05 35 27.21,-67 57 43.3,LMC518.02.2736,OGLE-LMC-ECL-35797,16.577,16.634,5.17029561,9001.2147,0.029,0.1669,89.02,103.19,,1,1,Simbad,83.86367,-67.96203,162759,05 35 27.28,-67 57 43.3,16.74,-0.12,-0.44,-0.54,0.09," "
0.699429,84.002,-69.4905556,LMC,OGLE-LMC-HB-0346,MS,05 36 00.48,-69 29 26.0,LMC516.27.38569,MACHO--81.9006.10,14.548,14.561,20.40130101,9013.5908,0.026,0.4711,56.38,64.19,,1,0,Simbad,84.00229,-69.49039,164228,05 36 00.55,-69 29 25.4,14.16,-0.01,-0.74,0.07,0.02," "
0.126074,84.0559583,-68.9289722,LMC,OGLE-LMC-HB-0348,MS,05 36 13.43,-68 55 44.3,LMC517.10.23,MCPS-084.05595-68.92893,14.412,14.338,8.67916557,9000.5284,0.015,0.338,24.76,40.25,,1,0,Simbad,84.05592,-68.92894,164884,05 36 13.42,-68 55 44.2,13.88,-0.12,-0.92,0.01,0.02,m
3.807447,84.1075417,-69.4867222,LMC,OGLE-LMC-HB-0350,MS,05 36 25.81,-69 29 12.2,LMC516.27.38572,,14.713,14.645,4.95038812,9001.2363,0.019,0.3054,40.21,117.99,TEO,1,0,Simbad,84.10683,-69.48775,165481,05 36 25.64,-69 29 15.9,12.96,-0.07,-0.97,-0.01,0.01,m
0.963617,84.2552083,-68.4344167,LMC,OGLE-LMC-HB-0354,RG,05 37 01.25,-68 26 03.9,LMC517.18.33377,EROS2-star-lm022-4k-12751,15.493,17.033,418.90159704,9184.2913,0.032,0.2848,73.74,38.05,,1,0,Simbad,84.25592,-68.43436,167169,05 37 01.42,-68 26 03.7,16.64,1.07,,0.95,0.11," "
0.512721,84.3538333,-69.3348611,LMC,OGLE-LMC-HB-0356,MS,05 37 24.92,-69 20 05.5,LMC516.26.41372,OGLE-LMC-ECL-20866,15.999,15.993,9.4977813,9008.466,0.009,0.5436,28.53,60.26,ECL,0,1,Simbad,84.35421,-69.33481,168226,05 37 25.01,-69 20 05.3,15.63,-0.07,-0.92,0.12,0.07," "
0.197449,84.435375,-68.0332778,LMC,OGLE-LMC-HB-0360,RG,05 37 44.49,-68 01 59.8,LMC554.25.15,EROS2-star-lm022-2k-4629,14.614,16.399,694.27523509,9371.9587,0.129,0.4005,58.53,36.13,,0,0,Simbad,84.43542,-68.03333,169116,05 37 44.50,-68 02 00.0,16.12,1.34,,0.89,0.06," "
0.842808,84.4630417,-69.5406389,LMC,OGLE-LMC-HB-0361,MS,05 37 51.13,-69 32 26.3,LMC516.26.20393,,16.987,17.545,62.61625729,9006.4099,0.058,0.4127,33.39,47.69,,1,0,Simbad,84.46367,-69.54072,169427,05 37 51.28,-69 32 26.6,17.82,0.04,-0.19,,0.3," "
