angDist,_RAJ2000,_DEJ2000,Loc,ID,Type,RAJ2000,DEJ2000,OGLE-IV,Other,Imag,Vmag,Per,T0,Amp,e,i,omega,Var,Mod,P16,Simbad,ra,dec,Umag,Bmag,Vmag,Imag,e_Umag,e_Bmag,e_Vmag,e_Imag,flag
4.370655,77.6953333,-69.8641667,LMC,OGLE-LMC-HB-0121,RG,05 10 46.88,-69 51 51.0,LMC509.18.331,,16.127,17.605,257.81911768,9001.9611,0.03,0.3863,76.02,103.66,,1,0,Simbad,77.69243,-69.86348,,20.739,20.384,19.414,,0.128,0.101,0.156,0
0.161554,77.6982083,-70.1796111,LMC,OGLE-LMC-HB-0122,MS,05 10 47.57,-70 10 46.6,LMC509.09.96,UCAC2---1555512,14.799,15.025,259.47834765,9145.8198,0.097,0.4055,65.15,56.75,,1,0,Simbad,77.69808,-70.17960,14.259,15.106,15.066,14.818,0.038,0.032,0.033,0.047,10
3.686679,77.6982083,-70.1796111,LMC,OGLE-LMC-HB-0122,MS,05 10 47.57,-70 10 46.6,LMC509.09.96,UCAC2---1555512,14.799,15.025,259.47834765,9145.8198,0.097,0.4055,65.15,56.75,,1,0,Simbad,77.69966,-70.18051,,20.911,19.752,18.619,,0.138,0.108,0.126,0
3.908391,77.6982083,-70.1796111,LMC,OGLE-LMC-HB-0122,MS,05 10 47.57,-70 10 46.6,LMC509.09.96,UCAC2---1555512,14.799,15.025,259.47834765,9145.8198,0.097,0.4055,65.15,56.75,,1,0,Simbad,77.70141,-70.17962,,21.542,21.014,,,0.126,0.160,,0
0.335602,77.70375,-67.9206944,LMC,OGLE-LMC-HB-0123,RG,05 10 48.90,-67 55 14.5,LMC511.01.24673,OGLE-LMC-ECL-09305,15.506,17.054,233.58910319,9016.9014,0.082,0.3551,89.88,57.69,ECL,0,1,Simbad,77.70386,-67.92061,20.292,18.691,17.062,15.554,0.222,0.028,0.055,0.111,10
2.672811,77.70375,-67.9206944,LMC,OGLE-LMC-HB-0123,RG,05 10 48.90,-67 55 14.5,LMC511.01.24673,OGLE-LMC-ECL-09305,15.506,17.054,233.58910319,9016.9014,0.082,0.3551,89.88,57.69,ECL,0,1,Simbad,77.70444,-67.92139,20.541,20.132,19.091,17.908,0.244,0.064,0.066,0.068,10
3.427434,77.70375,-67.9206944,LMC,OGLE-LMC-HB-0123,RG,05 10 48.90,-67 55 14.5,LMC511.01.24673,OGLE-LMC-ECL-09305,15.506,17.054,233.58910319,9016.9014,0.082,0.3551,89.88,57.69,ECL,0,1,Simbad,77.70624,-67.92052,,22.124,22.305,,,0.197,0.419,,0
4.614351,77.70375,-67.9206944,LMC,OGLE-LMC-HB-0123,RG,05 10 48.90,-67 55 14.5,LMC511.01.24673,OGLE-LMC-ECL-09305,15.506,17.054,233.58910319,9016.9014,0.082,0.3551,89.88,57.69,ECL,0,1,Simbad,77.70110,-67.91989,,20.674,19.631,18.640,,0.062,0.078,0.058,0
0.282530,77.754,-69.2402778,LMC,OGLE-LMC-HB-0124,RG,05 11 00.96,-69 14 25.0,LMC510.01.615,,15.601,17.022,282.85708801,9166.6993,0.025,0.1911,69.02,47.55,,1,0,Simbad,77.75403,-69.24020,19.670,18.396,16.965,15.611,0.128,0.063,0.070,0.050,10
2.437672,77.754,-69.2402778,LMC,OGLE-LMC-HB-0124,RG,05 11 00.96,-69 14 25.0,LMC510.01.615,,15.601,17.022,282.85708801,9166.6993,0.025,0.1911,69.02,47.55,,1,0,Simbad,77.75506,-69.24084,19.689,19.588,19.109,18.994,0.124,0.146,0.134,0.128,10
2.931423,77.754,-69.2402778,LMC,OGLE-LMC-HB-0124,RG,05 11 00.96,-69 14 25.0,LMC510.01.615,,15.601,17.022,282.85708801,9166.6993,0.025,0.1911,69.02,47.55,,1,0,Simbad,77.75188,-69.23996,18.483,18.762,18.365,18.733,0.073,0.064,0.109,0.117,10
4.215628,77.754,-69.2402778,LMC,OGLE-LMC-HB-0124,RG,05 11 00.96,-69 14 25.0,LMC510.01.615,,15.601,17.022,282.85708801,9166.6993,0.025,0.1911,69.02,47.55,,1,0,Simbad,77.75449,-69.23912,20.007,18.715,18.829,18.518,0.177,0.114,0.133,0.127,20
0.439161,77.8152083,-69.4693889,LMC,OGLE-LMC-HB-0125,RG,05 11 15.65,-69 28 09.8,LMC503.16.63783,,14.604,16.291,487.56521728,9315.5602,0.028,0.111,89.5,45.45,,1,0,Simbad,77.81537,-69.46928,19.766,17.704,16.130,14.476,0.149,0.039,0.038,0.038,10
3.045071,77.8152083,-69.4693889,LMC,OGLE-LMC-HB-0125,RG,05 11 15.65,-69 28 09.8,LMC503.16.63783,,14.604,16.291,487.56521728,9315.5602,0.028,0.111,89.5,45.45,,1,0,Simbad,77.81306,-69.46977,,20.786,20.518,,,0.108,0.177,,0
3.601002,77.8152083,-69.4693889,LMC,OGLE-LMC-HB-0125,RG,05 11 15.65,-69 28 09.8,LMC503.16.63783,,14.604,16.291,487.56521728,9315.5602,0.028,0.111,89.5,45.45,,1,0,Simbad,77.81452,-69.47036,,20.359,20.357,19.124,,0.090,0.155,0.152,0
0.504541,77.855875,-68.6964167,LMC,OGLE-LMC-HB-0126,RG,05 11 25.41,-68 41 47.1,LMC510.09.55343,,15.9,17.242,172.53894165,9104.3028,0.035,0.2137,54.5,34.79,,1,0,Simbad,77.85579,-68.69628,19.466,18.068,17.144,15.842,0.136,0.091,0.050,0.058,10
4.324297,77.855875,-68.6964167,LMC,OGLE-LMC-HB-0126,RG,05 11 25.41,-68 41 47.1,LMC510.09.55343,,15.9,17.242,172.53894165,9104.3028,0.035,0.2137,54.5,34.79,,1,0,Simbad,77.85384,-68.69547,,21.748,20.498,19.900,,0.218,0.150,0.118,0
4.782427,77.855875,-68.6964167,LMC,OGLE-LMC-HB-0126,RG,05 11 25.41,-68 41 47.1,LMC510.09.55343,,15.9,17.242,172.53894165,9104.3028,0.035,0.2137,54.5,34.79,,1,0,Simbad,77.85927,-68.69691,,20.895,20.120,19.519,,0.142,0.127,0.143,0
0.423542,77.8882917,-71.5527222,LMC,OGLE-LMC-HB-0127,RG,05 11 33.19,-71 33 09.8,LMC501.25.4944,OGLE-LMC-ECL-30351,16.24,17.574,187.90527673,9075.7661,0.054,0.2951,77.89,78.19,,1,1,Simbad,77.88862,-71.55267,19.834,18.665,17.335,16.058,0.134,0.036,0.032,0.224,0
0.039840,77.8948333,-69.0661389,LMC,OGLE-LMC-HB-0128,RG,05 11 34.76,-69 03 58.1,LMC503.25.86843,,13.552,15.296,924.72745558,9875.6581,0.06,0.4752,53.16,139.86,OSARG,1,0,Simbad,77.89483,-69.06615,18.530,16.757,15.000,13.370,0.084,0.041,0.042,0.040,10
1.694045,77.8948333,-69.0661389,LMC,OGLE-LMC-HB-0128,RG,05 11 34.76,-69 03 58.1,LMC503.25.86843,,13.552,15.296,924.72745558,9875.6581,0.06,0.4752,53.16,139.86,OSARG,1,0,Simbad,77.89357,-69.06600,,19.449,17.931,16.379,,0.124,0.184,0.291,0
1.867375,77.8948333,-69.0661389,LMC,OGLE-LMC-HB-0128,RG,05 11 34.76,-69 03 58.1,LMC503.25.86843,,13.552,15.296,924.72745558,9875.6581,0.06,0.4752,53.16,139.86,OSARG,1,0,Simbad,77.89625,-69.06626,18.300,18.551,18.474,,0.080,0.101,0.189,,0
3.825073,77.8948333,-69.0661389,LMC,OGLE-LMC-HB-0128,RG,05 11 34.76,-69 03 58.1,LMC503.25.86843,,13.552,15.296,924.72745558,9875.6581,0.06,0.4752,53.16,139.86,OSARG,1,0,Simbad,77.89599,-69.06516,19.106,19.487,19.547,,0.104,0.061,0.151,,0
0.469612,77.9060833,-68.8128333,LMC,OGLE-LMC-HB-0129,RG,05 11 37.46,-68 48 46.2,LMC510.09.54673,,15.41,17.139,447.82850539,9187.7311,0.028,0.187,87.91,131.65,,1,0,Simbad,77.90597,-68.81271,,18.602,16.918,15.341,,0.087,0.042,0.044,0
2.208407,77.9060833,-68.8128333,LMC,OGLE-LMC-HB-0129,RG,05 11 37.46,-68 48 46.2,LMC510.09.54673,,15.41,17.139,447.82850539,9187.7311,0.028,0.187,87.91,131.65,,1,0,Simbad,77.90776,-68.81275,19.489,19.374,18.117,16.982,0.178,0.061,0.095,0.067,10
3.063758,77.9060833,-68.8128333,LMC,OGLE-LMC-HB-0129,RG,05 11 37.46,-68 48 46.2,LMC510.09.54673,,15.41,17.139,447.82850539,9187.7311,0.028,0.187,87.91,131.65,,1,0,Simbad,77.90784,-68.81340,19.138,19.027,19.027,,0.083,0.059,0.211,,0
3.140969,77.9060833,-68.8128333,LMC,OGLE-LMC-HB-0129,RG,05 11 37.46,-68 48 46.2,LMC510.09.54673,,15.41,17.139,447.82850539,9187.7311,0.028,0.187,87.91,131.65,,1,0,Simbad,77.90367,-68.81281,17.513,17.349,16.938,16.566,0.057,0.045,0.044,0.044,10
4.032277,77.9060833,-68.8128333,LMC,OGLE-LMC-HB-0129,RG,05 11 37.46,-68 48 46.2,LMC510.09.54673,,15.41,17.139,447.82850539,9187.7311,0.028,0.187,87.91,131.65,,1,0,Simbad,77.90874,-68.81341,,21.407,19.793,18.308,,0.183,0.204,0.079,0
0.317829,77.9592083,-71.521,LMC,OGLE-LMC-HB-0130,RG,05 11 50.21,-71 31 15.6,LMC501.25.8028,OGLE-LMC-ECL-30428,15.542,17.219,431.59448589,9181.1536,0.033,0.1735,65.0,117.76,,1,1,Simbad,77.95949,-71.52099,,18.577,17.020,15.345,,0.038,0.031,0.051,0
1.902145,77.9592083,-71.521,LMC,OGLE-LMC-HB-0130,RG,05 11 50.21,-71 31 15.6,LMC501.25.8028,OGLE-LMC-ECL-30428,15.542,17.219,431.59448589,9181.1536,0.033,0.1735,65.0,117.76,,1,1,Simbad,77.95990,-71.52052,,20.214,19.199,18.280,,0.069,0.063,0.078,0
4.400530,77.9592083,-71.521,LMC,OGLE-LMC-HB-0130,RG,05 11 50.21,-71 31 15.6,LMC501.25.8028,OGLE-LMC-ECL-30428,15.542,17.219,431.59448589,9181.1536,0.033,0.1735,65.0,117.76,,1,1,Simbad,77.95632,-71.52019,19.511,19.555,19.384,19.313,0.104,0.043,0.059,0.076,10
0.331451,78.0005417,-69.1439444,LMC,OGLE-LMC-HB-0131,RG,05 12 00.13,-69 08 38.2,LMC503.25.75602,,14.416,16.363,643.54253191,9303.4936,0.038,0.2839,55.15,17.65,OSARG,1,0,Simbad,78.00064,-69.14386,20.485,18.133,16.181,14.455,0.401,0.064,0.041,0.039,0
3.022084,78.0005417,-69.1439444,LMC,OGLE-LMC-HB-0131,RG,05 12 00.13,-69 08 38.2,LMC503.25.75602,,14.416,16.363,643.54253191,9303.4936,0.038,0.2839,55.15,17.65,OSARG,1,0,Simbad,78.00272,-69.14427,19.722,19.534,19.432,20.553,0.126,0.058,0.142,0.486,0
3.165097,78.0005417,-69.1439444,LMC,OGLE-LMC-HB-0131,RG,05 12 00.13,-69 08 38.2,LMC503.25.75602,,14.416,16.363,643.54253191,9303.4936,0.038,0.2839,55.15,17.65,OSARG,1,0,Simbad,78.00097,-69.14481,,21.873,20.862,20.554,,0.294,0.199,0.362,0
3.620720,78.0005417,-69.1439444,LMC,OGLE-LMC-HB-0131,RG,05 12 00.13,-69 08 38.2,LMC503.25.75602,,14.416,16.363,643.54253191,9303.4936,0.038,0.2839,55.15,17.65,OSARG,1,0,Simbad,77.99925,-69.14305,21.023,20.221,19.119,18.350,0.409,0.107,0.094,0.079,0
4.365607,78.0005417,-69.1439444,LMC,OGLE-LMC-HB-0131,RG,05 12 00.13,-69 08 38.2,LMC503.25.75602,,14.416,16.363,643.54253191,9303.4936,0.038,0.2839,55.15,17.65,OSARG,1,0,Simbad,77.99790,-69.14471,,20.816,19.405,18.495,,0.190,0.111,0.084,0
0.401267,78.0094583,-67.2491111,LMC,OGLE-LMC-HB-0132,RG,05 12 02.27,-67 14 56.8,LMC511.18.17457,,16.239,17.791,259.48546779,9044.9859,0.029,0.218,72.63,18.77,,1,0,Simbad,78.00948,-67.24900,21.035,19.026,17.782,16.093,0.362,0.045,0.042,0.041,10
4.128740,78.0094583,-67.2491111,LMC,OGLE-LMC-HB-0132,RG,05 12 02.27,-67 14 56.8,LMC511.18.17457,,16.239,17.791,259.48546779,9044.9859,0.029,0.218,72.63,18.77,,1,0,Simbad,78.00756,-67.24823,,21.485,21.216,20.322,,0.135,0.121,0.165,0
4.504728,78.0094583,-67.2491111,LMC,OGLE-LMC-HB-0132,RG,05 12 02.27,-67 14 56.8,LMC511.18.17457,,16.239,17.791,259.48546779,9044.9859,0.029,0.218,72.63,18.77,,1,0,Simbad,78.00623,-67.24916,,21.158,20.755,20.071,,0.133,0.096,0.157,0
0.304733,78.05975,-69.5317778,LMC,OGLE-LMC-HB-0134,RG,05 12 14.34,-69 31 54.4,LMC503.16.158,,15.884,17.337,221.54044791,9059.8099,0.024,0.1765,56.75,20.51,,1,0,Simbad,78.05990,-69.53171,,18.825,17.438,15.962,,0.043,0.061,0.044,0
2.757995,78.05975,-69.5317778,LMC,OGLE-LMC-HB-0134,RG,05 12 14.34,-69 31 54.4,LMC503.16.158,,15.884,17.337,221.54044791,9059.8099,0.024,0.1765,56.75,20.51,,1,0,Simbad,78.05878,-69.53109,,20.547,19.787,,,0.102,0.097,,0
3.649278,78.05975,-69.5317778,LMC,OGLE-LMC-HB-0134,RG,05 12 14.34,-69 31 54.4,LMC503.16.158,,15.884,17.337,221.54044791,9059.8099,0.024,0.1765,56.75,20.51,,1,0,Simbad,78.05767,-69.53107,20.226,20.455,19.868,18.788,0.248,0.089,0.138,0.084,10
4.732770,78.05975,-69.5317778,LMC,OGLE-LMC-HB-0134,RG,05 12 14.34,-69 31 54.4,LMC503.16.158,,15.884,17.337,221.54044791,9059.8099,0.024,0.1765,56.75,20.51,,1,0,Simbad,78.06291,-69.53249,,20.775,19.606,18.551,,0.111,0.093,0.070,0
4.941570,78.05975,-69.5317778,LMC,OGLE-LMC-HB-0134,RG,05 12 14.34,-69 31 54.4,LMC503.16.158,,15.884,17.337,221.54044791,9059.8099,0.024,0.1765,56.75,20.51,,1,0,Simbad,78.06363,-69.53157,19.876,19.780,19.526,19.779,0.202,0.062,0.094,0.130,10
0.227468,78.0764583,-69.2845278,LMC,OGLE-LMC-HB-0135,RG,05 12 18.35,-69 17 04.3,LMC503.25.51,2MASS-J05121835-6917042,15.242,17.266,439.41727998,9357.9806,0.12,0.1303,61.77,155.38,OSARG/ECL,1,0,Simbad,78.07658,-69.28448,,19.155,17.391,15.241,,0.074,0.083,0.042,0
4.575029,78.0764583,-69.2845278,LMC,OGLE-LMC-HB-0135,RG,05 12 18.35,-69 17 04.3,LMC503.25.51,2MASS-J05121835-6917042,15.242,17.266,439.41727998,9357.9806,0.12,0.1303,61.77,155.38,OSARG/ECL,1,0,Simbad,78.07809,-69.28566,18.952,19.384,19.117,19.532,0.086,0.122,0.143,0.198,10
4.921379,78.0764583,-69.2845278,LMC,OGLE-LMC-HB-0135,RG,05 12 18.35,-69 17 04.3,LMC503.25.51,2MASS-J05121835-6917042,15.242,17.266,439.41727998,9357.9806,0.12,0.1303,61.77,155.38,OSARG/ECL,1,0,Simbad,78.07353,-69.28542,18.571,18.328,17.633,17.014,0.072,0.050,0.078,0.051,10
0.073009,78.10975,-68.76875,LMC,OGLE-LMC-HB-0136,RG,05 12 26.34,-68 46 07.5,LMC510.08.56268,,15.296,16.753,565.75080859,9435.1728,0.033,0.346,73.89,40.67,,1,0,Simbad,78.10974,-68.76873,16.988,17.178,16.110,15.190,0.071,0.104,0.160,0.047,20
2.885291,78.10975,-68.76875,LMC,OGLE-LMC-HB-0136,RG,05 12 26.34,-68 46 07.5,LMC510.08.56268,,15.296,16.753,565.75080859,9435.1728,0.033,0.346,73.89,40.67,,1,0,Simbad,78.10787,-68.76917,,17.928,17.295,16.486,,0.154,0.117,0.054,0
3.100533,78.10975,-68.76875,LMC,OGLE-LMC-HB-0136,RG,05 12 26.34,-68 46 07.5,LMC510.08.56268,,15.296,16.753,565.75080859,9435.1728,0.033,0.346,73.89,40.67,,1,0,Simbad,78.10756,-68.76841,,18.968,18.898,18.814,,0.193,0.105,0.099,0
3.101045,78.10975,-68.76875,LMC,OGLE-LMC-HB-0136,RG,05 12 26.34,-68 46 07.5,LMC510.08.56268,,15.296,16.753,565.75080859,9435.1728,0.033,0.346,73.89,40.67,,1,0,Simbad,78.11121,-68.76807,18.434,17.678,17.557,17.924,0.128,0.081,0.079,0.179,20
4.548448,78.10975,-68.76875,LMC,OGLE-LMC-HB-0136,RG,05 12 26.34,-68 46 07.5,LMC510.08.56268,,15.296,16.753,565.75080859,9435.1728,0.033,0.346,73.89,40.67,,1,0,Simbad,78.11323,-68.76881,,18.919,17.922,17.208,,0.081,0.103,0.071,0
4.808898,78.10975,-68.76875,LMC,OGLE-LMC-HB-0136,RG,05 12 26.34,-68 46 07.5,LMC510.08.56268,,15.296,16.753,565.75080859,9435.1728,0.033,0.346,73.89,40.67,,1,0,Simbad,78.11081,-68.76747,,19.120,19.193,19.504,,0.180,0.139,0.224,0
0.429266,78.1228333,-69.3690833,LMC,OGLE-LMC-HB-0137,RG,05 12 29.48,-69 22 08.7,LMC503.16.25822,,15.817,17.396,237.04521424,9152.9119,0.057,0.2515,42.52,151.12,,1,0,Simbad,78.12312,-69.36902,,18.957,17.231,15.739,,0.066,0.079,0.052,0
2.047169,78.1228333,-69.3690833,LMC,OGLE-LMC-HB-0137,RG,05 12 29.48,-69 22 08.7,LMC503.16.25822,,15.817,17.396,237.04521424,9152.9119,0.057,0.2515,42.52,151.12,,1,0,Simbad,78.12165,-69.36947,,20.224,19.521,,,0.119,0.225,,0
2.458931,78.1228333,-69.3690833,LMC,OGLE-LMC-HB-0137,RG,05 12 29.48,-69 22 08.7,LMC503.16.25822,,15.817,17.396,237.04521424,9152.9119,0.057,0.2515,42.52,151.12,,1,0,Simbad,78.12129,-69.36867,19.267,18.868,17.866,16.976,0.140,0.052,0.057,0.051,10
3.220948,78.1228333,-69.3690833,LMC,OGLE-LMC-HB-0137,RG,05 12 29.48,-69 22 08.7,LMC503.16.25822,,15.817,17.396,237.04521424,9152.9119,0.057,0.2515,42.52,151.12,,1,0,Simbad,78.12243,-69.36820,,19.905,18.922,18.176,,0.075,0.078,0.057,0
0.231961,78.190375,-70.9533056,LMC,OGLE-LMC-HB-0138,RG,05 12 45.69,-70 57 11.9,LMC502.07.27387,,15.681,17.086,221.02039988,9185.8337,0.022,0.2632,45.36,31.96,,1,0,Simbad,78.19027,-70.95325,19.612,18.213,16.792,15.431,0.095,0.035,0.028,0.029,10
3.414803,78.190375,-70.9533056,LMC,OGLE-LMC-HB-0138,RG,05 12 45.69,-70 57 11.9,LMC502.07.27387,,15.681,17.086,221.02039988,9185.8337,0.022,0.2632,45.36,31.96,,1,0,Simbad,78.18753,-70.95350,21.643,22.075,21.815,,0.474,0.247,0.218,,0
4.233994,78.190375,-70.9533056,LMC,OGLE-LMC-HB-0138,RG,05 12 45.69,-70 57 11.9,LMC502.07.27387,,15.681,17.086,221.02039988,9185.8337,0.022,0.2632,45.36,31.96,,1,0,Simbad,78.18885,-70.95224,17.825,18.115,18.144,18.202,0.046,0.034,0.042,0.041,10
0.183287,78.1974583,-72.3212778,LMC,OGLE-LMC-HB-0139,RG,05 12 47.39,-72 19 16.6,LMC501.07.24,,15.379,16.97,536.84226397,9069.6693,0.046,0.4226,88.3,172.02,,1,0,Simbad,78.19740,-72.32123,20.084,18.204,16.694,15.086,0.121,0.041,0.028,0.041,10
4.274604,78.1974583,-72.3212778,LMC,OGLE-LMC-HB-0139,RG,05 12 47.39,-72 19 16.6,LMC501.07.24,,15.379,16.97,536.84226397,9069.6693,0.046,0.4226,88.3,172.02,,1,0,Simbad,78.19816,-72.32011,,22.795,22.835,,,0.301,0.384,,0
0.287895,78.2148333,-69.1730556,LMC,OGLE-LMC-HB-0140,RG,05 12 51.56,-69 10 23.0,LMC503.25.12732,,16.526,17.623,136.39363196,9018.805,0.028,0.2111,52.15,15.36,,1,0,Simbad,78.21499,-69.17300,18.638,18.437,17.545,16.514,0.083,0.055,0.075,0.046,10
2.288192,78.2148333,-69.1730556,LMC,OGLE-LMC-HB-0140,RG,05 12 51.56,-69 10 23.0,LMC503.25.12732,,16.526,17.623,136.39363196,9018.805,0.028,0.2111,52.15,15.36,,1,0,Simbad,78.21481,-69.17242,,20.719,20.297,,,0.189,0.222,,0
3.062087,78.2148333,-69.1730556,LMC,OGLE-LMC-HB-0140,RG,05 12 51.56,-69 10 23.0,LMC503.25.12732,,16.526,17.623,136.39363196,9018.805,0.028,0.2111,52.15,15.36,,1,0,Simbad,78.21358,-69.17233,19.261,19.023,18.752,18.787,0.094,0.044,0.061,0.072,10
4.278613,78.2148333,-69.1730556,LMC,OGLE-LMC-HB-0140,RG,05 12 51.56,-69 10 23.0,LMC503.25.12732,,16.526,17.623,136.39363196,9018.805,0.028,0.2111,52.15,15.36,,1,0,Simbad,78.21168,-69.17345,20.559,19.984,19.116,18.651,0.222,0.080,0.065,0.075,10
4.409500,78.2148333,-69.1730556,LMC,OGLE-LMC-HB-0140,RG,05 12 51.56,-69 10 23.0,LMC503.25.12732,,16.526,17.623,136.39363196,9018.805,0.028,0.2111,52.15,15.36,,1,0,Simbad,78.21546,-69.17426,,21.205,20.473,,,0.262,0.189,,0
0.268695,78.233375,-68.4167778,LMC,OGLE-LMC-HB-0141,RG,05 12 56.01,-68 25 00.4,LMC510.17.45853,,15.068,16.814,469.1248165,9086.6319,0.07,0.2899,55.43,41.51,OSARG,1,0,Simbad,78.23346,-68.41671,19.876,18.272,16.717,15.038,0.153,0.071,0.031,0.142,10
3.891035,78.233375,-68.4167778,LMC,OGLE-LMC-HB-0141,RG,05 12 56.01,-68 25 00.4,LMC510.17.45853,,15.068,16.814,469.1248165,9086.6319,0.07,0.2899,55.43,41.51,OSARG,1,0,Simbad,78.23441,-68.41779,19.234,19.193,18.110,16.975,0.108,0.126,0.072,0.046,10
4.865292,78.233375,-68.4167778,LMC,OGLE-LMC-HB-0141,RG,05 12 56.01,-68 25 00.4,LMC510.17.45853,,15.068,16.814,469.1248165,9086.6319,0.07,0.2899,55.43,41.51,OSARG,1,0,Simbad,78.23516,-68.41796,,19.937,20.065,20.171,,0.228,0.138,0.262,0
0.161755,78.2480417,-70.7125278,LMC,OGLE-LMC-HB-0142,RG,05 12 59.53,-70 42 45.1,LMC502.15.27830,,16.016,17.461,276.30268735,9101.9424,0.05,0.2127,58.54,175.0,,1,0,Simbad,78.24812,-70.71249,19.754,18.522,17.128,15.677,0.110,0.036,0.033,0.249,0
3.051705,78.2480417,-70.7125278,LMC,OGLE-LMC-HB-0142,RG,05 12 59.53,-70 42 45.1,LMC502.15.27830,,16.016,17.461,276.30268735,9101.9424,0.05,0.2127,58.54,175.0,,1,0,Simbad,78.24917,-70.71329,21.030,20.018,20.347,,0.218,0.061,0.094,,0
3.653734,78.2480417,-70.7125278,LMC,OGLE-LMC-HB-0142,RG,05 12 59.53,-70 42 45.1,LMC502.15.27830,,16.016,17.461,276.30268735,9101.9424,0.05,0.2127,58.54,175.0,,1,0,Simbad,78.24519,-70.71215,,20.143,19.869,19.559,,0.053,0.074,0.092,0
4.178649,78.2480417,-70.7125278,LMC,OGLE-LMC-HB-0142,RG,05 12 59.53,-70 42 45.1,LMC502.15.27830,,16.016,17.461,276.30268735,9101.9424,0.05,0.2127,58.54,175.0,,1,0,Simbad,78.24856,-70.71138,,20.503,20.236,,,0.113,0.103,,0
4.615211,78.2480417,-70.7125278,LMC,OGLE-LMC-HB-0142,RG,05 12 59.53,-70 42 45.1,LMC502.15.27830,,16.016,17.461,276.30268735,9101.9424,0.05,0.2127,58.54,175.0,,1,0,Simbad,78.24617,-70.71365,19.655,19.254,18.117,17.059,0.100,0.044,0.036,0.030,10
0.291123,78.2771667,-69.6490278,LMC,OGLE-LMC-HB-0143,RG,05 13 06.52,-69 38 56.5,LMC503.07.79142,OGLE-LMC-ECL-10158,16.341,18.035,225.08461718,9019.8865,0.058,0.3056,67.61,71.18,,1,1,Simbad,78.27738,-69.64906,21.141,19.454,17.774,16.108,0.310,0.042,0.084,0.047,10
2.466628,78.2771667,-69.6490278,LMC,OGLE-LMC-HB-0143,RG,05 13 06.52,-69 38 56.5,LMC503.07.79142,OGLE-LMC-ECL-10158,16.341,18.035,225.08461718,9019.8865,0.058,0.3056,67.61,71.18,,1,1,Simbad,78.27648,-69.64967,,21.523,20.143,20.145,,0.166,0.139,0.246,0
2.807187,78.2771667,-69.6490278,LMC,OGLE-LMC-HB-0143,RG,05 13 06.52,-69 38 56.5,LMC503.07.79142,OGLE-LMC-ECL-10158,16.341,18.035,225.08461718,9019.8865,0.058,0.3056,67.61,71.18,,1,1,Simbad,78.27841,-69.64838,19.747,20.498,18.496,17.712,0.171,0.156,0.067,0.056,20
4.287587,78.2771667,-69.6490278,LMC,OGLE-LMC-HB-0143,RG,05 13 06.52,-69 38 56.5,LMC503.07.79142,OGLE-LMC-ECL-10158,16.341,18.035,225.08461718,9019.8865,0.058,0.3056,67.61,71.18,,1,1,Simbad,78.27692,-69.64784,,21.225,19.908,19.308,,0.104,0.109,0.125,0
4.655288,78.2771667,-69.6490278,LMC,OGLE-LMC-HB-0143,RG,05 13 06.52,-69 38 56.5,LMC503.07.79142,OGLE-LMC-ECL-10158,16.341,18.035,225.08461718,9019.8865,0.058,0.3056,67.61,71.18,,1,1,Simbad,78.27540,-69.64789,20.563,20.213,19.259,18.306,0.309,0.063,0.120,0.099,10
0.201493,78.3524583,-70.9383056,LMC,OGLE-LMC-HB-0144,RG,05 13 24.59,-70 56 17.9,LMC502.07.8773,,16.043,17.495,363.17187147,9318.3956,0.033,0.3697,81.77,135.21,,1,0,Simbad,78.35244,-70.93825,20.051,18.660,17.141,15.788,0.168,0.045,0.030,0.029,10
4.107057,78.3524583,-70.9383056,LMC,OGLE-LMC-HB-0144,RG,05 13 24.59,-70 56 17.9,LMC502.07.8773,,16.043,17.495,363.17187147,9318.3956,0.033,0.3697,81.77,135.21,,1,0,Simbad,78.35319,-70.93719,19.086,19.081,18.652,18.422,0.083,0.038,0.031,0.044,10
0.659558,78.3840833,-68.69675,LMC,OGLE-LMC-HB-0145,RG,05 13 32.18,-68 41 48.3,LMC503.32.69604,,15.52,17.219,495.51280076,9380.1486,0.056,0.287,75.05,40.49,,1,0,Simbad,78.38389,-68.69658,20.563,18.271,16.758,15.036,0.268,0.042,0.041,0.040,10
2.868539,78.3840833,-68.69675,LMC,OGLE-LMC-HB-0145,RG,05 13 32.18,-68 41 48.3,LMC503.32.69604,,15.52,17.219,495.51280076,9380.1486,0.056,0.287,75.05,40.49,,1,0,Simbad,78.38604,-68.69639,,21.519,20.680,,,0.169,0.176,,0
3.174779,78.3840833,-68.69675,LMC,OGLE-LMC-HB-0145,RG,05 13 32.18,-68 41 48.3,LMC503.32.69604,,15.52,17.219,495.51280076,9380.1486,0.056,0.287,75.05,40.49,,1,0,Simbad,78.38207,-68.69724,,20.940,20.282,,,0.128,0.375,,0
3.620622,78.3840833,-68.69675,LMC,OGLE-LMC-HB-0145,RG,05 13 32.18,-68 41 48.3,LMC503.32.69604,,15.52,17.219,495.51280076,9380.1486,0.056,0.287,75.05,40.49,,1,0,Simbad,78.38359,-68.69774,19.275,18.684,17.639,16.509,0.153,0.053,0.044,0.047,10
4.282031,78.3840833,-68.69675,LMC,OGLE-LMC-HB-0145,RG,05 13 32.18,-68 41 48.3,LMC503.32.69604,,15.52,17.219,495.51280076,9380.1486,0.056,0.287,75.05,40.49,,1,0,Simbad,78.38100,-68.69635,,20.732,20.520,,,0.085,0.127,,0
