5260.64296  17.656   0.045
5261.64632  17.642   0.045
5262.64009  17.631   0.045
5264.60750  17.616   0.045
5265.60876  17.633   0.057
5266.60133  17.629   0.047
5267.61457  17.669   0.056
5268.59721  17.631   0.047
5269.56649  17.630   0.045
5270.55309  17.637   0.040
5271.57589  17.633   0.042
5273.56434  17.631   0.045
5274.59547  17.608   0.050
5275.57871  17.628   0.042
5276.57476  17.615   0.040
5279.56288  17.655   0.057
5281.53830  17.632   0.047
5282.55775  17.658   0.053
5284.56137  17.652   0.050
5286.54406  17.639   0.050
5288.55772  17.589   0.053
5291.55185  17.653   0.050
5293.54320  17.656   0.053
5295.49934  17.626   0.053
5297.52506  17.648   0.047
5298.57010  17.620   0.050
5301.53090  17.692   0.050
5306.52737  17.632   0.047
5308.53511  17.657   0.057
5309.55579  17.620   0.053
5310.55563  17.597   0.061
5311.52202  17.633   0.065
5313.50467  17.678   0.067
5314.51946  17.625   0.076
5322.46695  17.642   0.062
5325.48124  17.626   0.062
5327.48355  17.648   0.047
5335.47424  17.678   0.053
5341.49572  17.663   0.070
5343.49832  17.631   0.078
5430.91646  17.681   0.047
5439.92600  17.620   0.076
5444.89610  17.645   0.040
5448.91500  17.693   0.047
5451.82841  17.643   0.045
5454.90739  17.671   0.053
5457.77129  17.636   0.034
5459.88324  17.660   0.036
5462.88155  17.641   0.045
5467.85212  17.661   0.042
5468.84104  17.653   0.042
5470.81598  17.655   0.042
5471.86371  17.686   0.040
5473.79855  17.586   0.037
5477.80055  17.632   0.034
5478.80801  17.652   0.036
5481.74738  17.625   0.040
5483.78061  17.710   0.061
5484.79273  17.602   0.036
5485.81951  17.616   0.036
5487.74125  17.669   0.037
5488.74340  17.659   0.040
5489.83566  17.655   0.037
5490.74452  17.644   0.047
5491.85791  17.611   0.061
5492.77997  17.625   0.045
5493.80227  17.667   0.047
5494.84703  17.706   0.056
5495.80418  17.625   0.037
5496.80202  17.649   0.056
5497.83216  17.633   0.042
5499.73919  17.655   0.040
5502.80934  17.640   0.036
5503.76457  17.619   0.036
5505.73426  17.682   0.042
5506.75177  17.671   0.034
5507.76988  17.610   0.036
5509.67826  17.657   0.037
5510.73416  17.696   0.045
5511.71039  17.661   0.042
5512.75345  17.662   0.036
5513.72377  17.649   0.036
5514.75630  17.632   0.037
5515.67356  17.662   0.045
5516.75912  17.672   0.037
5517.67224  17.713   0.047
5518.76867  17.634   0.061
5519.69506  17.659   0.056
5521.71192  17.674   0.047
5522.73706  17.664   0.050
5523.70175  17.681   0.045
5524.71020  17.650   0.037
5525.74325  17.621   0.036
5526.69532  17.637   0.036
5527.77604  17.632   0.034
5528.71714  17.698   0.042
5529.69741  17.659   0.040
5530.70463  17.613   0.037
5531.78783  17.640   0.034
5532.69597  17.659   0.034
5533.71932  17.661   0.045
5534.75081  17.656   0.037
5535.72769  17.660   0.042
5536.73032  17.661   0.037
5539.74059  17.684   0.037
5540.82475  17.673   0.037
5541.69091  17.628   0.047
5542.75006  17.657   0.036
5543.78086  17.664   0.047
5544.76832  17.668   0.037
5545.75762  17.664   0.040
5546.70729  17.656   0.045
5547.76709  17.664   0.047
5548.72833  17.622   0.040
5549.69485  17.617   0.042
5550.74711  17.658   0.045
5551.70459  17.749   0.061
5553.75060  17.657   0.047
5556.69860  17.643   0.061
5557.67973  17.663   0.037
5558.68064  17.646   0.045
5559.72383  17.635   0.040
5560.66252  17.628   0.036
5561.69631  17.633   0.053
5562.71565  17.707   0.040
5563.64961  17.655   0.045
5565.68153  17.661   0.036
5566.70821  17.634   0.036
5568.72851  17.641   0.045
5569.72307  17.665   0.042
5570.76260  17.659   0.045
5571.69418  17.652   0.042
5572.81082  17.643   0.040
5575.71516  17.616   0.037
5576.68932  17.633   0.036
5577.69160  17.637   0.037
5578.69787  17.674   0.047
5579.74884  17.631   0.057
5580.69288  17.662   0.040
5581.69499  17.628   0.045
5582.70197  17.651   0.047
5583.70924  17.625   0.037
5584.69474  17.668   0.042
5585.69463  17.706   0.045
5586.65841  17.651   0.045
5587.64057  17.639   0.040
5588.74450  17.647   0.042
5589.65054  17.667   0.042
5590.62906  17.690   0.037
5591.68787  17.645   0.036
5592.67012  17.664   0.036
5593.65310  17.650   0.040
5594.66933  17.649   0.042
5595.64797  17.647   0.037
5596.71109  17.696   0.036
5597.62856  17.681   0.040
5598.69487  17.624   0.036
5599.65850  17.669   0.040
5600.69121  17.668   0.036
5601.67085  17.667   0.036
5602.66959  17.636   0.036
5603.67627  17.652   0.045
5604.67667  17.637   0.045
5605.67920  17.628   0.036
5606.69113  17.647   0.042
5607.70205  17.664   0.047
5608.69265  17.764   0.061
5609.71988  17.633   0.057
5611.65046  17.624   0.056
5612.70298  17.646   0.065
5613.66614  17.668   0.045
5614.65846  17.657   0.042
5615.65187  17.653   0.037
5616.66788  17.644   0.037
5619.64980  17.737   0.040
5622.64786  17.689   0.047
5623.61071  17.681   0.042
5624.55189  17.658   0.040
5625.64343  17.643   0.045
5626.60454  17.672   0.045
5627.56930  17.655   0.036
5629.60952  17.655   0.037
5630.62095  17.702   0.050
5632.56909  17.612   0.047
5633.61803  17.640   0.040
5634.57851  17.697   0.050
5635.58280  17.702   0.047
5638.58739  17.685   0.061
5639.59766  17.637   0.056
5640.53662  17.623   0.053
5641.56428  17.685   0.050
5642.51253  17.718   0.037
5643.51029  17.636   0.037
5644.51305  17.635   0.037
5645.51174  17.671   0.050
5646.52477  17.662   0.042
5647.52672  17.640   0.040
5648.52739  17.636   0.040
5649.54215  17.650   0.042
5650.52260  17.647   0.037
5651.52849  17.610   0.031
5652.52344  17.644   0.037
5653.55348  17.696   0.045
5654.56203  17.656   0.042
5655.55320  17.619   0.047
5656.56210  17.651   0.040
5657.52203  17.664   0.047
5659.52136  17.660   0.047
5660.56673  17.654   0.042
5664.50091  17.656   0.061
5665.51614  17.707   0.057
5666.51297  17.665   0.061
5667.49514  17.661   0.056
5668.50109  17.638   0.053
5669.49464  17.649   0.045
5670.54616  17.616   0.053
5671.49655  17.668   0.070
5672.49144  17.662   0.045
5674.49948  17.634   0.037
5675.49276  17.644   0.047
5676.54801  17.696   0.025
5677.48902  17.631   0.040
5678.52328  17.618   0.042
5679.49087  17.668   0.050
5680.53966  17.663   0.057
5681.50372  17.663   0.050
5682.50315  17.675   0.057
5683.50806  17.647   0.047
5684.51308  17.653   0.047
5685.48454  17.620   0.050
5686.48508  17.637   0.037
5687.48724  17.707   0.056
5691.47874  17.620   0.053
5694.49535  17.660   0.061
5695.47976  17.628   0.053
5696.48818  17.639   0.065
5697.47811  17.646   0.053
5699.48765  17.716   0.076
5700.47920  17.646   0.067
5702.47607  17.664   0.056
5706.47578  17.619   0.056
5709.46285  17.676   0.047
5784.93602  17.637   0.065
5796.90356  17.659   0.047
5805.85183  17.652   0.040
5806.90282  17.679   0.036
5809.86402  17.613   0.034
5810.86716  17.661   0.040
5812.86008  17.693   0.036
5814.90907  17.652   0.042
5815.88843  17.646   0.037
5816.86260  17.662   0.050
5817.86425  17.665   0.040
5818.89226  17.656   0.042
5819.84626  17.617   0.037
5820.91367  17.661   0.062
5822.83392  17.634   0.037
5823.90874  17.723   0.070
5824.83073  17.692   0.040
5825.81899  17.627   0.034
5826.86749  17.639   0.037
5827.86147  17.660   0.036
5828.88768  17.656   0.036
5829.86106  17.648   0.031
5830.85262  17.666   0.036
5831.84431  17.643   0.031
5832.83374  17.631   0.034
5833.81810  17.612   0.036
5834.81906  17.671   0.034
5835.87896  17.717   0.040
5836.78546  17.603   0.034
5837.86482  17.659   0.037
5839.84649  17.668   0.036
5840.82998  17.664   0.036
5841.82701  17.664   0.042
5842.84462  17.638   0.050
5843.86011  17.669   0.037
5845.87509  17.649   0.065
5846.83561  17.651   0.073
5850.80023  17.677   0.037
5851.80845  17.666   0.042
5853.86396  17.669   0.050
5854.76727  17.637   0.036
5855.83699  17.623   0.031
5856.80859  17.575   0.047
5857.79343  17.710   0.057
5858.84280  17.694   0.050
5859.81131  17.606   0.036
5860.79638  17.640   0.040
5861.80536  17.658   0.040
5863.80855  17.648   0.037
5864.71584  17.672   0.036
5865.78546  17.642   0.037
5866.80958  17.616   0.036
5867.74850  17.618   0.037
5868.85000  17.687   0.034
5869.81551  17.712   0.034
5870.75529  17.638   0.036
5871.74142  17.657   0.037
5872.75075  17.663   0.037
5873.74600  17.679   0.037
5874.77956  17.653   0.042
5875.71547  17.668   0.045
5878.81642  17.602   0.061
5879.70054  17.671   0.056
5880.75201  17.736   0.040
5881.73854  17.642   0.040
5882.76935  17.617   0.036
5883.77329  17.668   0.047
5885.70461  17.671   0.053
5886.74067  17.656   0.050
5887.81306  17.674   0.036
5888.80171  17.642   0.037
5889.84389  17.618   0.037
5890.77744  17.649   0.040
5891.73610  17.675   0.037
5892.75387  17.689   0.037
5893.77199  17.617   0.036
5894.79548  17.647   0.036
5895.81255  17.667   0.040
5896.79561  17.691   0.037
5897.74241  17.653   0.036
5898.72463  17.638   0.037
5899.78378  17.641   0.036
5900.73342  17.621   0.034
5901.78269  17.645   0.042
5902.73398  17.696   0.050
5903.78914  17.731   0.042
5904.76378  17.637   0.040
5905.73781  17.643   0.045
5906.74969  17.656   0.042
5907.72776  17.634   0.040
5908.75310  17.676   0.045
5909.79760  17.684   0.040
5910.71042  17.652   0.040
5911.74228  17.649   0.036
5912.76275  17.606   0.036
5913.73468  17.633   0.034
5914.75732  17.688   0.036
5915.71436  17.682   0.031
5916.77070  17.627   0.031
5917.73188  17.640   0.034
5922.74892  17.675   0.036
5923.72513  17.642   0.030
5924.70647  17.658   0.036
5925.72051  17.668   0.040
5926.73227  17.725   0.036
5927.73130  17.620   0.036
5929.70548  17.645   0.036
5930.85066  17.639   0.034
5931.67250  17.675   0.042
5932.66981  17.665   0.040
5933.71967  17.646   0.042
5934.71573  17.612   0.037
5935.66674  17.626   0.056
5936.66129  17.632   0.045
5937.69057  17.677   0.037
5938.69135  17.664   0.037
5939.73544  17.622   0.040
5940.77105  17.633   0.037
5941.77174  17.655   0.045
5942.79637  17.681   0.037
5943.75322  17.658   0.040
5944.74610  17.651   0.034
5945.72682  17.624   0.031
5946.66666  17.599   0.036
5946.78263  17.657   0.045
5947.73320  17.632   0.040
5948.72205  17.709   0.037
5949.73822  17.672   0.042
5950.65919  17.624   0.031
5951.68457  17.639   0.040
5952.70916  17.655   0.034
5953.70709  17.636   0.037
5954.70464  17.660   0.031
5955.72731  17.651   0.036
5956.72730  17.633   0.036
5958.74454  17.628   0.037
5959.71648  17.671   0.037
5960.71854  17.745   0.037
5961.65028  17.618   0.034
5962.65118  17.614   0.056
5963.61791  17.685   0.061
5964.62987  17.620   0.047
5965.62877  17.672   0.042
5967.65096  17.623   0.061
5968.65105  17.655   0.045
5969.62707  17.631   0.034
5970.60456  17.648   0.034
5971.69744  17.700   0.036
5972.68381  17.673   0.036
5973.66689  17.591   0.030
5974.62191  17.625   0.036
5976.65607  17.657   0.037
5977.68964  17.665   0.037
5978.66605  17.664   0.036
5979.61622  17.631   0.037
5980.64638  17.622   0.040
5981.65535  17.651   0.040
5982.66131  17.709   0.040
5983.70440  17.696   0.034
5984.64340  17.621   0.034
5985.67528  17.632   0.037
5986.60506  17.645   0.036
5987.68086  17.664   0.040
5988.64698  17.628   0.037
5989.61093  17.658   0.040
5990.60445  17.672   0.045
5991.67947  17.658   0.045
5992.63976  17.597   0.045
5993.59659  17.668   0.045
5994.59607  17.731   0.050
5995.64297  17.605   0.053
5996.61308  17.680   0.057
5997.61524  17.671   0.045
5998.61358  17.650   0.040
5998.67699  17.657   0.042
5999.65429  17.665   0.037
6000.62969  17.662   0.037
6002.59335  17.656   0.040
6003.55954  17.641   0.042
6004.61991  17.655   0.040
6005.60294  17.682   0.037
6006.58690  17.676   0.036
6007.58522  17.609   0.034
6008.61971  17.677   0.040
6009.56079  17.686   0.045
6010.61636  17.606   0.047
6011.57515  17.637   0.037
6012.61084  17.667   0.047
6013.55596  17.661   0.036
6014.57488  17.668   0.037
6015.57026  17.602   0.036
6016.61124  17.691   0.036
6017.57461  17.688   0.042
6018.52948  17.625   0.045
6019.57851  17.613   0.045
6020.60003  17.681   0.042
6021.58777  17.657   0.047
6022.59968  17.634   0.053
6023.57332  17.632   0.040
6024.59615  17.697   0.056
6025.59617  17.607   0.056
6026.54243  17.665   0.053
6028.57919  17.756   0.056
6029.59677  17.665   0.057
6032.51706  17.658   0.047
6033.50463  17.678   0.056
6034.51020  17.638   0.042
6035.53563  17.656   0.040
6036.51247  17.660   0.042
6037.51209  17.655   0.061
6038.50382  17.663   0.065
6039.51052  17.687   0.050
6040.51282  17.679   0.037
6042.51044  17.644   0.061
6047.48742  17.655   0.047
6048.48618  17.636   0.057
6049.50945  17.596   0.040
6050.48503  17.659   0.056
6052.50075  17.627   0.050
6053.49776  17.644   0.053
6055.50635  17.635   0.053
6056.49333  17.681   0.050
6057.50351  17.691   0.040
6058.49689  17.678   0.042
6059.49054  17.663   0.045
6060.49381  17.648   0.047
6061.48698  17.659   0.057
6062.47843  17.744   0.056
6064.48024  17.588   0.047
6070.48161  17.616   0.057
6123.92752  17.648   0.036
6137.92547  17.661   0.040
6164.91279  17.724   0.042
6165.92590  17.630   0.042
6171.89110  17.656   0.036
6174.91747  17.614   0.062
6179.91711  17.713   0.081
6180.86967  17.687   0.061
6181.88386  17.646   0.037
6182.88841  17.673   0.034
6183.89010  17.650   0.031
6185.86638  17.630   0.034
6186.86788  17.698   0.037
6191.89349  17.654   0.031
6193.90150  17.660   0.040
6196.88318  17.643   0.036
6199.83219  17.665   0.053
6202.83963  17.677   0.053
6204.87478  17.646   0.036
6207.88762  17.659   0.047
6210.88632  17.663   0.053
6212.83915  17.686   0.040
6216.83695  17.661   0.034
6219.82192  17.639   0.042
6221.83524  17.749   0.047
6222.83616  17.644   0.040
6223.79326  17.648   0.037
6224.85882  17.643   0.034
6225.74083  17.685   0.047
6226.75322  17.706   0.045
6229.79578  17.643   0.047
6230.73964  17.636   0.056
6231.76446  17.671   0.042
6232.83047  17.713   0.037
6233.83965  17.680   0.036
6234.84084  17.617   0.034
6235.78822  17.651   0.036
6236.80583  17.644   0.036
6238.83956  17.662   0.034
6239.81362  17.653   0.037
6240.85686  17.618   0.045
6241.81050  17.661   0.037
6242.85343  17.640   0.034
6243.82223  17.700   0.037
6244.76257  17.725   0.040
6245.77910  17.612   0.034
6248.79582  17.674   0.036
6251.78643  17.645   0.030
6254.79636  17.667   0.030
6257.82530  17.633   0.040
6262.74850  17.629   0.034
6265.82134  17.635   0.031
6270.83652  17.692   0.045
6270.84245  17.698   0.040
6274.82819  17.639   0.034
6278.77564  17.714   0.034
6282.79812  17.654   0.031
6286.73137  17.649   0.036
6289.80069  17.709   0.040
6294.82262  17.699   0.036
6299.77918  17.689   0.037
6306.71933  17.672   0.034
6312.71038  17.695   0.030
6317.70562  17.688   0.036
6323.67853  17.701   0.037
6329.63735  17.696   0.053
6333.62844  17.655   0.037
6340.64036  17.644   0.031
6343.58413  17.663   0.034
6347.61045  17.632   0.037
6353.62721  17.652   0.036
6354.59161  17.629   0.031
6355.58068  17.631   0.031
6356.62781  17.643   0.034
6356.66531  17.631   0.031
6357.64315  17.716   0.036
6358.54062  17.709   0.037
6360.59220  17.631   0.031
6361.60251  17.652   0.031
6362.57596  17.654   0.031
6363.54531  17.697   0.037
6363.58006  17.681   0.034
6371.56810  17.640   0.034
6378.55115  17.608   0.037
6387.54338  17.653   0.036
6396.54905  17.691   0.036
6404.53421  17.614   0.040
6416.51022  17.628   0.036
6509.92880  17.674   0.034
6531.91317  17.681   0.034
6547.87983  17.646   0.034
6571.85347  17.631   0.030
6577.89410  17.665   0.076
6578.87312  17.628   0.034
6608.84055  17.617   0.027
6622.79264  17.680   0.034
6628.82031  17.666   0.030
6638.74610  17.649   0.030
6645.74365  17.655   0.036
6649.75060  17.648   0.031
6654.77073  17.628   0.027
6658.79386  17.658   0.027
6662.77915  17.658   0.036
6667.84245  17.672   0.042
6672.78411  17.638   0.047
6680.77839  17.651   0.034
6690.67106  17.669   0.031
6697.71966  17.678   0.031
6712.65223  17.605   0.031
6722.61304  17.641   0.031
6736.62425  17.645   0.047
6871.93340  17.652   0.047
6887.93174  17.644   0.056
6896.90205  17.674   0.037
6907.88482  17.668   0.037
6926.81395  17.648   0.031
6932.82261  17.652   0.034
6938.80800  17.655   0.047
6942.80555  17.639   0.036
6950.85636  17.631   0.031
6956.85920  17.623   0.036
6961.85381  17.633   0.037
6967.72526  17.670   0.056
6973.73073  17.619   0.036
6980.76770  17.622   0.034
6987.79870  17.673   0.040
6992.77084  17.645   0.034
6997.77665  17.651   0.045
7000.71052  17.631   0.036
7001.66558  17.638   0.042
7002.69934  17.608   0.036
7003.80595  17.639   0.036
7004.74983  17.665   0.037
7005.69798  17.717   0.040
7006.72760  17.627   0.037
7007.77563  17.642   0.037
7008.72662  17.679   0.034
7009.74027  17.654   0.034
7010.68158  17.637   0.034
7013.68520  17.616   0.036
7016.78881  17.733   0.037
7020.79339  17.632   0.036
7024.76875  17.627   0.037
7028.72190  17.702   0.040
7032.77624  17.641   0.036
7037.75165  17.668   0.034
7042.74924  17.664   0.031
7047.71241  17.635   0.036
7051.74101  17.642   0.034
7056.68140  17.642   0.040
7062.67313  17.719   0.040
7069.66976  17.662   0.036
7080.59672  17.652   0.036
7083.62348  17.660   0.037
7085.59517  17.697   0.037
7086.59076  17.614   0.045
7086.63248  17.632   0.040
7087.58565  17.650   0.042
7088.59706  17.658   0.034
7089.57761  17.642   0.036
7090.58179  17.663   0.040
7091.56966  17.645   0.034
7091.61244  17.645   0.034
7092.63366  17.662   0.037
7093.58774  17.634   0.034
7097.56217  17.604   0.047
7103.58342  17.641   0.031
7112.59070  17.678   0.047
7115.58728  17.637   0.045
7119.54531  17.710   0.045
7126.53635  17.637   0.036
7131.54085  17.641   0.040
7134.51115  17.630   0.042
7137.54105  17.666   0.040
7143.50569  17.594   0.057
7277.91252  17.779   0.076
7292.84527  17.692   0.045
7294.80897  17.636   0.042
7297.80771  17.650   0.040
7304.88661  17.662   0.040
7312.80401  17.685   0.037
7322.75835  17.662   0.045
7327.86556  17.642   0.053
7339.76949  17.663   0.031
7345.72806  17.687   0.040
7354.80492  17.626   0.037
7361.82776  17.677   0.036
7366.70033  17.644   0.036
7373.85371  17.667   0.037
7377.82560  17.643   0.034
7382.72385  17.645   0.045
7385.73731  17.659   0.036
7390.75916  17.657   0.031
7399.76376  17.654   0.045
7403.77913  17.652   0.031
7408.72646  17.647   0.037
7410.72786  17.612   0.042
7413.69057  17.675   0.050
7416.69750  17.617   0.036
7424.63989  17.664   0.034
7427.67348  17.633   0.034
7431.66726  17.663   0.034
7435.65969  17.618   0.031
7439.66653  17.678   0.045
7443.63708  17.651   0.036
7449.64279  17.632   0.037
7453.61817  17.651   0.030
7462.63192  17.661   0.031
7466.57937  17.635   0.045
7472.58617  17.615   0.037
7476.54188  17.658   0.034
7488.49564  17.647   0.036
7499.51876  17.661   0.045
7508.46430  17.689   0.045
7637.91191  17.630   0.042
7645.86617  17.670   0.037
7648.86068  17.633   0.037
7651.87406  17.655   0.034
7655.87688  17.677   0.031
7660.82963  17.641   0.037
7663.84634  17.710   0.031
7667.88327  17.655   0.030
7673.82666  17.618   0.030
7684.84465  17.609   0.042
7691.78985  17.653   0.030
7700.79234  17.640   0.034
7705.76449  17.649   0.040
7709.71876  17.701   0.036
7713.81249  17.658   0.040
7719.77528  17.661   0.031
7724.73173  17.672   0.036
7733.81143  17.596   0.037
7737.73304  17.666   0.037
7741.80993  17.648   0.037
7747.78479  17.652   0.036
7750.75832  17.663   0.042
7755.72016  17.678   0.037
7760.72326  17.656   0.036
7764.77628  17.633   0.037
7769.73643  17.676   0.036
7775.73849  17.630   0.034
7783.62924  17.640   0.031
7787.70789  17.628   0.031
7792.59668  17.670   0.036
7796.62361  17.644   0.037
7801.64045  17.649   0.037
7812.58911  17.658   0.042
7818.54366  17.679   0.036
7823.55938  17.687   0.056
7828.53533  17.634   0.040
7837.51649  17.639   0.040
7846.50244  17.663   0.047
7856.51870  17.664   0.053
7870.48874  17.634   0.040
8010.87852  17.649   0.037
8018.90032  17.642   0.037
8029.88765  17.635   0.034
8064.83524  17.655   0.040
8070.69443  17.607   0.036
8075.73699  17.665   0.037
8080.83483  17.647   0.031
8085.85815  17.643   0.065
8091.70200  17.636   0.053
8096.77458  17.644   0.034
8101.70869  17.659   0.030
8109.73289  17.661   0.034
8115.77636  17.623   0.030
8128.70256  17.623   0.031
8136.69240  17.671   0.036
8142.68709  17.599   0.034
8147.65325  17.677   0.042
8153.62988  17.642   0.030
8172.58675  17.637   0.040
8176.58409  17.620   0.040
8186.60201  17.691   0.040
8197.50068  17.721   0.053
8205.55180  17.639   0.045
8209.54842  17.731   0.047
8213.49149  17.657   0.047
8220.55377  17.727   0.040
8226.53060  17.663   0.045
8230.52839  17.648   0.040
8236.48884  17.678   0.045
8357.87195  17.637   0.037
8364.89846  17.648   0.031
8371.82907  17.685   0.036
8377.88258  17.630   0.037
8382.85948  17.629   0.031
8393.86164  17.673   0.034
8404.77547  17.636   0.036
8408.80958  17.651   0.034
8411.76833  17.661   0.042
8415.74961  17.568   0.047
8419.74668  17.656   0.036
8423.75693  17.632   0.034
8469.79642  17.671   0.034
8472.79438  17.594   0.034
8475.71420  17.658   0.040
8478.76230  17.648   0.036
8481.73962  17.680   0.037
8484.76743  17.683   0.034
8488.76369  17.666   0.037
8493.72672  17.706   0.034
8499.75860  17.659   0.036
8504.75481  17.704   0.030
8513.75685  17.610   0.036
8516.76368  17.659   0.031
8518.60188  17.621   0.030
8521.61906  17.641   0.030
8525.66006  17.624   0.027
8529.61243  17.615   0.031
8536.67533  17.629   0.034
8541.53760  17.640   0.036
8545.58997  17.660   0.031
8552.53613  17.636   0.040
8559.54459  17.673   0.042
8563.55575  17.648   0.037
8568.54847  17.650   0.031
