teff,teff_err-,teff_err+,logg,logg_err-,logg_err+,L,L_err-,L_err+,rad,rad_err-,rad_err+,ebv,ebv_err-,ebv_err+
6954.091175814876,496.4166120823811,1231.8738536609608,3.3110925383575083,0.6277806443063731,0.4971117956864308,256.7500926017383,43.746062572687094,253.28853582365502,10.865590420504649,1.5785710356194542,1.3265586241906213,0.10208114400791346,0.06875472219896733,0.13979897216359727
