teff,teff_err-,teff_err+,logg,logg_err-,logg_err+,L,L_err-,L_err+,rad,rad_err-,rad_err+,ebv,ebv_err-,ebv_err+
4828.166968212877,125.30038457233604,171.23438118369268,2.0707793418085534,0.5799260671508695,0.44069465024331045,1131.478536961792,79.96841279472892,119.40247602036925,48.15983128282504,1.70635057528834,1.7016391169552207,0.06631551934086752,0.04277769945193349,0.05729256034770455
