teff,teff_err-,teff_err+,logg,logg_err-,logg_err+,L,L_err-,L_err+,rad,rad_err-,rad_err+,ebv,ebv_err-,ebv_err+
4839.657078961789,251.46709044504314,372.37492852997275,1.6801569806214758,0.45244794505416164,0.263150620797016,5906.038877320846,740.0287926559786,1322.8671427326026,109.10764194493375,9.680033944465094,8.10547632727095,0.18913273373796324,0.09235464812384908,0.12412201686735025
