teff,teff_err-,teff_err+,logg,logg_err-,logg_err+,L,L_err-,L_err+,rad,rad_err-,rad_err+,ebv,ebv_err-,ebv_err+
4176.293551536892,49.471890015294775,54.56271821797691,1.0834038489796123,0.10480597953853177,0.19691097304936256,864.2166798714887,44.3737919937588,52.80068901042296,56.2524900415146,1.376160828104375,1.3420212856006728,0.0731159091329624,0.029403501539028376,0.03153085307426137
