teff,teff_err-,teff_err+,logg,logg_err-,logg_err+,L,L_err-,L_err+,rad,rad_err-,rad_err+,ebv,ebv_err-,ebv_err+
4445.599839069507,75.4048695103902,86.2398937596572,1.841297020600063,0.2860724654674103,0.5476057717787368,339.8877527452748,19.964144324653716,24.090159845107905,31.144162316102825,0.9034498490605358,0.9053035955587525,0.09314522366473388,0.03422011949112906,0.036769191070120666
