teff,teff_err-,teff_err+,logg,logg_err-,logg_err+,L,L_err-,L_err+,rad,rad_err-,rad_err+,ebv,ebv_err-,ebv_err+
6684.808725753481,279.5047754775842,401.67277217283936,3.979905000455012,0.5792054504057673,0.2742045274631342,89.00692655875314,5.82182584798592,10.678929850432809,7.044420236700642,0.7083017760566896,0.6676792935357216,0.03152542543975728,0.02081705533999048,0.03235688340747503
