teff,teff_err-,teff_err+,logg,logg_err-,logg_err+,L,L_err-,L_err+,rad,rad_err-,rad_err+,ebv,ebv_err-,ebv_err+
4758.820474498625,101.9524832826728,128.36187808918203,1.1280307607448377,0.3451685816742528,0.6058708362706149,2925.785274587873,197.9329336940059,274.8013331528896,79.69711020556848,2.8600393862775775,2.805691367117447,0.06567998041948815,0.04082079318750328,0.05291515971107334
