teff,teff_err-,teff_err+,logg,logg_err-,logg_err+,L,L_err-,L_err+,rad,rad_err-,rad_err+,ebv,ebv_err-,ebv_err+
22458.191617837376,5191.397775022717,4146.61858652881,3.4034924014769072,0.5449602718690478,0.6110111427157316,13131.66312032727,6165.87967970524,9085.336793478822,7.400971794133941,0.9220226249864485,1.5395989147996207,0.11427070594383615,0.04690026462708563,0.042035741411027366
