teff,teff_err-,teff_err+,logg,logg_err-,logg_err+,L,L_err-,L_err+,rad,rad_err-,rad_err+,ebv,ebv_err-,ebv_err+
5547.173279414303,306.722997105735,345.2357586680837,3.308378026863389,0.5744334053643962,0.5623966842205328,75.94239465153996,7.057968813502143,8.873368696134378,9.429799381228968,1.0255936693134142,1.190705966561394,0.0907624534979587,0.04216640289488558,0.0428512056616224
