teff,teff_err-,teff_err+,logg,logg_err-,logg_err+,L,L_err-,L_err+,rad,rad_err-,rad_err+,ebv,ebv_err-,ebv_err+
19294.0022458445,3585.871138548493,4305.308326508235,3.8370543145527147,0.5759136599674717,0.46199179996191475,2996.514993332996,1163.8323238917726,2852.2749933431915,4.670275375860406,0.5862870018231137,0.7022248850453838,0.0439565173586301,0.03261555955380818,0.04530574269524068
